,player_id,name,birth_date,height,current_international,main_position,foot,current_club,goals_scored,goals_assisted,goals_conceded,clean_sheets,total_appearence,agent
335,591916,Aitor Paredes,"['Apr', '29', '2000']",185.0,Spain,Defender Centre Back,right,Athletic,4,1,nan,nan,70,CAA Stellar
336,61812,Yuri Berchiche,"['Feb', '10', '1990']",181.0,Spain,Defender Left Back,left,Athletic,24,35,nan,nan,414,Media Base Sports
337,85258,Mikel Balenziaga,"['Feb', '29', '1988']",177.0,Spain,Defender Left Back,left,Athletic,1,16,nan,nan,475,Football Promotions ...
338,255501,Iñigo Lekue,"['May', '4', '1993']",180.0,Spain,Defender Right Back,right,Athletic,5,19,nan,nan,274,
339,197545,Ander Capa,"['Feb', '8', '1992']",175.0,Spain,Defender Right Back,right,Athletic,20,27,nan,nan,326,
340,96718,Óscar de Marcos,"['Apr', '14', '1989']",182.0,Spain,Defender Right Back,right,Athletic,40,54,nan,nan,517,
341,527838,Álex Petxa,"['Feb', '6', '1997']",180.0,Spain,Defender Right Back,right,FC Andorra,4,10,nan,nan,103,IDUB GLOBAL
342,300168,Mikel Vesga,"['Apr', '8', '1993']",191.0,Spain,midfield Defensive Midfield,left,Athletic,13,17,nan,nan,297,Football Promotions ...
343,447052,Peru Nolaskoain,"['Oct', '25', '1998']",186.0,Spain,midfield Defensive Midfield,right,SD Eibar,12,4,nan,nan,170,CAA Stellar
344,610083,Unai Vencedor,"['Nov', '15', '2000']",176.0,Spain,midfield Central Midfield,right,Athletic,5,9,nan,nan,144,
345,524010,Oier Zarraga,"['Jan', '4', '1999']",175.0,Spain,midfield Central Midfield,right,Athletic,9,7,nan,nan,108,
346,178425,Dani García,"['May', '24', '1990']",179.0,Spain,midfield Central Midfield,right,Athletic,3,12,nan,nan,464,RGFOOTBALL
347,54235,Iker Muniain,"['Dec', '19', '1992']",169.0,Spain,midfield Attacking Midfield,right,Athletic,76,70,nan,nan,551,Jesus Medina Martin
348,571020,Oihan Sancet,"['Apr', '25', '2000']",188.0,Spain,midfield Attacking Midfield,right,Athletic,25,10,nan,nan,141,
349,338425,Álex Berenguer,"['Jul', '4', '1995']",175.0,Spain,Attack Left Winger,right,Athletic,35,40,nan,nan,306,YOU FIRST
350,455349,Jon Morcillo,"['Sep', '15', '1998']",183.0,Spain,Attack Left Winger,left,Athletic,14,13,nan,nan,108,Football Promotions ...
351,668183,Nico Serrano,"['Mar', '5', '2003']",176.0,Spain,Attack Left Winger,left,CD Mirandés,7,8,nan,nan,74,
352,834755,Luis Bilbao,"['Mar', '24', '2003']",183.0,Spain,Attack Left Winger,left,Bilbao Athletic,5,4,nan,nan,46,
353,709187,Nico Williams,"['Jul', '12', '2002']",181.0,Spain,Attack Right Winger,right,Athletic,21,19,nan,nan,110,
354,626960,Juan Artola,"['Apr', '7', '2000']",177.0,Spain,Attack Right Winger,right,Burgos CF,27,8,nan,nan,122,CAA Stellar
355,255508,Iñaki Williams,"['Jun', '15', '1994']",186.0,Ghana,Attack Centre Forward,right,Athletic,107,58,nan,nan,411,
356,251897,Asier Villalibre,"['Sep', '30', '1997']",184.0,Spain,Attack Centre Forward,left,Alavés,59,25,nan,nan,260,
357,34601,Raúl García,"['Jul', '11', '1986']",184.0,Spain,Attack Centre Forward,right,Athletic,150,69,nan,nan,789,Bahía Internacional
358,226012,David Soria,"['Apr', '4', '1993']",192.0,Spain,Goalkeeper,right,Getafe,-,3,272,108,272,Promoesport
359,246335,Rubén Yáñez,"['Oct', '12', '1993']",188.0,Spain,Goalkeeper,right,Málaga CF,-,-,126,39,116,Niagara Sports ...
360,341713,Diego Conde,"['Oct', '28', '1998']",188.0,Spain,Goalkeeper,,Getafe,-,-,61,14,48,Manuel García ...
