,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
1638,129674,2018,23,Bundesliga,Borussia Dortmund,16,Defender,True,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3000000.0
1641,229005,2018,22,Bundesliga,Borussia Dortmund,16,Defender,True,28,28,10,0,0,2.07,1,0,1,0,1,0,1,1,2,2383,2383,35000000.0
1643,334221,2018,20,Bundesliga,Borussia Dortmund,16,Defender,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,450000.0
1645,398073,2018,19,Bundesliga,Borussia Dortmund,16,Defender,False,27,21,10,0,0,2.57,2,0,4,0,4,0,0,2,2,1739,870,30000000.0
1646,575998,2018,19,Bundesliga,Borussia Dortmund,16,Defender,False,2,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14000000.0
1647,35208,2019,31,Bundesliga,Borussia Dortmund,16,Defender,False,21,7,16,0,0,2.29,1,0,1,0,0,0,0,7,0,59,59,1400000.0
1650,170986,2019,25,Bundesliga,Borussia Dortmund,16,Defender,False,32,29,16,0,0,1.97,8,0,3,0,3,0,0,3,8,2339,292,28000000.0
1651,193900,2019,24,Bundesliga,Borussia Dortmund,16,Defender,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6500000.0
1652,284730,2019,23,Bundesliga,Borussia Dortmund,16,Defender,False,31,29,16,0,0,2.14,0,1,1,0,2,0,0,4,1,2306,0,20000000.0
1653,344598,2019,20,Bundesliga,Borussia Dortmund,16,Defender,False,25,15,16,0,0,2.13,1,0,1,0,1,0,0,5,0,978,978,31500000.0
1654,388513,2019,19,Bundesliga,Borussia Dortmund,16,Defender,False,21,5,16,0,0,1.8,0,0,1,0,0,0,0,3,1,195,0,900000.0
1660,170986,2020,26,Bundesliga,Borussia Dortmund,16,Defender,False,28,27,12,0,0,1.96,5,0,11,0,1,0,0,2,6,2222,444,40000000.0
1662,274461,2020,22,Bundesliga,Borussia Dortmund,16,Defender,True,21,7,12,0,0,2.57,1,0,0,0,0,0,0,4,1,358,358,2500000.0
1664,344598,2020,21,Bundesliga,Borussia Dortmund,16,Defender,False,10,9,12,0,0,1.89,0,0,0,0,0,0,0,6,2,272,0,18000000.0
1665,388513,2020,20,Bundesliga,Borussia Dortmund,16,Defender,False,27,13,12,0,0,1.92,0,0,3,0,1,0,0,3,8,834,0,7000000.0
1667,85867,2021,28,Bundesliga,Borussia Dortmund,16,Defender,False,24,16,8,0,0,2.13,0,0,2,0,2,0,0,7,3,832,0,4000000.0
1670,193900,2021,26,Bundesliga,Borussia Dortmund,16,Defender,True,29,27,8,0,0,2.0,3,0,2,0,4,0,0,12,13,1321,440,6500000.0
1671,274461,2021,23,Bundesliga,Borussia Dortmund,16,Defender,False,27,10,8,0,0,1.9,1,1,1,0,0,0,0,5,3,467,467,1500000.0
1672,282144,2021,23,Bundesliga,Borussia Dortmund,16,Defender,True,31,17,8,0,0,2.24,0,0,0,0,3,0,0,8,4,821,0,6000000.0
1673,282144,2021,23,Bundesliga,Borussia Dortmund,16,Defender,True,31,17,8,0,0,2.24,0,0,0,0,3,0,0,8,4,821,0,6000000.0
1675,344598,2021,22,Bundesliga,Borussia Dortmund,16,Defender,False,18,15,8,0,0,1.87,0,0,0,0,2,0,0,5,2,949,0,9000000.0
1676,482573,2021,21,Bundesliga,Borussia Dortmund,16,Defender,False,11,2,8,0,0,1.5,0,0,0,0,1,0,0,2,0,15,0,350000.0
1680,56830,2019,32,Serie A,Udinese Calcio,410,Defender,False,36,21,14,0,0,1.43,0,0,0,0,1,0,0,4,4,1501,0,725000.0
1681,69646,2019,28,Serie A,Udinese Calcio,410,Defender,False,33,33,14,0,0,1.18,1,0,3,0,5,0,0,1,8,2795,2795,2800000.0
1682,92899,2019,28,Serie A,Udinese Calcio,410,Defender,False,18,13,14,0,0,1.46,0,0,1,0,3,0,0,7,6,591,0,1200000.0
1684,192875,2019,25,Serie A,Udinese Calcio,410,Defender,False,36,30,14,0,0,1.17,0,0,0,0,5,0,0,1,2,2577,0,3200000.0
1686,336960,2019,21,Serie A,Udinese Calcio,410,Defender,False,1,1,14,0,0,3.0,0,0,0,0,0,0,0,0,1,81,0,2400000.0
1688,410158,2019,23,Serie A,Udinese Calcio,410,Defender,False,35,29,14,0,0,1.17,1,0,1,0,8,0,0,5,3,2211,2211,4800000.0
1689,56830,2020,33,Serie A,Udinese Calcio,410,Defender,False,33,15,9,0,0,1.13,0,0,0,0,1,0,0,6,2,851,0,700000.0
1695,255744,2020,25,Serie A,Udinese Calcio,410,Defender,False,36,30,9,0,0,0.93,1,0,0,0,6,0,0,6,5,2209,2209,5000000.0
1696,410158,2020,24,Serie A,Udinese Calcio,410,Defender,False,37,35,9,0,0,1.06,1,0,0,0,5,0,0,3,6,2784,2784,5000000.0
1697,424042,2020,22,Serie A,Udinese Calcio,410,Defender,False,33,29,9,0,0,1.0,2,0,5,0,1,0,0,11,3,1822,911,7000000.0
1700,126281,2021,27,Bundesliga,1.FSV Mainz 05,39,Defender,False,29,28,10,0,0,1.39,3,0,1,0,6,0,1,4,6,2075,692,2500000.0
1701,168989,2021,28,Bundesliga,1.FSV Mainz 05,39,Defender,True,33,33,10,0,0,1.36,4,0,5,0,1,0,0,0,5,2925,731,5000000.0
1703,251878,2021,24,Bundesliga,1.FSV Mainz 05,39,Defender,False,31,28,10,0,0,1.46,1,0,1,0,7,0,0,3,5,2294,2294,5000000.0
1705,291200,2021,25,Bundesliga,1.FSV Mainz 05,39,Defender,False,30,30,10,0,0,1.4,4,0,0,2,1,0,0,1,1,2567,642,18000000.0
1706,384553,2021,21,Bundesliga,1.FSV Mainz 05,39,Defender,False,2,1,10,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,4500000.0
1707,384553,2021,21,Bundesliga,1.FSV Mainz 05,39,Defender,False,2,1,10,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,4500000.0
1710,170646,2018,24,Bundesliga,SV Werder Bremen,86,Defender,False,34,34,0,0,0,1.56,1,0,5,0,5,0,0,0,2,3028,3028,12000000.0
1713,94201,2020,28,Bundesliga,1.FC Union Berlin,89,Defender,True,34,34,8,0,0,1.47,1,0,0,0,4,0,0,0,1,3043,3043,7500000.0
1715,159844,2020,25,Bundesliga,1.FC Union Berlin,89,Defender,False,28,27,8,0,0,1.59,0,0,4,0,3,0,0,0,10,2259,0,5000000.0
1716,196231,2020,24,Bundesliga,1.FC Union Berlin,89,Defender,False,34,34,8,0,0,1.47,5,0,2,0,1,0,0,0,0,3060,612,10000000.0
1717,370789,2020,22,Bundesliga,1.FC Union Berlin,89,Defender,False,33,24,8,0,0,1.63,0,0,2,0,2,0,0,14,6,1063,0,2500000.0
1721,127076,2021,28,Bundesliga,VfL Wolfsburg,82,Defender,False,29,26,11,0,0,1.15,1,0,0,0,5,0,0,8,10,1776,1776,4500000.0
1722,183321,2021,26,Bundesliga,VfL Wolfsburg,82,Defender,False,33,24,11,0,0,1.25,0,0,0,0,4,0,0,10,5,1386,0,9000000.0
1724,282144,2021,23,Bundesliga,VfL Wolfsburg,82,Defender,False,1,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6000000.0
1725,282144,2021,23,Bundesliga,VfL Wolfsburg,82,Defender,False,1,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6000000.0
1727,338629,2021,22,Bundesliga,VfL Wolfsburg,82,Defender,True,32,27,11,0,0,0.96,1,0,0,0,3,0,0,4,5,2005,2005,10000000.0
1729,472234,2021,18,Bundesliga,VfL Wolfsburg,82,Defender,False,1,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
1731,53437,2021,32,Bundesliga,1.FC Union Berlin,89,Defender,True,27,18,8,0,0,1.78,0,0,1,0,1,0,0,9,4,927,0,600000.0
1733,75921,2021,34,Bundesliga,1.FC Union Berlin,89,Defender,False,33,25,8,0,0,1.88,2,0,0,0,5,0,0,2,9,1995,998,900000.0
1735,110036,2021,27,Bundesliga,1.FC Union Berlin,89,Defender,True,12,7,8,0,0,1.43,0,0,0,0,0,0,0,0,7,474,0,2500000.0
1736,153555,2021,30,Bundesliga,1.FC Union Berlin,89,Defender,False,3,1,8,0,0,3.0,0,0,0,0,0,0,0,1,0,8,0,700000.0
1737,187491,2021,25,Bundesliga,1.FC Union Berlin,89,Defender,True,29,25,8,0,0,1.44,1,2,2,0,5,0,0,0,3,2169,2169,5000000.0
1738,196231,2021,25,Bundesliga,1.FC Union Berlin,89,Defender,False,14,13,8,0,0,1.77,0,1,0,0,2,1,0,0,0,1170,0,8000000.0
1741,361575,2021,22,Bundesliga,1.FC Union Berlin,89,Defender,False,2,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2300000.0
1743,39983,2017,30,Serie A,AC Milan,5,Defender,True,35,35,12,0,0,1.71,2,0,0,0,5,0,1,0,0,3085,1543,35000000.0
1745,111227,2017,23,Serie A,AC Milan,5,Defender,True,3,2,12,0,0,3.0,0,0,0,0,0,0,0,0,1,158,0,15000000.0
1748,323167,2017,17,Serie A,AC Milan,5,Defender,False,7,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
1750,73926,2020,28,Serie A,Hellas Verona,276,Defender,False,34,34,8,0,0,1.12,4,0,6,0,8,0,0,1,5,2893,723,7000000.0
1751,115763,2020,25,Serie A,Hellas Verona,276,Defender,False,30,27,8,0,0,1.07,0,0,3,0,4,0,0,6,9,1767,0,5000000.0
1752,163639,2020,28,Serie A,Hellas Verona,276,Defender,True,28,25,8,0,0,1.08,0,0,1,0,8,0,0,2,13,1745,0,3500000.0
1753,198116,2020,22,Serie A,Hellas Verona,276,Defender,False,37,35,8,0,0,1.14,5,0,5,0,6,0,0,6,8,2614,523,10000000.0
1754,248732,2020,25,Serie A,Hellas Verona,276,Defender,False,32,30,8,0,0,1.1,0,0,0,0,9,0,0,8,9,1858,0,4000000.0
1758,391498,2020,23,Serie A,Hellas Verona,276,Defender,True,30,6,8,0,0,1.83,0,0,0,0,1,0,0,2,1,417,0,2800000.0
1762,73926,2021,29,Serie A,Hellas Verona,276,Defender,False,32,32,4,0,0,1.53,4,0,6,0,6,1,0,2,8,2578,645,5000000.0
1763,115763,2021,26,Serie A,Hellas Verona,276,Defender,False,32,30,4,0,0,1.47,0,1,0,0,10,0,0,1,6,2413,0,5000000.0
1764,163639,2021,29,Serie A,Hellas Verona,276,Defender,False,36,34,4,0,0,1.44,1,0,0,0,10,1,0,5,17,2366,2366,4000000.0
1766,290032,2021,22,Serie A,Hellas Verona,276,Defender,False,18,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200000.0
1767,310458,2021,25,Serie A,Hellas Verona,276,Defender,False,18,14,4,0,0,1.36,0,0,0,0,3,0,1,9,3,524,0,3600000.0
1769,324351,2021,22,Serie A,Hellas Verona,276,Defender,False,12,5,4,0,0,2.0,0,0,0,0,0,0,0,4,1,52,0,2800000.0
1773,431698,2021,21,Serie A,Hellas Verona,276,Defender,True,33,24,4,0,0,1.21,0,0,0,0,0,0,0,18,3,905,0,3000000.0
1774,660860,2021,17,Serie A,Hellas Verona,276,Defender,False,14,4,4,0,0,2.0,0,0,0,0,0,0,0,1,1,249,0,1000000.0
1778,112988,2017,25,Premier League,Southampton FC,180,Defender,False,32,32,8,0,0,1.0,0,0,3,0,3,0,0,0,3,2797,0,15000000.0
1779,139208,2017,25,Premier League,Southampton FC,180,Defender,False,14,12,8,0,0,1.08,0,0,0,0,0,0,0,1,0,993,0,50000000.0
1780,163744,2017,23,Premier League,Southampton FC,180,Defender,False,27,22,8,0,0,0.86,2,0,0,0,6,0,1,0,0,1980,990,8000000.0
1781,243028,2017,21,Premier League,Southampton FC,180,Defender,False,14,5,8,0,0,1.6,1,0,0,0,1,0,0,0,2,428,428,5000000.0
1782,250478,2017,21,Premier League,Southampton FC,180,Defender,False,6,2,8,0,0,0.5,0,0,0,0,0,0,0,0,1,167,0,3000000.0
1783,40611,2018,28,Premier League,Southampton FC,180,Defender,False,25,24,7,0,0,0.96,1,0,0,0,8,0,0,0,0,2160,2160,15000000.0
1784,81789,2018,29,Premier League,Southampton FC,180,Defender,False,29,17,7,0,0,1.29,0,0,1,0,0,0,0,0,2,1520,0,7000000.0
1785,99331,2018,25,Premier League,Southampton FC,180,Defender,True,30,23,7,0,0,1.3,0,0,0,0,2,0,0,0,3,2030,0,20000000.0
1786,112988,2018,26,Premier League,Southampton FC,180,Defender,False,18,18,7,0,0,0.89,1,0,2,0,4,0,0,2,1,1494,1494,12000000.0
1790,406008,2018,19,Premier League,Southampton FC,180,Defender,False,24,23,7,0,0,1.35,2,0,1,0,3,1,0,3,5,1714,857,7000000.0
1792,81789,2019,30,Premier League,Southampton FC,180,Defender,False,23,8,9,0,0,1.0,0,0,0,0,1,0,0,2,0,558,0,4000000.0
1793,81789,2019,30,Premier League,Southampton FC,180,Defender,False,23,8,9,0,0,1.0,0,0,0,0,1,0,0,2,0,558,0,4000000.0
1794,99331,2019,26,Premier League,Southampton FC,180,Defender,False,31,19,9,0,0,1.11,1,0,0,0,3,0,0,2,2,1496,1496,12000000.0
1795,112988,2019,27,Premier League,Southampton FC,180,Defender,False,19,16,9,0,0,1.69,0,0,1,0,1,0,0,0,4,1309,0,8000000.0
1798,263236,2019,20,Premier League,Southampton FC,180,Defender,True,22,6,9,0,0,0.83,0,0,1,0,0,1,0,3,1,275,0,6300000.0
1799,341051,2019,22,Premier League,Southampton FC,180,Defender,False,12,10,9,0,0,1.8,0,0,0,0,1,0,0,3,1,701,0,8000000.0
1800,406008,2019,20,Premier League,Southampton FC,180,Defender,False,21,11,9,0,0,0.91,0,0,0,0,1,0,0,1,6,784,0,6300000.0
1801,44420,2018,31,Serie A,SS Lazio,398,Defender,False,30,28,10,0,0,1.54,0,0,1,0,5,0,0,0,11,2254,0,5000000.0
1803,126729,2018,25,Serie A,SS Lazio,398,Defender,False,31,15,10,0,0,1.53,0,0,0,0,1,0,0,3,3,1085,0,1800000.0
1804,131075,2018,30,Serie A,SS Lazio,398,Defender,True,37,37,10,0,0,1.59,3,0,0,0,3,1,0,0,0,3310,1103,12000000.0
1809,131075,2019,31,Serie A,SS Lazio,398,Defender,False,37,36,11,0,0,2.0,2,0,2,0,4,0,0,0,4,3166,1583,12000000.0
1810,239802,2019,26,Serie A,SS Lazio,398,Defender,False,24,15,11,0,0,2.4,2,0,1,0,3,0,0,5,3,939,470,5500000.0
1811,239962,2019,23,Serie A,SS Lazio,398,Defender,False,34,11,11,0,0,1.64,0,0,0,0,0,0,1,10,0,318,0,6500000.0
1814,53437,2017,28,Bundesliga,FC Schalke 04,33,Defender,True,32,29,1,0,0,1.93,0,0,2,0,2,0,0,3,2,2319,0,7000000.0
1818,228948,2017,20,Bundesliga,FC Schalke 04,33,Defender,False,32,28,1,0,0,1.86,3,0,2,0,4,0,0,1,2,2364,788,18000000.0
1819,53437,2018,29,Bundesliga,FC Schalke 04,33,Defender,False,22,21,5,0,0,1.1,1,0,5,0,3,0,0,0,1,1876,1876,4000000.0
1821,224884,2018,23,Bundesliga,FC Schalke 04,33,Defender,False,3,2,5,0,0,0.0,0,0,0,0,0,0,0,0,1,163,0,5000000.0
1824,258883,2019,22,Bundesliga,FC Schalke 04,33,Defender,True,31,31,6,0,0,1.19,2,0,3,0,5,0,0,0,8,2724,1362,9500000.0
1825,341227,2019,19,Bundesliga,FC Schalke 04,33,Defender,False,27,11,6,0,0,0.73,0,1,0,0,2,0,0,3,3,781,0,4000000.0
1826,361260,2019,19,Bundesliga,FC Schalke 04,33,Defender,True,30,26,6,0,0,1.15,3,0,1,0,4,0,0,5,3,1774,591,29000000.0
1827,605184,2019,19,Bundesliga,FC Schalke 04,33,Defender,True,11,8,6,0,0,0.5,0,0,0,0,2,0,0,4,3,362,0,9000000.0
1830,278343,2020,22,Bundesliga,FC Augsburg,167,Defender,False,29,29,7,0,0,1.14,1,1,0,0,5,0,0,0,0,2610,2610,16000000.0
1832,314295,2020,21,Bundesliga,FC Augsburg,167,Defender,False,34,24,7,0,0,1.29,0,0,0,0,2,0,0,11,1,1349,0,3000000.0
1833,353826,2020,22,Bundesliga,FC Augsburg,167,Defender,False,34,24,7,0,0,1.04,1,0,1,0,4,0,0,10,5,1371,1371,3000000.0
1834,520468,2020,23,Bundesliga,FC Augsburg,167,Defender,False,19,18,7,0,0,1.22,1,0,2,0,2,0,0,0,4,1564,1564,5000000.0
1835,106405,2021,29,Bundesliga,FC Augsburg,167,Defender,False,29,29,9,0,0,1.21,2,0,0,1,9,0,0,0,2,2578,1289,3500000.0
1836,146163,2021,25,Bundesliga,FC Augsburg,167,Defender,False,33,23,9,0,0,1.35,0,0,0,0,3,0,0,14,4,837,0,1500000.0
1839,314295,2021,22,Bundesliga,FC Augsburg,167,Defender,False,30,30,9,0,0,1.23,2,0,1,0,9,0,0,0,1,2694,1347,12000000.0
1841,520468,2021,24,Bundesliga,FC Augsburg,167,Defender,False,28,28,9,0,0,1.25,2,1,5,0,3,0,0,2,7,2177,1089,5500000.0
1842,522245,2021,18,Bundesliga,FC Augsburg,167,Defender,False,17,5,9,0,0,0.2,0,0,0,0,1,0,0,4,0,157,0,1000000.0
1845,111347,2021,31,Serie A,FC Empoli,749,Defender,False,25,14,7,0,0,1.21,0,1,0,0,4,0,0,6,1,865,0,1000000.0
1846,111347,2021,31,Serie A,FC Empoli,749,Defender,False,25,14,7,0,0,1.21,0,1,0,0,4,0,0,6,1,865,0,1000000.0
1847,183841,2021,25,Serie A,FC Empoli,749,Defender,False,34,33,7,0,0,1.18,1,0,1,0,9,1,0,1,8,2741,2741,3000000.0
1849,278531,2021,24,Serie A,FC Empoli,749,Defender,True,32,24,7,0,0,1.21,0,0,2,0,6,1,0,2,1,1958,0,3000000.0
1850,297645,2021,23,Serie A,FC Empoli,749,Defender,True,22,19,7,0,0,1.16,0,1,1,0,4,0,0,3,8,1350,0,2000000.0
1851,358003,2021,20,Serie A,FC Empoli,749,Defender,False,1,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
1855,547985,2021,20,Serie A,FC Empoli,749,Defender,False,32,25,7,0,0,1.12,0,0,1,0,5,0,0,9,7,1475,0,4500000.0
1859,127108,2017,26,Premier League,Newcastle United,762,Defender,False,28,24,9,0,0,1.0,0,0,2,0,4,0,0,0,1,2104,0,8000000.0
1860,162029,2017,23,Premier League,Newcastle United,762,Defender,False,38,21,9,0,0,0.86,0,0,1,0,2,0,0,1,2,1759,0,5000000.0
1861,170321,2017,25,Premier League,Newcastle United,762,Defender,False,22,20,9,0,0,1.3,0,0,0,0,1,0,0,1,2,1603,0,3500000.0
1864,50174,2019,28,Premier League,Newcastle United,762,Defender,True,13,11,11,0,0,0.91,0,0,0,0,2,0,0,1,3,865,0,16000000.0
1865,85475,2019,30,Premier League,Newcastle United,762,Defender,False,36,32,11,0,0,1.25,2,1,3,0,8,0,0,3,1,2618,1309,5500000.0
1867,127108,2019,28,Premier League,Newcastle United,762,Defender,False,12,6,11,0,0,0.83,2,0,0,0,0,0,0,2,1,441,221,4800000.0
1870,162029,2019,25,Premier League,Newcastle United,762,Defender,False,26,21,11,0,0,1.19,0,0,1,0,5,0,0,3,3,1599,0,4000000.0
1871,170321,2019,27,Premier League,Newcastle United,762,Defender,False,19,16,11,0,0,1.38,0,1,0,0,2,0,0,2,3,1229,0,5500000.0
1872,183318,2019,25,Premier League,Newcastle United,762,Defender,False,24,24,11,0,0,1.33,1,0,0,0,5,0,0,0,3,2079,2079,14500000.0
1875,51676,2017,27,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,17,9,10,0,0,1.56,0,0,1,0,4,0,0,2,3,548,0,2000000.0
1877,84435,2017,25,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,31,31,10,0,0,1.55,0,1,1,0,9,0,0,0,0,2790,0,12000000.0
1879,129674,2017,22,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,2,2,10,0,0,2.0,0,0,0,0,0,0,0,0,0,180,0,5000000.0
1881,160241,2017,22,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,25,22,10,0,0,1.64,0,1,1,0,1,0,0,5,1,1686,0,8000000.0
1883,274461,2017,19,Bundesliga,TSG 1899 Hoffenheim,533,Defender,True,7,2,10,0,0,2.0,0,0,0,0,0,0,0,1,1,61,0,1500000.0
1885,42234,2018,28,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,8,8,5,0,0,1.75,0,0,0,0,2,0,0,4,1,465,0,4000000.0
1886,42234,2018,28,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,8,8,5,0,0,1.75,0,0,0,0,2,0,0,4,1,465,0,4000000.0
1888,52348,2018,28,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,14,10,5,0,0,1.9,0,0,0,0,2,0,0,1,1,813,0,7000000.0
1889,84435,2018,26,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,28,28,5,0,0,1.68,0,0,0,0,5,0,0,0,4,2394,0,12000000.0
1891,143798,2018,26,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,31,29,5,0,0,1.69,3,0,4,0,7,0,0,1,1,2510,837,20000000.0
1892,160241,2018,23,Bundesliga,TSG 1899 Hoffenheim,533,Defender,False,10,8,5,0,0,1.63,0,0,0,0,2,0,0,3,2,498,0,6500000.0
1896,43984,2019,30,Bundesliga,1.FSV Mainz 05,39,Defender,False,34,26,6,0,0,1.08,2,1,4,1,3,0,0,10,3,1701,851,2000000.0
1897,82350,2019,27,Bundesliga,1.FSV Mainz 05,39,Defender,False,1,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1400000.0
1900,288253,2019,22,Bundesliga,1.FSV Mainz 05,39,Defender,False,26,25,6,0,0,1.16,2,0,2,0,7,0,0,1,4,2115,1058,7000000.0
1902,327251,2019,21,Bundesliga,1.FSV Mainz 05,39,Defender,False,31,30,6,0,0,1.03,1,0,3,0,5,0,1,4,2,2349,2349,5000000.0
1904,43984,2020,31,Bundesliga,1.FSV Mainz 05,39,Defender,False,29,21,5,0,0,1.1,2,0,1,2,0,0,0,5,6,1429,715,800000.0
1905,82350,2020,28,Bundesliga,1.FSV Mainz 05,39,Defender,False,20,16,5,0,0,1.81,1,0,1,0,6,0,0,0,7,1271,1271,2000000.0
1906,85906,2020,26,Bundesliga,1.FSV Mainz 05,39,Defender,False,16,16,5,0,0,1.81,0,0,1,0,2,0,0,1,8,1215,0,6000000.0
1907,85906,2020,26,Bundesliga,1.FSV Mainz 05,39,Defender,False,16,16,5,0,0,1.81,0,0,1,0,2,0,0,1,8,1215,0,6000000.0
1909,251878,2020,23,Bundesliga,1.FSV Mainz 05,39,Defender,False,7,5,5,0,0,0.4,0,0,0,0,0,0,0,2,1,261,0,4500000.0
1910,288253,2020,23,Bundesliga,1.FSV Mainz 05,39,Defender,False,32,32,5,0,0,1.19,0,1,1,0,4,0,0,0,0,2880,0,16000000.0
1912,327251,2020,22,Bundesliga,1.FSV Mainz 05,39,Defender,False,2,2,5,0,0,0.0,0,0,0,0,0,0,0,0,0,180,0,25000000.0
1913,384553,2020,20,Bundesliga,1.FSV Mainz 05,39,Defender,False,17,6,5,0,0,0.67,0,0,0,0,1,0,0,2,0,379,0,1300000.0
1917,85906,2018,24,Bundesliga,Eintracht Frankfurt,24,Defender,False,34,34,10,0,0,1.59,2,0,4,0,1,0,0,0,2,3035,1518,15000000.0
1920,371149,2018,18,Bundesliga,Eintracht Frankfurt,24,Defender,False,31,27,10,0,0,1.67,1,0,1,0,3,0,0,3,1,2303,2303,25000000.0
1921,546213,2018,18,Bundesliga,Eintracht Frankfurt,24,Defender,False,2,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1800000.0
1923,49723,2019,29,Bundesliga,Eintracht Frankfurt,24,Defender,False,33,22,5,0,0,1.14,5,0,1,0,4,0,0,10,3,1213,243,2400000.0
1927,216181,2019,23,Bundesliga,Eintracht Frankfurt,24,Defender,False,30,19,5,0,0,1.16,1,0,3,0,2,0,0,1,5,1494,1494,6500000.0
1928,371149,2019,19,Bundesliga,Eintracht Frankfurt,24,Defender,False,34,22,5,0,0,1.09,1,1,1,0,3,0,0,2,5,1723,1723,22500000.0
1929,39259,2020,36,Bundesliga,Eintracht Frankfurt,24,Defender,False,33,29,4,0,0,1.86,0,0,0,0,5,0,0,3,7,2292,0,800000.0
1930,49723,2020,30,Bundesliga,Eintracht Frankfurt,24,Defender,False,32,15,4,0,0,1.67,1,0,0,0,2,0,0,12,2,422,422,1500000.0
1931,85789,2020,27,Bundesliga,Eintracht Frankfurt,24,Defender,False,29,29,4,0,0,1.72,2,1,3,0,4,0,0,0,2,2527,1264,18000000.0
1932,85906,2020,26,Bundesliga,Eintracht Frankfurt,24,Defender,False,13,6,4,0,0,1.0,0,0,0,0,0,0,0,5,1,105,0,6000000.0
1933,85906,2020,26,Bundesliga,Eintracht Frankfurt,24,Defender,False,13,6,4,0,0,1.0,0,0,0,0,0,0,0,5,1,105,0,6000000.0
1936,216181,2020,24,Bundesliga,Eintracht Frankfurt,24,Defender,False,22,17,4,0,0,2.24,1,0,1,0,2,0,0,9,6,700,700,5500000.0
1939,39259,2021,37,Bundesliga,Eintracht Frankfurt,24,Defender,False,31,18,5,0,0,1.11,0,0,0,0,1,0,0,6,2,1183,0,800000.0
1940,49723,2021,31,Bundesliga,Eintracht Frankfurt,24,Defender,False,31,17,5,0,0,1.41,0,0,0,0,4,0,0,2,7,1216,0,1200000.0
1941,85789,2021,28,Bundesliga,Eintracht Frankfurt,24,Defender,False,29,27,5,0,0,1.22,1,0,0,0,6,0,0,2,1,2220,2220,9000000.0
1946,371149,2021,21,Bundesliga,Eintracht Frankfurt,24,Defender,False,33,32,5,0,0,1.22,4,1,4,0,3,0,0,0,1,2858,715,32000000.0
1950,70243,2017,25,Bundesliga,RB Leipzig,23826,Defender,False,16,15,6,0,0,1.6,2,0,2,0,3,0,0,1,2,1177,589,8000000.0
1951,93740,2017,24,Bundesliga,RB Leipzig,23826,Defender,False,30,26,6,0,0,1.38,3,0,0,0,5,0,1,1,2,2127,709,15000000.0
1952,160968,2017,22,Bundesliga,RB Leipzig,23826,Defender,False,12,2,6,0,0,1.5,0,0,0,0,0,0,0,1,1,82,0,1000000.0
1956,70243,2018,26,Bundesliga,RB Leipzig,23826,Defender,False,30,28,16,0,0,2.0,3,0,6,2,2,0,0,1,1,2414,805,22000000.0
1958,215599,2018,22,Bundesliga,RB Leipzig,23826,Defender,False,30,26,16,0,0,1.96,5,0,1,0,1,0,0,4,2,2000,400,30000000.0
1959,344695,2018,19,Bundesliga,RB Leipzig,23826,Defender,False,18,15,16,0,0,1.6,0,0,0,0,5,0,0,1,0,1292,0,30000000.0
1963,113133,2017,26,Serie A,ACF Fiorentina,430,Defender,False,35,34,15,0,0,1.5,1,0,0,0,12,0,0,0,3,2980,2980,13000000.0
1965,372809,2017,18,Serie A,ACF Fiorentina,430,Defender,False,10,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
1967,63489,2021,31,Bundesliga,VfL Bochum,80,Defender,False,26,13,7,0,0,1.38,0,1,0,0,1,0,0,0,1,1169,0,500000.0
1968,121686,2021,31,Bundesliga,VfL Bochum,80,Defender,False,27,23,7,0,0,1.52,1,0,0,0,6,0,0,3,7,1724,1724,700000.0
