,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
0,2857,2017,32,Premier League,Leicester City,1003,2,False,10,2,8,0,6,1.5,0,0,0,0,0,0,0,0,0,180,0,1000000.0
3,61560,2017,27,Premier League,Leicester City,1003,3,False,35,34,8,0,0,1.29,2,0,7,0,5,0,1,4,10,2543,1272,10000000.0
4,65467,2017,29,Premier League,Leicester City,1003,3,False,29,19,8,0,0,1.42,3,0,0,0,0,0,0,2,7,1414,471,10000000.0
6,174915,2017,29,Premier League,Leicester City,1003,0,False,19,12,8,0,0,1.0,1,0,1,0,0,0,0,10,1,239,239,18000000.0
7,177907,2017,24,Premier League,Leicester City,1003,1,False,38,38,8,0,0,1.24,2,0,3,0,7,0,0,0,0,3420,1710,25000000.0
8,197838,2017,30,Premier League,Leicester City,1003,0,False,37,37,8,0,0,1.19,20,0,1,5,3,0,0,0,11,3258,163,20000000.0
9,214056,2017,22,Premier League,Leicester City,1003,1,False,19,8,8,0,0,1.13,0,0,0,0,0,1,0,2,2,490,0,5000000.0
12,295330,2017,20,Premier League,Leicester City,1003,0,True,32,21,8,0,0,0.81,3,0,3,0,2,0,0,14,7,822,274,15000000.0
13,316125,2017,20,Premier League,Leicester City,1003,1,False,32,24,8,0,0,1.33,0,0,2,0,1,1,0,4,3,1852,0,8000000.0
14,341501,2017,19,Premier League,Leicester City,1003,3,False,8,8,8,0,0,0.88,0,0,1,0,1,0,0,4,2,375,0,1000000.0
16,398065,2017,19,Premier League,Leicester City,1003,0,False,6,3,8,0,0,1.33,0,0,0,0,0,0,0,3,0,7,0,250000.0
18,16911,2021,34,Premier League,Leicester City,1003,2,False,38,37,7,7,58,1.32,0,0,0,0,1,0,0,0,0,3330,0,4000000.0
20,42412,2021,33,Premier League,Leicester City,1003,1,False,20,18,7,0,0,1.61,1,0,1,0,3,0,0,2,4,1350,1350,4000000.0
22,99331,2021,28,Premier League,Leicester City,1003,1,True,25,10,7,0,0,1.2,0,0,0,0,2,0,0,4,1,563,0,13000000.0
24,129588,2021,27,Premier League,Leicester City,1003,3,False,3,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13000000.0
25,197838,2021,34,Premier League,Leicester City,1003,0,False,27,25,7,0,0,1.56,15,1,2,0,2,0,0,5,5,1805,120,5000000.0
28,215876,2021,27,Premier League,Leicester City,1003,1,False,24,14,7,0,0,1.57,1,0,3,0,3,0,0,1,4,992,992,20000000.0
29,246968,2021,27,Premier League,Leicester City,1003,0,False,32,14,7,0,0,1.14,2,0,3,0,0,0,1,8,5,441,221,10000000.0
30,249565,2021,24,Premier League,Leicester City,1003,3,False,33,32,7,0,0,1.47,6,0,4,2,3,0,0,3,5,2634,439,55000000.0
31,262226,2021,25,Premier League,Leicester City,1003,1,False,29,27,7,0,0,1.52,1,0,0,0,1,0,0,5,2,2124,2124,28000000.0
32,274839,2021,24,Premier League,Leicester City,1003,3,False,21,19,7,0,0,1.32,0,0,0,0,4,0,0,1,2,1619,0,60000000.0
33,294057,2021,24,Premier League,Leicester City,1003,3,False,35,35,7,0,0,1.4,12,0,8,0,3,0,0,7,14,2466,206,50000000.0
34,295330,2021,24,Premier League,Leicester City,1003,0,False,35,26,7,0,0,1.12,4,0,5,0,1,0,0,13,9,1259,315,20000000.0
36,341501,2021,23,Premier League,Leicester City,1003,3,False,31,6,7,0,0,1.33,0,0,0,0,1,0,0,2,3,286,0,4000000.0
38,365172,2021,22,Premier League,Leicester City,1003,0,False,36,23,7,0,0,1.17,5,0,3,0,2,0,0,10,11,1159,232,20000000.0
42,475188,2021,22,Premier League,Leicester City,1003,3,False,36,28,7,0,0,1.46,1,0,2,0,4,0,0,5,4,2104,2104,8000000.0
43,475411,2021,20,Premier League,Leicester City,1003,1,False,9,7,7,0,0,1.43,0,0,0,0,2,0,0,0,0,630,0,40000000.0
44,505194,2021,20,Premier League,Leicester City,1003,1,False,27,22,7,0,0,1.27,0,0,1,0,2,0,0,1,1,1912,0,12000000.0
49,3333,2017,31,Premier League,Liverpool FC,31,3,False,37,32,10,0,0,2.06,0,0,3,0,3,0,0,16,3,1763,0,15000000.0
50,43530,2017,29,Premier League,Liverpool FC,31,3,False,14,12,10,0,0,2.33,0,0,0,0,1,0,0,11,2,236,0,25000000.0
51,49499,2017,26,Premier League,Liverpool FC,31,3,False,35,33,10,0,0,2.03,1,0,2,0,1,0,0,6,6,2387,2387,30000000.0
53,80444,2017,25,Premier League,Liverpool FC,31,0,False,15,14,10,0,0,1.79,7,0,6,0,0,0,0,1,8,1117,160,100000000.0
54,80444,2017,25,Premier League,Liverpool FC,31,0,False,15,14,10,0,0,1.79,7,0,6,0,0,0,0,1,8,1117,160,100000000.0
55,82105,2017,25,Premier League,Liverpool FC,31,1,False,26,25,10,0,0,2.16,1,0,0,0,3,0,0,3,0,1994,1994,25000000.0
56,85177,2017,26,Premier League,Liverpool FC,31,1,False,5,3,10,0,0,0.67,0,0,0,0,1,0,0,1,1,174,0,20000000.0
60,134294,2017,24,Premier League,Liverpool FC,31,0,False,17,8,10,0,0,1.63,1,0,0,0,0,0,0,5,3,265,265,8000000.0
61,139208,2017,25,Premier League,Liverpool FC,31,1,True,15,14,10,0,0,1.79,0,0,0,0,1,0,0,0,0,1260,0,50000000.0
63,148368,2017,22,Premier League,Liverpool FC,31,0,False,2,1,10,0,0,1.0,0,0,0,0,0,0,0,1,0,9,0,10000000.0
64,148455,2017,25,Premier League,Liverpool FC,31,0,True,36,36,10,0,0,1.97,32,0,11,1,1,0,0,2,17,2920,91,150000000.0
67,207917,2017,24,Premier League,Liverpool FC,31,1,False,25,16,10,0,0,1.69,0,0,0,0,1,0,0,2,0,1264,0,10000000.0
74,43530,2018,30,Premier League,Liverpool FC,31,3,False,24,13,21,0,0,2.54,0,0,0,0,1,0,0,8,5,464,0,15000000.0
75,49499,2018,27,Premier League,Liverpool FC,31,3,False,35,35,21,0,0,2.57,3,0,0,0,3,0,0,3,13,2735,912,50000000.0
78,85177,2018,27,Premier League,Liverpool FC,31,1,False,6,4,21,0,0,3.0,0,0,0,0,0,0,0,3,0,108,0,12000000.0
82,131789,2018,26,Premier League,Liverpool FC,31,0,False,34,34,21,0,0,2.5,12,0,7,1,0,0,0,3,16,2620,218,80000000.0
84,143424,2018,24,Premier League,Liverpool FC,31,3,False,3,2,21,0,0,3.0,0,0,0,0,0,0,0,2,0,19,0,35000000.0
86,148455,2018,26,Premier League,Liverpool FC,31,0,False,38,38,21,0,0,2.55,22,0,10,3,1,0,0,1,13,3261,148,150000000.0
88,207917,2018,25,Premier League,Liverpool FC,31,1,False,18,2,21,0,0,3.0,0,0,0,0,0,0,0,0,1,156,0,9000000.0
91,256178,2018,21,Premier League,Liverpool FC,31,1,False,18,16,21,0,0,2.63,0,0,0,0,2,0,0,4,1,1060,0,35000000.0
95,3333,2019,33,Premier League,Liverpool FC,31,3,False,27,22,17,0,0,2.91,2,0,2,2,4,0,0,13,2,926,463,6500000.0
96,14044,2019,35,Premier League,Liverpool FC,31,2,False,2,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
98,49499,2019,28,Premier League,Liverpool FC,31,3,False,37,37,17,0,0,2.59,4,0,0,0,0,0,0,2,15,2948,737,40000000.0
99,61651,2019,29,Premier League,Liverpool FC,31,3,False,31,30,17,0,0,2.77,4,0,5,0,2,0,0,4,10,2244,561,28000000.0
102,86792,2019,27,Premier League,Liverpool FC,31,3,False,17,7,17,0,0,2.57,1,0,0,0,0,0,0,5,1,181,181,16000000.0
104,131789,2019,27,Premier League,Liverpool FC,31,0,False,38,38,17,0,0,2.61,9,0,8,0,0,0,0,4,20,3004,334,72000000.0
108,148455,2019,27,Premier League,Liverpool FC,31,0,False,37,34,17,0,0,2.68,19,0,10,3,1,0,0,1,13,2888,152,120000000.0
109,165793,2019,24,Premier League,Liverpool FC,31,0,False,17,10,17,0,0,1.9,0,0,0,0,0,0,0,8,2,242,0,10000000.0
112,234803,2019,25,Premier League,Liverpool FC,31,1,False,36,36,17,0,0,2.64,2,0,12,0,2,0,0,2,4,3113,1557,64000000.0
113,256178,2019,22,Premier League,Liverpool FC,31,1,False,37,28,17,0,0,2.64,0,0,0,0,7,0,0,6,1,1998,0,33500000.0
117,371814,2019,22,Premier League,Liverpool FC,31,1,False,2,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
122,3333,2020,34,Premier League,Liverpool FC,31,3,False,30,26,12,0,0,1.73,0,0,1,0,3,0,0,15,5,1060,0,3000000.0
124,60444,2020,29,Premier League,Liverpool FC,31,3,True,25,24,12,0,0,1.71,1,0,0,0,4,0,0,4,7,1857,1857,30000000.0
125,61651,2020,30,Premier League,Liverpool FC,31,3,False,23,21,12,0,0,1.62,1,0,1,0,0,0,0,1,4,1706,1706,20000000.0
131,139208,2020,28,Premier League,Liverpool FC,31,1,False,5,5,12,0,0,2.0,1,0,0,0,1,0,0,0,1,371,371,55000000.0
133,148368,2020,25,Premier League,Liverpool FC,31,0,False,26,9,12,0,0,1.33,0,0,0,0,0,0,0,7,2,181,0,12000000.0
134,148455,2020,28,Premier League,Liverpool FC,31,0,False,37,37,12,0,0,1.78,22,0,5,6,0,0,0,3,7,3082,140,100000000.0
135,165793,2020,25,Premier League,Liverpool FC,31,0,False,20,9,12,0,0,1.89,1,0,0,0,0,0,0,7,0,286,286,12000000.0
140,257097,2020,24,Premier League,Liverpool FC,31,1,False,4,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3000000.0
141,302215,2020,25,Premier League,Liverpool FC,31,3,False,18,10,12,0,0,2.4,0,0,0,0,1,0,0,3,5,521,0,32000000.0
143,338070,2020,24,Premier League,Liverpool FC,31,1,False,22,2,12,0,0,1.5,0,0,0,0,0,0,0,2,0,5,0,8000000.0
144,340918,2020,21,Premier League,Liverpool FC,31,2,False,15,2,12,1,1,1.5,0,0,0,0,0,0,0,0,0,180,0,2500000.0
145,340950,2020,23,Premier League,Liverpool FC,31,0,True,19,19,12,0,0,2.0,9,0,0,0,2,0,0,7,7,1112,124,45000000.0
146,344015,2020,20,Premier League,Liverpool FC,31,3,False,3,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2000000.0
147,361260,2020,20,Premier League,Liverpool FC,31,1,False,10,9,12,0,0,1.56,0,0,0,0,3,0,0,0,2,803,0,25000000.0
148,361260,2020,20,Premier League,Liverpool FC,31,1,False,10,9,12,0,0,1.56,0,0,0,0,3,0,0,0,2,803,0,25000000.0
149,371814,2020,23,Premier League,Liverpool FC,31,1,False,30,17,12,0,0,2.24,1,0,1,0,2,0,0,2,0,1454,1454,8000000.0
153,503680,2020,19,Premier League,Liverpool FC,31,1,False,31,6,12,0,0,1.83,0,0,0,0,1,0,0,3,3,248,0,8000000.0
154,696324,2020,17,Premier League,Liverpool FC,31,1,False,3,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
158,71271,2021,34,Premier League,Liverpool FC,31,2,False,5,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
162,139208,2021,29,Premier League,Liverpool FC,31,1,False,35,34,21,0,0,2.41,3,0,4,0,3,0,0,0,0,3060,1020,55000000.0
163,143424,2021,27,Premier League,Liverpool FC,31,3,False,29,17,21,0,0,2.41,2,0,1,0,0,0,0,8,9,787,394,16000000.0
164,148368,2021,26,Premier League,Liverpool FC,31,0,False,18,7,21,0,0,2.57,3,0,1,0,0,0,0,7,0,126,42,12000000.0
166,165793,2021,26,Premier League,Liverpool FC,31,0,False,26,11,21,0,0,2.55,3,0,0,0,1,0,0,10,0,176,59,12000000.0
168,225693,2021,27,Premier League,Liverpool FC,31,3,False,30,29,21,0,0,2.38,5,0,1,2,7,0,0,3,5,2316,463,60000000.0
169,234803,2021,27,Premier League,Liverpool FC,31,1,False,33,29,21,0,0,2.41,3,0,10,0,5,0,1,0,3,2541,847,65000000.0
170,256178,2021,24,Premier League,Liverpool FC,31,1,False,29,8,21,0,0,2.5,0,0,1,0,2,0,0,4,1,327,0,18000000.0
171,302215,2021,26,Premier League,Liverpool FC,31,3,False,29,23,21,0,0,2.43,3,0,1,0,3,0,0,9,10,1174,391,25000000.0
172,314353,2021,22,Premier League,Liverpool FC,31,1,False,34,32,21,0,0,2.38,2,0,12,0,2,0,0,0,2,2854,1427,80000000.0
174,340918,2021,22,Premier League,Liverpool FC,31,2,False,36,2,21,1,2,2.0,0,0,0,0,0,0,0,0,0,180,0,8000000.0
176,344015,2021,21,Premier League,Liverpool FC,31,3,False,1,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200000.0
178,371814,2021,24,Premier League,Liverpool FC,31,1,False,4,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8000000.0
180,480692,2021,24,Premier League,Liverpool FC,31,0,False,16,13,21,0,0,2.69,4,0,3,0,0,0,0,2,7,963,241,65000000.0
181,503679,2021,20,Premier League,Liverpool FC,31,1,False,1,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4000000.0
183,551001,2021,18,Premier League,Liverpool FC,31,1,False,3,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,400000.0
185,618494,2021,18,Premier League,Liverpool FC,31,3,False,9,2,21,0,0,2.0,0,0,0,0,1,0,0,1,1,66,0,3000000.0
186,624258,2021,17,Premier League,Liverpool FC,31,1,False,1,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
190,3455,2017,35,Premier League,Manchester United,985,0,False,8,5,19,0,0,2.0,0,0,0,0,0,0,0,4,1,102,0,4000000.0
192,30690,2017,30,Premier League,Manchester United,985,2,False,30,1,19,1,0,3.0,0,0,0,0,0,0,0,0,0,90,0,5000000.0
193,40433,2017,28,Premier League,Manchester United,985,0,True,13,12,19,0,0,2.08,2,0,3,0,1,0,0,0,5,1049,525,70000000.0
195,54906,2017,27,Premier League,Manchester United,985,1,False,17,8,19,0,0,2.13,0,0,0,0,0,0,0,3,1,442,0,10000000.0
196,55735,2017,28,Premier League,Manchester United,985,3,False,16,15,19,0,0,1.93,1,0,5,0,2,0,0,4,11,930,930,35000000.0
197,55735,2017,28,Premier League,Manchester United,985,3,False,16,15,19,0,0,1.93,1,0,5,0,2,0,0,4,11,930,930,35000000.0
199,74683,2017,28,Premier League,Manchester United,985,3,True,36,36,19,0,0,2.14,1,0,1,0,7,0,0,1,2,3119,3119,40000000.0
200,96341,2017,24,Premier League,Manchester United,985,0,True,34,34,19,0,0,2.18,16,0,7,0,4,0,0,1,3,2869,179,90000000.0
201,99343,2017,27,Premier League,Manchester United,985,3,False,33,26,19,0,0,2.12,0,0,2,0,4,0,0,13,6,1259,0,30000000.0
206,182877,2017,21,Premier League,Manchester United,985,0,False,34,30,19,0,0,2.03,9,0,5,1,1,0,0,12,13,1582,176,65000000.0
207,183288,2017,21,Premier League,Manchester United,985,1,False,21,11,19,0,0,2.18,0,0,0,0,2,0,0,3,1,788,0,15000000.0
208,184573,2017,22,Premier League,Manchester United,985,1,False,26,17,19,0,0,2.0,0,0,0,0,1,0,0,4,0,1281,0,25000000.0
212,342046,2017,19,Premier League,Manchester United,985,1,False,4,1,19,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,1000000.0
213,3455,2019,37,Serie A,AC Milan,5,0,True,18,18,13,0,0,2.11,10,0,5,2,1,0,0,2,5,1364,136,2800000.0
215,33873,2019,32,Serie A,AC Milan,5,2,True,19,2,13,0,3,0.5,0,0,0,0,0,0,0,1,0,128,0,2400000.0
216,48859,2019,30,Serie A,AC Milan,5,1,False,16,15,13,0,0,2.53,0,0,0,0,2,0,0,0,3,1243,0,5200000.0
218,86784,2019,26,Serie A,AC Milan,5,1,False,15,5,13,0,0,1.2,0,0,0,0,0,0,0,0,2,387,0,5500000.0
220,111961,2019,25,Serie A,AC Milan,5,0,False,20,16,13,0,0,1.31,1,0,2,0,2,0,0,1,3,1361,1361,17500000.0
221,126414,2019,25,Serie A,AC Milan,5,3,False,35,35,13,0,0,1.69,9,0,9,1,6,0,0,1,15,2716,302,14500000.0
222,187587,2019,25,Serie A,AC Milan,5,0,False,34,26,13,0,0,1.77,11,0,3,0,5,0,0,11,12,1393,127,24000000.0
223,195171,2019,24,Serie A,AC Milan,5,0,False,29,22,13,0,0,1.73,2,0,3,0,3,0,1,6,12,1216,608,11000000.0
224,197470,2019,25,Serie A,AC Milan,5,1,False,6,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11000000.0
225,197747,2019,24,Serie A,AC Milan,5,1,False,35,35,13,0,0,1.69,1,0,0,0,4,0,0,0,1,3092,3092,36000000.0
226,198008,2019,23,Serie A,AC Milan,5,0,False,2,1,13,0,0,3.0,0,0,0,0,1,0,0,0,1,61,0,16000000.0
227,259953,2019,25,Serie A,AC Milan,5,3,False,32,15,13,0,0,1.73,0,0,1,0,3,0,0,11,3,529,0,6500000.0
228,262523,2019,22,Serie A,AC Milan,5,1,False,34,25,13,0,0,1.76,1,0,1,0,2,1,1,9,4,1619,1619,9500000.0
231,323167,2019,19,Serie A,AC Milan,5,1,False,37,9,13,0,0,2.0,0,0,0,0,1,0,0,3,1,678,0,2700000.0
232,327757,2019,24,Serie A,AC Milan,5,0,False,21,18,13,0,0,1.22,4,0,0,3,1,0,0,4,7,1189,297,21500000.0
233,327757,2019,24,Serie A,AC Milan,5,0,False,21,18,13,0,0,1.22,4,0,0,3,1,0,0,4,7,1189,297,21500000.0
239,539134,2019,17,Serie A,AC Milan,5,3,False,16,2,13,0,0,2.0,0,0,0,0,0,0,0,2,0,25,0,300000.0
240,3455,2020,38,Serie A,AC Milan,5,0,False,19,19,14,0,0,2.21,15,0,2,3,2,0,1,1,5,1497,100,4000000.0
241,48859,2020,31,Serie A,AC Milan,5,1,False,31,28,14,0,0,2.0,0,0,2,0,3,0,0,0,6,2397,0,10000000.0
242,55282,2020,34,Serie A,AC Milan,5,2,False,38,1,14,0,3,1.0,0,0,0,0,0,0,0,0,0,90,0,600000.0
243,111227,2020,26,Serie A,AC Milan,5,1,False,15,3,14,0,0,2.0,0,0,0,0,0,0,0,3,0,25,0,4500000.0
248,259953,2020,26,Serie A,AC Milan,5,3,False,35,25,14,0,0,2.6,1,0,2,0,3,0,0,20,3,705,705,6000000.0
250,294808,2020,23,Serie A,AC Milan,5,3,False,37,37,14,0,0,2.05,13,0,6,11,8,0,0,1,4,3230,248,55000000.0
251,303254,2020,22,Serie A,AC Milan,5,1,True,20,17,14,0,0,2.06,1,0,0,0,0,0,0,1,0,1465,1465,28000000.0
252,303254,2020,22,Serie A,AC Milan,5,1,True,20,17,14,0,0,2.06,1,0,0,0,0,0,0,1,0,1465,1465,28000000.0
253,314678,2020,20,Serie A,AC Milan,5,3,True,34,27,14,0,0,2.07,4,0,4,0,2,0,0,12,15,1228,307,15000000.0
257,351816,2020,22,Serie A,AC Milan,5,3,False,21,21,14,0,0,2.24,0,0,3,0,4,0,0,4,13,1331,0,38000000.0
258,357147,2020,21,Serie A,AC Milan,5,1,True,35,21,14,0,0,2.1,1,0,1,0,4,0,0,11,1,1078,1078,10000000.0
259,357147,2020,21,Serie A,AC Milan,5,1,True,35,21,14,0,0,2.1,1,0,1,0,4,0,0,11,1,1078,1078,10000000.0
260,357164,2020,21,Serie A,AC Milan,5,0,False,31,30,14,0,0,1.9,6,0,6,0,5,0,0,8,15,1930,322,25000000.0
263,422355,2020,20,Serie A,AC Milan,5,0,False,35,18,14,0,0,1.94,2,0,0,0,0,0,0,15,3,519,260,9500000.0
266,582302,2020,18,Serie A,AC Milan,5,3,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
267,585949,2020,20,Serie A,AC Milan,5,1,True,36,13,14,0,0,1.69,1,0,0,0,1,0,0,6,4,725,725,7000000.0
268,592924,2020,18,Serie A,AC Milan,5,2,False,2,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
269,621123,2020,18,Serie A,AC Milan,5,1,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
272,22141,2021,37,Serie A,AC Milan,5,2,True,29,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
275,82442,2021,34,Serie A,AC Milan,5,0,True,30,29,18,0,0,2.34,11,0,4,2,4,0,0,7,16,1901,173,3500000.0
276,111227,2021,27,Serie A,AC Milan,5,1,False,14,1,18,0,0,3.0,0,0,0,0,0,0,0,1,0,12,0,2500000.0
277,111227,2021,27,Serie A,AC Milan,5,1,False,14,1,18,0,0,3.0,0,0,0,0,0,0,0,1,0,12,0,2500000.0
282,195171,2021,26,Serie A,AC Milan,5,0,False,22,5,18,0,0,2.0,0,0,2,0,1,0,0,4,1,122,0,4000000.0
283,197747,2021,26,Serie A,AC Milan,5,1,False,29,19,18,0,0,2.16,1,0,0,0,4,0,1,3,1,1407,1407,17000000.0
284,259953,2021,27,Serie A,AC Milan,5,3,False,33,28,18,0,0,2.39,0,0,1,0,2,0,0,13,10,1412,0,9000000.0
285,262523,2021,24,Serie A,AC Milan,5,1,False,27,26,18,0,0,2.42,2,0,3,0,2,0,0,2,7,2124,1062,25000000.0
286,294808,2021,24,Serie A,AC Milan,5,3,False,31,31,18,0,0,2.26,6,0,0,2,2,0,0,6,7,2309,385,45000000.0
288,303254,2021,23,Serie A,AC Milan,5,1,False,32,31,18,0,0,2.45,0,0,0,0,4,0,0,1,2,2719,0,50000000.0
289,314678,2021,21,Serie A,AC Milan,5,3,False,35,31,18,0,0,2.1,3,0,3,0,4,0,0,6,23,1871,624,18000000.0
290,323167,2021,21,Serie A,AC Milan,5,1,False,36,8,18,0,0,2.0,0,0,0,0,3,0,0,2,3,537,0,6000000.0
291,339808,2021,23,Serie A,AC Milan,5,1,False,32,32,18,0,0,2.28,5,0,6,1,5,1,1,2,2,2713,543,55000000.0
292,351816,2021,23,Serie A,AC Milan,5,3,False,31,31,18,0,0,2.32,2,0,1,0,7,0,0,16,11,1518,759,33000000.0
293,357164,2021,22,Serie A,AC Milan,5,0,False,35,34,18,0,0,2.32,11,0,10,0,4,0,0,3,18,2620,238,70000000.0
294,357991,2021,21,Serie A,AC Milan,5,2,False,2,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
295,364133,2021,20,Serie A,AC Milan,5,0,True,12,6,18,0,0,2.5,0,0,0,0,0,0,0,5,1,127,0,4500000.0
296,364133,2021,20,Serie A,AC Milan,5,0,True,12,6,18,0,0,2.5,0,0,0,0,0,0,0,5,1,127,0,4500000.0
297,381950,2021,22,Serie A,AC Milan,5,0,False,38,36,18,0,0,2.28,1,0,3,0,2,0,0,14,16,1864,1864,17000000.0
298,392538,2021,21,Serie A,AC Milan,5,3,True,1,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16000000.0
305,592924,2021,19,Serie A,AC Milan,5,2,False,8,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
307,698548,2021,17,Serie A,AC Milan,5,0,False,4,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3000000.0
310,118278,2021,30,Ligue 1,Stade Reims,1421,3,False,3,3,11,0,0,1.0,0,0,0,0,0,0,0,1,0,219,0,3500000.0
311,118278,2021,30,Ligue 1,Stade Reims,1421,3,False,3,3,11,0,0,1.0,0,0,0,0,0,0,0,1,0,219,0,3500000.0
312,145115,2021,28,Ligue 1,Stade Reims,1421,3,False,21,13,11,0,0,0.92,0,0,1,0,0,1,0,8,4,452,0,2500000.0
314,199704,2021,33,Ligue 1,Stade Reims,1421,1,False,34,34,11,0,0,1.12,2,0,0,0,5,0,1,0,0,2984,1492,1200000.0
317,243606,2021,24,Ligue 1,Stade Reims,1421,0,False,19,13,11,0,0,1.08,0,0,0,0,0,0,1,10,2,363,0,1000000.0
319,292808,2021,23,Ligue 1,Stade Reims,1421,1,False,37,37,11,0,0,1.22,4,0,0,0,2,0,0,0,0,3330,833,10000000.0
321,315283,2021,23,Ligue 1,Stade Reims,1421,0,False,2,2,11,0,0,1.0,0,0,0,0,0,0,0,1,1,80,0,2300000.0
322,316137,2021,26,Ligue 1,Stade Reims,1421,0,False,7,4,11,0,0,1.25,0,0,0,0,0,0,0,4,0,82,0,1200000.0
323,388160,2021,21,Ligue 1,Stade Reims,1421,0,False,13,8,11,0,0,0.88,0,0,0,0,1,0,0,4,4,350,0,1000000.0
327,399383,2021,24,Ligue 1,Stade Reims,1421,0,False,7,4,11,0,0,1.0,0,0,0,0,2,0,0,1,3,193,0,4000000.0
330,448632,2021,21,Ligue 1,Stade Reims,1421,2,False,31,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
331,468066,2021,21,Ligue 1,Stade Reims,1421,3,False,8,8,11,0,0,0.63,2,0,0,1,0,0,0,4,4,363,182,5000000.0
332,502511,2021,20,Ligue 1,Stade Reims,1421,1,False,2,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
334,543051,2021,21,Ligue 1,Stade Reims,1421,0,False,2,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
336,570817,2021,21,Ligue 1,Stade Reims,1421,1,False,19,18,11,0,0,1.28,1,0,0,0,3,0,0,5,3,1294,1294,3500000.0
339,649033,2021,19,Ligue 1,Stade Reims,1421,3,False,33,26,11,0,0,1.23,0,0,0,0,4,0,0,7,11,1644,0,2500000.0
342,709726,2021,19,Ligue 1,Stade Reims,1421,0,False,24,24,11,0,0,1.21,10,0,4,1,1,0,1,9,10,1275,128,28000000.0
343,739769,2021,22,Ligue 1,Stade Reims,1421,3,False,38,31,11,0,0,1.32,1,0,4,0,1,0,0,10,18,1778,1778,4500000.0
345,798927,2021,19,Ligue 1,Stade Reims,1421,0,False,15,10,11,0,0,1.2,1,0,0,0,1,0,0,7,3,371,371,1200000.0
346,805908,2021,19,Ligue 1,Stade Reims,1421,1,False,36,24,11,0,0,1.29,1,0,1,0,4,0,0,13,8,1002,1002,2000000.0
348,919173,2021,17,Ligue 1,Stade Reims,1421,1,False,2,1,11,0,0,1.0,0,0,0,0,0,0,0,1,0,3,0,200000.0
349,926235,2021,16,Ligue 1,Stade Reims,1421,3,False,2,1,11,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,150000.0
350,6442,2018,35,Serie A,Torino FC,416,2,False,36,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
352,32113,2018,26,Serie A,Torino FC,416,1,False,37,37,15,0,0,1.7,4,0,1,0,6,0,0,0,3,3274,819,20000000.0
356,63186,2018,27,Serie A,Torino FC,416,3,False,19,11,15,0,0,1.45,0,0,2,0,1,0,0,5,5,468,0,7000000.0
357,75942,2018,30,Serie A,Torino FC,416,3,False,35,34,15,0,0,1.62,3,0,0,0,15,0,0,2,7,2804,935,8000000.0
358,96828,2018,27,Serie A,Torino FC,416,0,True,35,29,15,0,0,1.55,4,0,3,0,8,0,1,18,4,1425,356,10000000.0
359,134883,2018,26,Serie A,Torino FC,416,3,False,35,34,15,0,0,1.65,4,0,1,0,5,0,0,7,17,2389,597,10000000.0
360,167727,2018,24,Serie A,Torino FC,416,0,False,37,37,15,0,0,1.68,15,0,1,5,5,0,0,0,2,3300,220,35000000.0
361,183031,2018,25,Serie A,Torino FC,416,1,True,29,17,15,0,0,1.35,0,0,0,0,2,0,0,1,2,1389,0,5000000.0
