,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
2208,190685,2021,29,Bundesliga,Bayern Munich,27,1,False,16,5,12,0,0,2.2,0,0,0,0,0,0,0,5,0,59,0,2500000.0
2209,192565,2021,25,Bundesliga,Bayern Munich,27,0,False,32,32,12,0,0,2.38,7,0,7,0,3,0,0,10,14,1979,283,60000000.0
2213,336869,2021,24,Bundesliga,Bayern Munich,27,3,False,24,9,12,0,0,2.44,0,0,0,0,0,0,0,5,4,378,0,7000000.0
2215,344695,2021,22,Bundesliga,Bayern Munich,27,1,True,32,28,12,0,0,2.39,1,0,6,0,4,0,0,3,2,2209,2209,40000000.0
2216,353366,2021,25,Bundesliga,Bayern Munich,27,1,False,28,25,12,0,0,2.28,0,0,1,0,2,0,1,1,5,2081,0,30000000.0
2217,424204,2021,20,Bundesliga,Bayern Munich,27,1,False,22,22,12,0,0,2.32,0,0,4,0,3,0,0,2,6,1743,0,70000000.0
2222,538996,2021,19,Bundesliga,Bayern Munich,27,1,False,31,17,12,0,0,2.53,1,0,1,0,4,0,0,11,3,572,572,9000000.0
2224,580193,2021,18,Bundesliga,Bayern Munich,27,1,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1300000.0
2225,580195,2021,18,Bundesliga,Bayern Munich,27,3,False,32,30,12,0,0,2.33,5,0,5,0,2,0,0,18,7,1453,291,65000000.0
2226,604323,2021,18,Bundesliga,Bayern Munich,27,0,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200000.0
2228,636898,2021,17,Bundesliga,Bayern Munich,27,0,False,2,1,12,0,0,0.0,0,0,0,0,0,0,0,1,0,15,0,1000000.0
2230,900909,2021,15,Bundesliga,Bayern Munich,27,3,False,9,4,12,0,0,2.25,0,0,0,0,0,0,0,4,0,35,0,2000000.0
2234,69633,2017,25,Premier League,Tottenham Hotspur,148,3,False,37,37,15,0,0,2.05,10,0,11,0,0,0,0,0,8,3226,323,80000000.0
2235,77100,2017,24,Premier League,Tottenham Hotspur,148,0,False,12,6,15,0,0,1.67,0,0,1,0,0,0,0,4,2,208,0,28000000.0
2236,91845,2017,24,Premier League,Tottenham Hotspur,148,0,False,38,37,15,0,0,2.0,12,0,6,0,0,0,0,10,20,2311,193,50000000.0
2238,111630,2017,25,Premier League,Tottenham Hotspur,148,0,False,25,25,15,0,0,2.12,2,0,4,0,4,0,0,18,7,832,416,20000000.0
2239,127032,2017,24,Premier League,Tottenham Hotspur,148,1,True,30,17,15,0,0,2.18,2,0,2,0,1,1,0,1,1,1428,714,20000000.0
2242,192765,2017,24,Premier League,Tottenham Hotspur,148,1,False,36,29,15,0,0,2.0,2,0,6,0,3,0,0,3,2,2323,1162,25000000.0
2244,249126,2017,21,Premier League,Tottenham Hotspur,148,3,False,21,16,15,0,0,2.06,0,0,1,0,0,0,0,7,4,770,0,15000000.0
2245,341049,2017,19,Premier League,Tottenham Hotspur,148,1,False,1,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
2246,341051,2017,20,Premier League,Tottenham Hotspur,148,1,False,14,3,15,0,0,3.0,0,0,2,0,0,0,0,1,0,188,0,3000000.0
2247,341429,2017,21,Premier League,Tottenham Hotspur,148,1,False,32,31,15,0,0,2.16,0,1,0,0,1,0,1,2,2,2534,0,40000000.0
2251,50174,2018,27,Premier League,Tottenham Hotspur,148,1,False,31,26,12,0,0,1.77,0,0,4,0,5,0,0,6,6,1798,0,25000000.0
2252,69633,2018,26,Premier League,Tottenham Hotspur,148,3,False,36,35,12,0,0,1.77,8,0,12,0,3,0,0,5,3,2772,347,100000000.0
2255,95810,2018,27,Premier League,Tottenham Hotspur,148,1,False,31,27,12,0,0,2.04,1,1,3,0,2,0,0,1,3,2278,2278,35000000.0
2256,111630,2018,26,Premier League,Tottenham Hotspur,148,0,False,23,19,12,0,0,2.0,4,0,2,0,2,0,0,10,7,971,243,18000000.0
2261,207929,2018,22,Premier League,Tottenham Hotspur,148,3,False,25,25,12,0,0,1.72,5,0,3,0,4,0,0,3,12,1832,366,90000000.0
2266,480763,2018,20,Premier League,Tottenham Hotspur,148,1,False,23,12,12,0,0,1.75,1,0,0,0,3,0,1,2,1,888,888,15000000.0
2268,46001,2019,29,Premier League,Tottenham Hotspur,148,3,False,29,29,6,0,0,1.62,2,0,1,0,8,0,0,1,5,2456,1228,20000000.0
2269,50174,2019,28,Premier League,Tottenham Hotspur,148,1,False,15,12,6,0,0,1.25,0,0,0,0,5,0,0,2,3,894,0,16000000.0
2272,91845,2019,26,Premier League,Tottenham Hotspur,148,0,False,30,30,6,0,0,1.67,11,0,11,0,0,0,2,2,10,2486,226,64000000.0
2273,111630,2019,27,Premier League,Tottenham Hotspur,148,0,False,27,25,6,0,0,1.52,2,0,2,0,3,0,0,13,8,1210,605,16000000.0
2274,127032,2019,26,Premier League,Tottenham Hotspur,148,1,False,35,33,6,0,0,1.64,1,1,5,0,2,1,0,2,7,2706,2706,16000000.0
2275,132098,2019,25,Premier League,Tottenham Hotspur,148,0,False,29,29,6,0,0,1.62,18,0,2,2,4,0,0,0,3,2590,144,120000000.0
2276,175722,2019,25,Premier League,Tottenham Hotspur,148,1,False,32,19,6,0,0,1.95,0,0,2,0,5,0,0,4,2,1341,0,20000000.0
2281,341051,2019,22,Premier League,Tottenham Hotspur,148,1,False,5,3,6,0,0,1.33,0,0,0,0,0,0,0,0,1,242,0,8000000.0
2282,341429,2019,23,Premier League,Tottenham Hotspur,148,1,False,35,29,6,0,0,1.55,0,0,0,0,6,0,0,2,1,2429,0,48000000.0
2283,346478,2019,20,Premier League,Tottenham Hotspur,148,1,False,15,6,6,0,0,0.83,0,0,0,0,1,0,0,0,1,526,0,7200000.0
2285,392775,2019,19,Premier League,Tottenham Hotspur,148,3,True,19,6,6,0,0,1.83,0,0,0,0,0,0,0,2,1,341,0,31500000.0
2286,406638,2019,18,Premier League,Tottenham Hotspur,148,3,False,24,7,6,0,0,2.14,0,0,0,0,0,0,0,6,1,71,0,7200000.0
2287,428016,2019,20,Premier League,Tottenham Hotspur,148,2,False,4,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2288,450936,2019,22,Premier League,Tottenham Hotspur,148,3,True,27,21,6,0,0,1.05,2,0,2,0,3,0,0,9,10,1007,504,52000000.0
2292,39381,2020,30,Premier League,Tottenham Hotspur,148,0,False,30,20,12,0,0,1.45,11,0,2,0,1,0,0,10,10,920,84,18000000.0
2295,91845,2020,27,Premier League,Tottenham Hotspur,148,0,False,37,37,12,0,0,1.59,17,0,10,1,0,0,0,1,13,3125,184,85000000.0
2297,127032,2020,27,Premier League,Tottenham Hotspur,148,1,False,25,19,12,0,0,1.53,2,0,3,0,0,0,0,0,4,1608,804,20000000.0
2299,167799,2020,24,Premier League,Tottenham Hotspur,148,3,True,38,38,12,0,0,1.63,2,0,4,0,9,0,0,0,0,3420,1710,35000000.0
2303,207929,2020,24,Premier League,Tottenham Hotspur,148,3,False,23,15,12,0,0,1.33,0,0,1,0,0,0,0,8,6,617,0,30000000.0
2305,282429,2020,23,Premier League,Tottenham Hotspur,148,1,False,31,27,12,0,0,1.7,0,1,4,0,5,0,0,1,6,2249,0,25000000.0
2308,341429,2020,24,Premier League,Tottenham Hotspur,148,1,False,28,18,12,0,0,1.78,0,1,0,0,1,0,0,1,1,1485,0,32000000.0
2309,346478,2020,21,Premier League,Tottenham Hotspur,148,1,False,14,6,12,0,0,1.17,0,0,0,0,2,0,0,0,2,488,0,8000000.0
2312,581683,2020,17,Premier League,Tottenham Hotspur,148,3,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2313,670883,2020,16,Premier League,Tottenham Hotspur,148,0,False,4,1,12,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,250000.0
2315,17965,2021,34,Premier League,Tottenham Hotspur,148,2,False,38,38,16,16,40,1.87,0,0,0,0,2,0,0,0,0,3420,0,7000000.0
2316,46001,2021,31,Premier League,Tottenham Hotspur,148,3,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4500000.0
2319,132098,2021,27,Premier League,Tottenham Hotspur,148,0,False,37,37,16,0,0,1.84,17,0,9,4,5,0,0,1,1,3232,190,90000000.0
2320,167799,2021,25,Premier League,Tottenham Hotspur,148,3,False,37,36,16,0,0,1.94,2,0,2,0,3,0,0,0,3,3199,1600,40000000.0
2322,175722,2021,27,Premier League,Tottenham Hotspur,148,1,False,35,35,16,0,0,1.94,0,1,0,0,1,0,0,0,1,3072,0,28000000.0
2324,207929,2021,25,Premier League,Tottenham Hotspur,148,3,False,19,10,16,0,0,1.4,1,0,0,1,1,0,0,2,3,657,657,16000000.0
2327,282429,2021,24,Premier League,Tottenham Hotspur,148,1,False,31,25,16,0,0,1.92,2,0,3,0,4,0,0,3,9,1921,961,25000000.0
2329,297212,2021,23,Premier League,Tottenham Hotspur,148,1,False,32,3,16,0,0,2.0,0,0,0,0,0,0,0,3,0,86,0,8000000.0
2332,348795,2021,25,Premier League,Tottenham Hotspur,148,3,False,13,9,16,0,0,1.78,0,0,0,0,0,0,0,7,2,233,0,22000000.0
2333,354362,2021,24,Premier League,Tottenham Hotspur,148,3,False,17,17,16,0,0,1.88,0,0,4,0,5,0,0,1,6,1365,0,28000000.0
2334,355915,2021,23,Premier League,Tottenham Hotspur,148,1,True,24,22,16,0,0,1.64,1,0,0,0,8,0,0,1,2,1845,1845,48000000.0
2335,392772,2021,20,Premier League,Tottenham Hotspur,148,1,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
2336,392775,2021,21,Premier League,Tottenham Hotspur,148,3,True,22,15,16,0,0,2.0,0,0,2,0,2,0,0,2,9,1053,0,18000000.0
2337,406638,2021,20,Premier League,Tottenham Hotspur,148,3,False,19,18,16,0,0,1.78,0,0,0,0,6,0,0,4,2,1348,0,18000000.0
2339,431755,2021,21,Premier League,Tottenham Hotspur,148,0,False,18,18,16,0,0,1.94,5,0,8,0,3,0,0,4,10,1267,253,40000000.0
2340,431755,2021,21,Premier League,Tottenham Hotspur,148,0,False,18,18,16,0,0,1.94,5,0,8,0,3,0,0,4,10,1267,253,40000000.0
2342,476344,2021,22,Premier League,Tottenham Hotspur,148,1,False,34,31,16,0,0,1.81,1,0,1,0,5,0,0,5,9,2288,2288,25000000.0
2343,476344,2021,22,Premier League,Tottenham Hotspur,148,1,False,34,31,16,0,0,1.81,1,0,1,0,5,0,0,5,9,2288,2288,25000000.0
2346,530807,2021,19,Premier League,Tottenham Hotspur,148,0,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,400000.0
2347,537382,2021,20,Premier League,Tottenham Hotspur,148,0,False,16,9,16,0,0,1.44,0,0,0,0,0,0,0,9,0,86,0,18000000.0
2348,581598,2021,19,Premier League,Tottenham Hotspur,148,3,False,19,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,600000.0
2350,670883,2021,17,Premier League,Tottenham Hotspur,148,0,False,24,1,16,0,0,3.0,0,0,0,0,0,0,0,1,0,3,0,250000.0
2351,728734,2021,16,Premier League,Tottenham Hotspur,148,3,False,3,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,900000.0
2352,18900,2018,31,Ligue 1,Stade Rennais FC,273,3,True,28,26,9,0,0,1.27,7,0,2,2,1,0,0,3,7,2036,291,6000000.0
2353,57370,2018,30,Ligue 1,Stade Rennais FC,273,1,False,34,33,9,0,0,1.45,2,0,1,0,4,0,0,1,1,2875,1438,5000000.0
2358,157501,2018,23,Ligue 1,Stade Rennais FC,273,0,True,31,29,9,0,0,1.38,11,0,5,2,5,0,0,10,11,1801,164,12000000.0
2359,266359,2018,24,Ligue 1,Stade Rennais FC,273,3,False,36,34,9,0,0,1.41,6,0,5,2,5,0,0,6,15,2434,406,12000000.0
2362,296356,2018,21,Ligue 1,Stade Rennais FC,273,1,False,10,7,9,0,0,1.14,0,0,0,0,0,0,0,0,1,606,0,3000000.0
2365,357072,2018,19,Ligue 1,Stade Rennais FC,273,1,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8000000.0
2366,357072,2018,19,Ligue 1,Stade Rennais FC,273,1,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8000000.0
2367,378953,2018,21,Ligue 1,Stade Rennais FC,273,1,False,15,8,9,0,0,0.88,0,0,0,0,0,1,0,2,0,538,0,800000.0
2369,538977,2018,16,Ligue 1,Stade Rennais FC,273,0,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
2374,34987,2021,35,Ligue 1,LOSC Lille,1082,0,False,32,31,10,0,0,1.58,4,0,3,2,9,0,1,6,12,2218,555,1500000.0
2375,60583,2021,32,Ligue 1,LOSC Lille,1082,1,False,29,2,10,0,0,1.5,0,0,0,0,0,0,0,2,0,11,0,800000.0
2376,84301,2021,30,Ligue 1,LOSC Lille,1082,3,False,33,33,10,0,0,1.36,2,0,1,0,10,1,0,0,11,2764,1382,12000000.0
2377,226073,2021,25,Ligue 1,LOSC Lille,1082,2,False,32,21,10,2,28,1.48,0,0,0,0,3,0,0,0,0,1890,0,3500000.0
2378,240692,2021,27,Ligue 1,LOSC Lille,1082,1,False,18,18,10,0,0,1.5,1,0,0,0,7,0,0,0,5,1530,1530,22000000.0
2379,240692,2021,27,Ligue 1,LOSC Lille,1082,1,False,18,18,10,0,0,1.5,1,0,0,0,7,0,0,0,5,1530,1530,22000000.0
2381,258027,2021,23,Ligue 1,LOSC Lille,1082,3,False,25,25,10,0,0,1.4,2,0,5,0,6,1,0,5,8,1655,828,28000000.0
2382,258267,2021,24,Ligue 1,LOSC Lille,1082,2,False,21,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
2386,324690,2021,23,Ligue 1,LOSC Lille,1082,0,False,18,18,10,0,0,1.39,1,0,0,0,1,0,0,5,12,1074,1074,18000000.0
2387,357796,2021,21,Ligue 1,LOSC Lille,1082,1,False,31,15,10,0,0,1.4,0,0,0,0,2,0,0,13,0,404,0,3500000.0
2388,361093,2021,21,Ligue 1,LOSC Lille,1082,1,False,26,25,10,0,0,1.6,3,0,1,0,4,0,0,0,0,2250,750,30000000.0
2392,392770,2021,20,Ligue 1,LOSC Lille,1082,3,True,37,24,10,0,0,1.63,1,0,1,0,3,0,0,12,12,953,953,7000000.0
2396,503740,2021,24,Ligue 1,LOSC Lille,1082,1,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,900000.0
2398,538972,2021,19,Ligue 1,LOSC Lille,1082,3,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2399,557610,2021,19,Ligue 1,LOSC Lille,1082,0,False,33,13,10,0,0,1.08,1,0,4,0,1,0,0,11,2,227,227,3500000.0
2402,656441,2021,21,Ligue 1,LOSC Lille,1082,3,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
2403,656441,2021,21,Ligue 1,LOSC Lille,1082,3,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
2404,666545,2021,19,Ligue 1,LOSC Lille,1082,0,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,175000.0
2405,707230,2021,17,Ligue 1,LOSC Lille,1082,3,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
2408,743987,2021,18,Ligue 1,LOSC Lille,1082,0,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
2409,798894,2021,23,Ligue 1,LOSC Lille,1082,1,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
2412,973085,2021,17,Ligue 1,LOSC Lille,1082,3,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
2413,18934,2017,30,Ligue 1,Angers SCO,1420,3,False,35,35,1,0,0,1.14,2,0,6,1,7,0,0,1,3,3027,1514,3500000.0
2417,83132,2017,27,Ligue 1,Angers SCO,1420,1,False,34,33,1,0,0,1.21,0,0,0,0,0,0,0,0,0,2970,0,2000000.0
2418,93730,2017,26,Ligue 1,Angers SCO,1420,2,False,17,13,1,1,17,1.0,0,0,0,0,0,0,0,0,0,1170,0,1000000.0
2422,250013,2017,20,Ligue 1,Angers SCO,1420,3,False,29,29,1,0,0,1.03,3,0,5,0,4,0,0,13,13,1527,509,3500000.0
2424,290559,2017,20,Ligue 1,Angers SCO,1420,2,False,7,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
2425,291110,2017,22,Ligue 1,Angers SCO,1420,0,False,17,15,1,0,0,1.0,1,0,1,0,6,0,1,3,7,1027,1027,4000000.0
2426,291110,2017,22,Ligue 1,Angers SCO,1420,0,False,17,15,1,0,0,1.0,1,0,1,0,6,0,1,3,7,1027,1027,4000000.0
2428,326300,2017,19,Ligue 1,Angers SCO,1420,3,True,10,10,1,0,0,1.2,0,0,0,0,0,0,0,3,7,443,0,3000000.0
2431,18934,2018,31,Ligue 1,Angers SCO,1420,3,False,33,29,0,0,0,1.31,3,0,0,3,2,0,1,11,10,1598,533,2000000.0
2432,57216,2018,31,Ligue 1,Angers SCO,1420,1,False,32,30,0,0,0,1.1,3,0,2,0,2,0,1,1,0,2636,879,1500000.0
2433,57467,2018,30,Ligue 1,Angers SCO,1420,1,False,36,28,0,0,0,1.25,2,1,1,0,4,0,0,1,2,2394,1197,3000000.0
2438,202278,2018,25,Ligue 1,Angers SCO,1420,3,False,36,36,0,0,0,1.17,5,0,9,0,2,0,0,2,11,3001,600,8000000.0
2439,214532,2018,31,Ligue 1,Angers SCO,1420,3,False,30,26,0,0,0,1.08,3,0,3,0,2,0,0,5,7,1844,615,2000000.0
2440,250013,2018,21,Ligue 1,Angers SCO,1420,3,False,33,31,0,0,0,1.1,4,0,2,0,1,0,0,13,14,1632,408,5000000.0
2441,285323,2018,23,Ligue 1,Angers SCO,1420,3,False,38,38,0,0,0,1.21,1,0,0,0,2,0,0,1,4,3247,3247,6000000.0
2444,425400,2018,20,Ligue 1,Angers SCO,1420,0,False,26,18,0,0,0,1.39,0,0,1,0,1,0,0,18,0,304,0,800000.0
2445,578391,2018,17,Ligue 1,Angers SCO,1420,1,False,19,3,0,0,0,0.33,0,0,0,0,1,0,0,3,0,53,0,500000.0
2446,18934,2019,32,Ligue 1,Angers SCO,1420,3,False,26,24,1,0,0,1.25,2,0,2,0,0,0,0,3,6,1874,937,1600000.0
2448,57467,2019,31,Ligue 1,Angers SCO,1420,1,False,28,27,1,0,0,1.44,1,0,1,0,4,0,0,0,2,2342,2342,2400000.0
2449,62351,2019,29,Ligue 1,Angers SCO,1420,1,False,15,8,1,0,0,2.25,0,0,0,0,2,0,0,1,0,643,0,2000000.0
2452,170953,2019,27,Ligue 1,Angers SCO,1420,0,False,21,20,1,0,0,1.55,4,0,0,1,3,0,0,10,9,907,227,4500000.0
2455,214532,2019,32,Ligue 1,Angers SCO,1420,3,False,24,24,1,0,0,1.33,1,0,2,0,7,0,0,4,5,1747,1747,1600000.0
2456,250013,2019,22,Ligue 1,Angers SCO,1420,3,False,22,20,1,0,0,1.35,1,0,1,0,1,1,0,1,6,1584,1584,4000000.0
2457,285323,2019,24,Ligue 1,Angers SCO,1420,3,False,28,28,1,0,0,1.39,1,1,1,0,1,0,0,0,1,2506,2506,7000000.0
2462,344575,2019,23,Ligue 1,Angers SCO,1420,3,False,22,11,1,0,0,1.73,2,0,1,0,0,0,0,3,7,653,327,2800000.0
2463,392810,2019,26,Ligue 1,Angers SCO,1420,0,True,17,16,1,0,0,1.31,3,0,1,0,2,0,1,10,3,677,226,2400000.0
2467,578391,2019,18,Ligue 1,Angers SCO,1420,1,False,17,17,1,0,0,1.53,0,0,3,0,3,0,0,1,6,1286,0,15500000.0
2468,650104,2019,19,Ligue 1,Angers SCO,1420,3,False,7,1,1,0,0,3.0,0,0,0,0,0,0,0,0,1,60,0,150000.0
2470,57216,2020,33,Ligue 1,Angers SCO,1420,1,False,35,34,9,0,0,1.18,3,0,3,0,3,0,0,0,1,2994,998,1000000.0
2471,57467,2020,32,Ligue 1,Angers SCO,1420,1,False,35,34,9,0,0,1.12,4,0,0,0,3,1,0,0,1,3026,757,1800000.0
2475,188930,2020,27,Ligue 1,Angers SCO,1420,2,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,700000.0
2479,214532,2020,33,Ligue 1,Angers SCO,1420,3,False,36,35,9,0,0,1.09,3,0,3,0,2,0,0,11,12,2052,684,800000.0
2482,285323,2020,25,Ligue 1,Angers SCO,1420,3,False,3,3,9,0,0,2.0,0,0,0,0,1,0,0,0,0,270,0,15000000.0
2483,285323,2020,25,Ligue 1,Angers SCO,1420,3,False,3,3,9,0,0,2.0,0,0,0,0,1,0,0,0,0,270,0,15000000.0
2484,290593,2020,25,Ligue 1,Angers SCO,1420,0,False,29,27,9,0,0,1.0,1,0,1,0,0,0,0,15,11,1251,1251,3500000.0
2489,386552,2020,24,Ligue 1,Angers SCO,1420,3,False,30,29,9,0,0,1.14,1,0,1,0,4,0,1,11,6,1683,1683,2000000.0
2490,392810,2020,27,Ligue 1,Angers SCO,1420,0,False,1,1,9,0,0,3.0,0,0,0,0,0,0,0,1,0,22,0,1300000.0
2491,424072,2020,23,Ligue 1,Angers SCO,1420,3,False,29,28,9,0,0,1.18,4,0,1,0,5,0,0,12,15,1470,368,3500000.0
2492,425400,2020,22,Ligue 1,Angers SCO,1420,0,False,24,17,9,0,0,1.47,1,0,0,0,1,0,0,13,4,403,403,1600000.0
2493,578391,2020,19,Ligue 1,Angers SCO,1420,1,False,3,3,9,0,0,1.0,0,0,1,0,0,0,0,1,2,187,0,18000000.0
2494,578391,2020,19,Ligue 1,Angers SCO,1420,1,False,3,3,9,0,0,1.0,0,0,1,0,0,0,0,1,2,187,0,18000000.0
2495,650104,2020,20,Ligue 1,Angers SCO,1420,3,False,15,3,9,0,0,0.0,0,0,0,0,1,0,0,3,0,35,0,250000.0
2496,670847,2020,16,Ligue 1,Angers SCO,1420,0,False,31,21,9,0,0,0.67,0,0,0,0,1,0,0,20,1,329,0,4000000.0
2497,680447,2020,18,Ligue 1,Angers SCO,1420,3,False,15,2,9,0,0,0.0,0,0,0,0,0,0,0,2,0,36,0,300000.0
2500,18934,2021,34,Ligue 1,Angers SCO,1420,3,False,37,33,8,0,0,1.12,7,0,2,6,6,0,0,8,9,2194,313,600000.0
2504,83132,2021,31,Ligue 1,Angers SCO,1420,1,False,37,28,8,0,0,1.18,0,0,0,0,0,1,0,3,0,2359,0,800000.0
2505,170953,2021,29,Ligue 1,Angers SCO,1420,0,False,31,29,8,0,0,1.17,3,0,1,0,0,0,0,17,12,1094,365,4000000.0
2507,193130,2021,29,Ligue 1,Angers SCO,1420,0,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,650000.0
2510,232271,2021,27,Ligue 1,Angers SCO,1420,0,False,29,29,8,0,0,1.0,8,0,5,3,6,0,0,1,15,2344,293,8000000.0
2512,250013,2021,24,Ligue 1,Angers SCO,1420,3,False,36,36,8,0,0,0.97,5,0,4,0,6,0,0,1,22,2950,590,12000000.0
2513,261963,2021,24,Ligue 1,Angers SCO,1420,0,False,13,10,8,0,0,0.7,0,0,0,0,0,0,0,8,2,223,0,1200000.0
2514,290559,2021,24,Ligue 1,Angers SCO,1420,2,False,26,10,8,2,14,1.2,0,0,0,0,0,0,0,0,0,900,0,1000000.0
2516,296356,2021,24,Ligue 1,Angers SCO,1420,1,False,33,27,8,0,0,1.15,0,0,1,0,10,0,1,0,11,2231,0,3000000.0
2517,318507,2021,24,Ligue 1,Angers SCO,1420,2,False,13,13,8,4,19,1.31,0,0,0,0,0,0,0,0,0,1170,0,7000000.0
2518,342877,2021,22,Ligue 1,Angers SCO,1420,1,False,31,27,8,0,0,1.0,0,0,0,0,1,0,0,6,4,1888,0,2000000.0
2522,424072,2021,24,Ligue 1,Angers SCO,1420,3,False,33,24,8,0,0,1.08,4,0,3,0,0,0,0,13,9,1036,259,2500000.0
2524,460660,2021,21,Ligue 1,Angers SCO,1420,0,False,3,1,8,0,0,0.0,0,0,0,0,1,0,0,1,0,16,0,200000.0
2525,543051,2021,21,Ligue 1,Angers SCO,1420,0,False,10,9,8,0,0,1.11,0,0,2,0,0,0,0,6,2,334,0,5000000.0
2526,593482,2021,21,Ligue 1,Angers SCO,1420,3,True,33,32,8,0,0,0.97,2,0,2,0,2,0,0,16,6,1623,812,3000000.0
2529,707225,2021,19,Ligue 1,Angers SCO,1420,0,False,11,3,8,0,0,2.0,0,0,0,0,0,0,0,3,0,2,0,300000.0
2531,807687,2021,23,Ligue 1,Angers SCO,1420,1,False,7,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
2533,807689,2021,21,Ligue 1,Angers SCO,1420,0,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
2534,829873,2021,19,Ligue 1,Angers SCO,1420,3,False,3,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
2535,855160,2021,17,Ligue 1,Angers SCO,1420,0,False,2,1,8,0,0,0.0,0,0,0,0,0,0,0,1,0,2,0,200000.0
2536,19948,2019,37,Premier League,Chelsea FC,631,2,False,38,5,9,1,7,1.6,0,0,0,0,0,0,0,0,0,450,0,600000.0
2537,51471,2019,25,Premier League,Chelsea FC,631,3,False,34,31,9,0,0,1.74,1,0,3,0,8,0,0,8,8,2074,2074,36000000.0
2539,65278,2019,31,Premier League,Chelsea FC,631,0,False,24,11,9,0,0,1.36,1,0,1,0,1,0,0,3,3,661,661,9500000.0
2540,82442,2019,32,Premier League,Chelsea FC,631,0,False,25,18,9,0,0,1.78,8,0,0,0,1,0,0,6,12,999,125,7000000.0
2541,86202,2019,26,Premier League,Chelsea FC,631,1,False,23,20,9,0,0,1.65,2,1,0,0,3,0,0,1,1,1709,855,40000000.0
2544,131978,2019,25,Premier League,Chelsea FC,631,3,False,28,21,9,0,0,2.05,1,0,4,0,0,0,0,8,9,1104,1104,21500000.0
2546,181778,2019,24,Premier League,Chelsea FC,631,1,False,22,15,9,0,0,1.0,0,0,0,0,3,0,0,2,3,1025,0,24000000.0
2548,196948,2019,23,Premier League,Chelsea FC,631,1,False,35,21,9,0,0,1.62,0,0,0,0,5,0,0,0,3,1752,0,24000000.0
2550,225083,2019,28,Premier League,Chelsea FC,631,3,False,22,22,9,0,0,1.27,3,0,0,0,4,0,0,2,3,1733,578,80000000.0
2551,281404,2019,23,Premier League,Chelsea FC,631,0,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9500000.0
2552,281404,2019,23,Premier League,Chelsea FC,631,0,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9500000.0
2556,346483,2019,20,Premier League,Chelsea FC,631,3,False,38,37,9,0,0,1.7,7,0,6,0,3,0,0,5,12,2874,411,40500000.0
2557,392757,2019,18,Premier League,Chelsea FC,631,1,False,3,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2700000.0
2558,392768,2019,18,Premier League,Chelsea FC,631,0,False,25,22,9,0,0,1.77,1,0,5,0,1,0,0,15,3,851,851,31500000.0
2560,472423,2019,19,Premier League,Chelsea FC,631,1,False,29,24,9,0,0,1.88,0,0,2,0,1,0,0,8,3,1510,0,22500000.0
