Unnamed: 0,player_id,Season,Date,Left,Joined,MV,Fee
397,292246,18/19,"Aug31,2018",RBSalzburg,HamburgerSV,€10.00m,loantransfer
398,292246,15/16,"Jan1,2016",FCLiefering,RBSalzburg,€400k,-
399,473169,21/22,"Jun30,2022",Ajax,RBLeipzig,€9.00m,Endofloan
400,473169,21/22,"Jan1,2022",RBLeipzig,Ajax,€7.50m,loantransfer
401,473169,21/22,"Jul1,2021",AjaxU21,RBLeipzig,€7.50m,freetransfer
402,473169,19/20,"Jul1,2019",AjaxU19,AjaxU21,€1.00m,-
403,473169,18/19,"Jul1,2018",AjaxU17,AjaxU19,-,-
404,473169,17/18,"Jul1,2017",AjaxYouth,AjaxU17,-,-
405,48015,18/19,"Jul1,2018",E.Frankfurt,B.Leverkusen,€10.00m,freetransfer
406,48015,15/16,"Aug7,2015",BröndbyIF,E.Frankfurt,€1.25m,€2.50m
407,112541,21/22,"Jul10,2021",ZenitS-Pb,B.Leverkusen,€5.00m,freetransfer
408,112541,16/17,"Jan1,2017",Ufa,ZenitS-Pb,€2.00m,€3.50m
409,112541,15/16,"Jul1,2015",SaturnRamenskoe,Ufa,€50k,freetransfer
410,309397,21/22,"Dec31,2021",Brann,B.Leverkusen,€1.50m,Endofloan
411,309397,21/22,"Aug30,2021",B.Leverkusen,Brann,€1.50m,loantransfer
412,309397,20/21,"Jul1,2020",1.FCK'lautern,B.Leverkusen,€1.50m,€2.00m
413,309397,17/18,"Jul1,2017",K'lauternU19,1.FCK'lautern,€100k,-
414,309397,16/17,"Jul1,2016",Mainz05U17,K'lauternU19,-,freetransfer
415,85543,18/19,"Jun30,2019",SVSandhausen,B.Leverkusen,€250k,Endofloan
416,85543,18/19,"Jul1,2018",B.Leverkusen,SVSandhausen,€250k,loantransfer
417,85543,15/16,"Jun30,2016",Pr.Münster,B.Leverkusen,€350k,Endofloan
418,85543,15/16,"Jul1,2015",B.Leverkusen,Pr.Münster,€250k,loantransfer
419,696022,21/22,"Jul1,2021",LeverkusenU17,LeverkusenU19,-,-
420,696022,19/20,"Jul1,2019",LeverkusenYth.,LeverkusenU17,-,-
421,564545,19/20,"Jan31,2020",Vit.Guimarães,B.Leverkusen,€4.50m,€20.20m
422,564545,19/20,"Jul1,2019",GuimarãesB,Vit.Guimarães,€350k,-
423,564545,17/18,"Jan31,2018",LeixõesU19,GuimarãesB,-,?
424,564545,17/18,"Jul1,2017",Salitas,LeixõesU19,-,?
425,196357,15/16,"Jul16,2015",HamburgerSV,B.Leverkusen,€6.00m,€7.50m
426,644771,21/22,"Jul22,2021",ClubBrugge,B.Leverkusen,€13.00m,€23.00m
427,644771,19/20,"Jul1,2019",Hammarby,ClubBrugge,€2.80m,€3.85m
428,644771,18/19,"Jan12,2019",ASECMimosas,Hammarby,-,?
429,659813,21/22,"Aug16,2021",CATalleres,B.Leverkusen,€8.00m,€6.35m
430,659813,20/21,"Aug20,2020",Independiente,CATalleres,€600k,€1.35m
431,659813,19/20,"Jan1,2020",IndependienteB,Independiente,€100k,-
432,659813,18/19,"Jan1,2019",Independ.U20,IndependienteB,-,-
433,324351,21/22,"Jan25,2022",B.Leverkusen,HellasVerona,€3.50m,freetransfer
434,324351,20/21,"Jun30,2021",Saint-Étienne,B.Leverkusen,€4.50m,Endofloan
435,324351,20/21,"Oct5,2020",B.Leverkusen,Saint-Étienne,€8.00m,loantransfer
436,324351,19/20,"Jun30,2020",SheffUtd,B.Leverkusen,€8.00m,Endofloan
437,324351,19/20,"Jan31,2020",B.Leverkusen,SheffUtd,€9.00m,loantransfer
438,324351,17/18,"Aug31,2017",Olympiacos,B.Leverkusen,€5.00m,€17.50m
439,324351,15/16,"Sep9,2015",OlympiakosU20,Olympiacos,-,-
440,644613,20/21,"Jul1,2020",AachenU17,LeverkusenU19,-,freetransfer
441,644613,19/20,"Jul1,2019",AachenYth.,AachenU17,-,-
442,644613,18/19,"Jul1,2018",StraßJgd.,AachenYth.,-,freetransfer
443,361065,21/22,"Jul12,2021",ParisSG,B.Leverkusen,€10.00m,€7.00m
444,361065,19/20,"Jul7,2019",AjaxU21,ParisSG,€500k,freetransfer
445,361065,18/19,"Jul1,2018",AjaxU19,AjaxU21,€500k,-
446,361065,16/17,"Jul1,2016",AjaxU17,AjaxU19,-,-
447,361065,15/16,"Jul1,2015",AjaxYouth,AjaxU17,-,-
448,228433,21/22,"Aug19,2021",B.Leverkusen,FCPorto,€6.50m,€4.30m
449,215099,19/20,"Jul1,2019",Ajax,B.Leverkusen,€3.00m,€5.00m
450,484547,20/21,"Jan27,2021",Celtic,B.Leverkusen,€4.00m,€11.00m
451,484547,19/20,"Sep2,2019",ManCityU23,Celtic,-,€380k
452,484547,18/19,"Jul1,2018",ManCityU18,ManCityU23,-,-
453,484547,16/17,"Jul1,2016",ManCityYouth,ManCityU18,-,-
454,315131,20/21,"Jan13,2021",ManUtd,B.Leverkusen,€4.00m,€1.70m
455,315131,18/19,"May31,2019",Fulham,ManUtd,€7.00m,Endofloan
456,315131,18/19,"Aug9,2018",ManUtd,Fulham,€7.00m,loantransfer
457,315131,17/18,"May31,2018",CrystalPalace,ManUtd,€7.00m,Endofloan
458,315131,17/18,"Aug10,2017",ManUtd,CrystalPalace,€2.50m,loantransfer
459,315131,15/16,"Jan1,2016",ManUtdU18,ManUtd,-,-
460,119211,21/22,"Jun30,2022",WerderBremen,B.Leverkusen,€1.50m,Endofloan
461,119211,21/22,"Aug31,2021",B.Leverkusen,WerderBremen,€3.00m,loantransfer
462,119211,18/19,"Jul1,2018",HerthaBSC,B.Leverkusen,€12.00m,€12.00m
463,119211,15/16,"Jul1,2015",BayernMunich,HerthaBSC,€2.00m,freetransfer
464,159088,21/22,"Aug16,2021",UnionBerlin,B.Leverkusen,€7.00m,€6.50m
465,159088,19/20,"Jul1,2019",1.FCHeidenheim,UnionBerlin,€600k,€3.15m
466,159088,18/19,"Jul1,2018",WehenWiesbaden,1.FCHeidenheim,€350k,freetransfer
467,159088,16/17,"Jul1,2016",DynamoDresden,WehenWiesbaden,€175k,?
468,34787,16/17,"Jul1,2016",1.FSVMainz05,B.Leverkusen,€6.00m,€4.00m
469,125858,19/20,"Jul1,2019",TSGHoffenheim,B.Leverkusen,€32.00m,€32.00m
470,125858,16/17,"Jul13,2016",HamburgerSV,TSGHoffenheim,€1.30m,€4.70m
471,125858,15/16,"Jun30,2016",F.Düsseldorf,HamburgerSV,€1.30m,Endofloan
472,125858,15/16,"Aug25,2015",HamburgerSV,F.Düsseldorf,€1.30m,loantransfer
473,401578,19/20,"Jan1,2020",RiverPlate,B.Leverkusen,€25.00m,€17.00m
474,401578,16/17,"Jan1,2017",RiverPlateII,RiverPlate,€300k,-
475,401578,15/16,"Jul1,2015",RiverPlateU20,RiverPlateII,-,-
476,232454,21/22,"Jun30,2022",Genoa,B.Leverkusen,€8.00m,Endofloan
477,232454,21/22,"Jan29,2022",B.Leverkusen,Genoa,€11.00m,loantransfer
478,232454,19/20,"Jul30,2019",TSGHoffenheim,B.Leverkusen,€17.00m,€9.00m
479,89701,15/16,"Aug13,2015",Internacional,B.Leverkusen,€9.50m,€13.00m
480,788445,21/22,"Jul1,2021",Nordsjaell.U19,B.Leverkusen,-,€2.50m
481,788445,20/21,"Aug1,2020",FCNYouth,Nordsjaell.U19,-,-
482,788445,17/18,"Jul1,2017",BröndbyYouth,FCNYouth,-,freetransfer
483,598577,20/21,"Jul1,2020",LeverkusenU19,B.Leverkusen,-,-
484,598577,19/20,"Jan31,2020",1.FCKölnU17,LeverkusenU19,-,€200k
485,598577,18/19,"Jul1,2018",1.FCKölnYth.,1.FCKölnU17,-,-
486,532776,21/22,"Aug26,2021",Toulouse,B.Leverkusen,€6.00m,€7.50m
487,532776,19/20,"Jul1,2019",ToulouseB,Toulouse,-,-
488,532776,17/18,"Jul1,2017",ToulouseU19,ToulouseB,-,-
489,428791,18/19,"Jul16,2018",VascodaGama,B.Leverkusen,€25.00m,€18.50m
490,428791,17/18,"Jul1,2017",VascoU20,VascodaGama,-,-
491,395516,19/20,"Jul1,2019",ParisSG,B.Leverkusen,€12.00m,€15.00m
492,395516,18/19,"Jul1,2018",ParisSGB,ParisSG,€500k,-
493,395516,17/18,"Jun30,2018",Crotone,ParisSGB,€500k,Endofloan
494,395516,17/18,"Jan31,2018",ParisSGB,Crotone,-,loantransfer
495,395516,17/18,"Nov20,2017",ParisSGU19,ParisSGB,-,-
496,395516,16/17,"Jul1,2016",ParisSGU17,ParisSGU19,-,-
497,242086,20/21,"Sep8,2020",ASRoma,B.Leverkusen,€25.00m,€26.50m
498,242086,19/20,"Aug24,2020",RBLeipzig,ASRoma,€25.00m,Endofloan
499,242086,19/20,"Sep2,2019",ASRoma,RBLeipzig,€15.00m,Loanfee:€3.50m
500,242086,18/19,"Jul1,2018",Sampdoria,ASRoma,€20.00m,€42.00m
501,242086,17/18,"Jun30,2018",ASRoma,Sampdoria,€20.00m,Endofloan
502,242086,17/18,"Aug29,2017",Sampdoria,ASRoma,€15.00m,loantransfer
503,242086,16/17,"Jul13,2016",SpartaPrague,Sampdoria,€500k,€4.00m
504,242086,15/16,"Jun30,2016",Bohemians1905,SpartaPrague,€500k,Endofloan
505,242086,15/16,"Jul1,2015",SpartaPrague,Bohemians1905,€200k,loantransfer
506,180337,21/22,"Jan30,2022",ZenitS-Pb,B.Leverkusen,€25.00m,€2.50m
507,180337,18/19,"Feb1,2019",RubinKazan,ZenitS-Pb,€9.50m,€12.00m
508,180337,17/18,"Jul14,2017",Rostov,RubinKazan,€11.00m,freetransfer
509,180337,16/17,"Jul22,2016",RubinKazan,Rostov,€7.00m,€2.30m
510,180337,15/16,"Jun30,2016",Rostov,RubinKazan,€7.00m,Endofloan
511,180337,15/16,"Jul25,2015",RubinKazan,Rostov,€2.50m,loantransfer
512,193782,17/18,"Aug31,2017",RiverPlate,B.Leverkusen,€12.00m,€19.00m
513,193782,15/16,"Jul1,2015",CAColon,RiverPlate,€50k,€2.00m
514,173491,21/22,"Jun30,2022",C.Rizespor,B.Leverkusen,€2.50m,Endofloan
515,173491,21/22,"Sep5,2021",B.Leverkusen,C.Rizespor,€2.50m,loantransfer
516,173491,20/21,"Jun30,2021",UnionBerlin,B.Leverkusen,€2.50m,Endofloan
517,173491,20/21,"Sep30,2020",B.Leverkusen,UnionBerlin,€2.00m,loantransfer
518,173491,19/20,"Jun30,2020",HamburgerSV,B.Leverkusen,€800k,Endofloan
519,173491,19/20,"Jan24,2020",B.Leverkusen,HamburgerSV,€1.00m,loantransfer
520,173491,15/16,"Jun30,2016",F.Düsseldorf,B.Leverkusen,€1.50m,Endofloan
521,580276,21/22,"Feb7,2022",B.Leverkusen,Trabzonspor,€1.00m,€800k
522,580276,20/21,"Jul1,2020",LeverkusenU17,B.Leverkusen,-,-
523,580276,18/19,"Jul1,2018",LeverkusenYth.,LeverkusenU17,-,-
524,741292,21/22,"Jul28,2021",BarçaU16,LeverkusenU19,-,freetransfer
525,741292,20/21,"Jul1,2020",BarçaYouth,BarçaU16,-,-
526,51977,18/19,"Jul1,2018",LASK,VfLWolfsburg,€800k,€500k
527,574203,21/22,"Jul1,2021",WolfsburgU19,VfLWolfsburg,-,-
528,574203,20/21,"Jul1,2020",WolfsburgU17,WolfsburgU19,-,-
529,574203,18/19,"Jul1,2018",WolfsburgYth.,WolfsburgU17,-,-
530,574203,17/18,"Jul1,2017",HannoverYth.,WolfsburgYth.,-,freetransfer
531,192268,19/20,"Jul1,2019",WolfsburgII,VfLWolfsburg,€100k,-
532,434224,20/21,"Aug25,2020",FCSochaux,VfLWolfsburg,€1.00m,€5.00m
533,434224,18/19,"Jul1,2018",FCSochauxU19,FCSochaux,-,-
534,338629,21/22,"Jul16,2021",1.FCKöln,VfLWolfsburg,€12.00m,€13.50m
535,338629,19/20,"Aug6,2019",RSCAnderlecht,1.FCKöln,€4.00m,€8.25m
536,338629,18/19,"Jul1,2018",AnderlechtU21,RSCAnderlecht,-,-
537,338629,16/17,"Jul1,2016",AnderlechtU17,AnderlechtU21,-,-
538,124732,17/18,"Jul1,2017",HerthaBSC,VfLWolfsburg,€14.00m,€17.00m
539,557459,21/22,"Aug31,2021",FCVolendam,VfLWolfsburg,€1.30m,€3.50m
540,557459,19/20,"Jul1,2019",VolendamU19,FCVolendam,-,-
541,557459,18/19,"Jul1,2018",VolendamU17,VolendamU19,-,-
542,557459,16/17,"Jul1,2016",VolendamYouth,VolendamU17,-,-
543,631904,21/22,"Jul1,2021",WolfsburgU19,VfLWolfsburg,-,-
544,631904,20/21,"Jul1,2020",WolfsburgU17,WolfsburgU19,-,-
545,631904,19/20,"Jul1,2019",RealBetisYth.,WolfsburgU17,-,?
546,221611,19/20,"Jul1,2019",FCIngolstadt,VfLWolfsburg,€1.00m,€1.10m
547,221611,17/18,"Jul24,2017",LASK,FCIngolstadt,€500k,€1.35m
548,221611,16/17,"Jul1,2016",Tombense,LASK,€125k,freetransfer
549,221611,15/16,"Jan21,2016",CoritibaFC,Tombense,€125k,freetransfer
550,221611,15/16,"Nov30,2015",Paysandu,CoritibaFC,€100k,Endofloan
551,127076,18/19,"Aug6,2018",Montpellier,VfLWolfsburg,€8.00m,€5.00m
552,327251,20/21,"Oct1,2020",1.FSVMainz05,VfLWolfsburg,€7.00m,€10.00m
553,327251,18/19,"Jul1,2018",FSVMainz05II,1.FSVMainz05,€125k,-
554,327251,17/18,"Jul1,2017",Mainz05U19,FSVMainz05II,-,-
555,327251,15/16,"Jul1,2015",Mainz05U17,Mainz05U19,-,-
556,183321,19/20,"Jul1,2019",BSCYoungBoys,VfLWolfsburg,€10.00m,€9.20m
557,183321,17/18,"Jul1,2017",Newcastle,BSCYoungBoys,€750k,€120k
558,183321,16/17,"Jun30,2017",BSCYoungBoys,Newcastle,€750k,Endofloan
559,183321,16/17,"Aug23,2016",Newcastle,BSCYoungBoys,€250k,Loanfee:€27k
560,341710,20/21,"Jun30,2021",FCSchalke04,VfLWolfsburg,€4.00m,Endofloan
561,341710,20/21,"Jan25,2021",VfLWolfsburg,FCSchalke04,€10.00m,loantransfer
562,341710,17/18,"Jul1,2017",Internacional,VfLWolfsburg,€2.75m,€5.00m
563,472234,21/22,"Jan13,2022",VfLWolfsburg,ErzgebirgeAue,€200k,?
564,472234,21/22,"Jul1,2021",WolfsburgII,VfLWolfsburg,€200k,-
565,472234,20/21,"Jul1,2020",WolfsburgU19,WolfsburgII,-,-
566,472234,19/20,"Jul1,2019",WolfsburgU17,WolfsburgU19,-,-
567,472234,18/19,"Jul1,2018",WolfsburgYth.,WolfsburgU17,-,-
568,472234,17/18,"Jul1,2017",E.CottbusYth.,WolfsburgYth.,-,freetransfer
569,472234,15/16,"Jul1,2015",Potsd.K.Yth.,E.CottbusYth.,-,freetransfer
570,93704,21/22,"Jun30,2022",G.Bordeaux,VfLWolfsburg,€3.50m,Endofloan
571,93704,21/22,"Jan30,2022",VfLWolfsburg,G.Bordeaux,€4.00m,loantransfer
572,93704,16/17,"Jul1,2016",AtléticoMadrid,VfLWolfsburg,€12.00m,€3.00m
573,93704,15/16,"Jun30,2016",VfLWolfsburg,AtléticoMadrid,€12.00m,Endofloan
574,223979,19/20,"Jul1,2019",RBSalzburg,VfLWolfsburg,€15.00m,€12.00m
575,223979,16/17,"Jul1,2016",FCLiefering,RBSalzburg,€400k,-
576,503881,21/22,"Jul1,2021",KVMechelen,VfLWolfsburg,€6.80m,€8.00m
577,503881,19/20,"Jul1,2019",KVMechelenU18,KVMechelen,-,-
578,503881,18/19,"Jul1,2018",KVMechelenYth,KVMechelenU18,-,-
579,503881,16/17,"Jul1,2016",ZaventemYth,KVMechelenYth,-,freetransfer
580,119277,16/17,"Jul1,2016",1.FCKöln,VfLWolfsburg,€4.50m,€13.00m
581,690222,20/21,"Jul1,2020",WolfsburgU17,WolfsburgU19,-,-
582,690222,19/20,"Jul1,2019",WolfsburgYth.,WolfsburgU17,-,-
583,690222,18/19,"Jul1,2018",1.FCMagdeburg,WolfsburgYth.,-,freetransfer
584,711517,21/22,"Jan28,2022",D.C.United,VfLWolfsburg,€4.00m,€6.68m
585,711517,19/20,"Jan17,2020",D.C.UnitedAc.,D.C.United,-,-
586,711517,19/20,"Nov30,2019",LoudounUnited,D.C.UnitedAc.,-,Endofloan
587,711517,19/20,"Sep24,2019",D.C.UnitedAc.,LoudounUnited,-,loantransfer
588,406640,21/22,"Jul21,2021",ManCityU23,VfLWolfsburg,€450k,freetransfer
589,406640,18/19,"Jul1,2018",ManCityU18,ManCityU23,-,-
590,406640,17/18,"Jul1,2017",ManCityYouth,ManCityU18,-,-
591,293169,21/22,"Jun30,2022",Torino,VfLWolfsburg,€15.00m,Endofloan
592,293169,21/22,"Aug31,2021",VfLWolfsburg,Torino,€12.00m,Loanfee:€1.00m
593,293169,17/18,"Dec31,2017",VfBStuttgart,VfLWolfsburg,€3.50m,Endofloan
594,293169,16/17,"Jan31,2017",VfLWolfsburg,VfBStuttgart,€4.00m,loantransfer
595,293169,16/17,"Jul1,2016",DinamoZagreb,VfLWolfsburg,€1.00m,€10.00m
596,293169,15/16,"Jan11,2016",Din.ZagrebII,DinamoZagreb,-,-
597,293169,15/16,"Jul1,2015",Din.ZagrebU17,Din.ZagrebII,-,-
598,303259,21/22,"Jun30,2022",VfLWolfsburg,HerthaBSC,€7.50m,Endofloan
599,303259,21/22,"Aug30,2021",HerthaBSC,VfLWolfsburg,€13.00m,loantransfer
600,303259,19/20,"Aug1,2019",Watford,HerthaBSC,€18.00m,€20.00m
601,303259,18/19,"Jun30,2019",F.Düsseldorf,Watford,€18.00m,Endofloan
602,303259,18/19,"Jul22,2018",Watford,F.Düsseldorf,€3.00m,Loanfee:€300k
603,303259,17/18,"Jan30,2018",RSCCharleroi,Watford,€3.00m,€5.00m
604,303259,17/18,"Jan29,2018",RSCAnderlecht,RSCCharleroi,€3.00m,€2.60m
605,303259,17/18,"Jan28,2018",RSCCharleroi,RSCAnderlecht,€3.00m,Endofloan
606,303259,17/18,"Jul2,2017",RSCAnderlecht,RSCCharleroi,€800k,loantransfer
607,303259,16/17,"Jun30,2017",Toulouse,RSCAnderlecht,€800k,Endofloan
608,303259,16/17,"Aug31,2016",RSCAnderlecht,Toulouse,€1.00m,loantransfer
609,303259,15/16,"Oct25,2015",AnderlechtU21,RSCAnderlecht,-,-
610,194638,17/18,"Jan10,2018",FCBasel,VfLWolfsburg,€3.50m,€1.75m
611,194638,15/16,"Jan12,2016",BSCYoungBoys,FCBasel,€3.25m,€1.20m
612,196095,21/22,"Aug22,2021",Benfica,VfLWolfsburg,€15.00m,€12.00m
613,196095,20/21,"Aug14,2020",SCFreiburg,Benfica,€16.00m,€15.00m
614,196095,18/19,"Jul1,2018",HamburgerSV,SCFreiburg,€2.50m,€5.00m
615,196095,16/17,"Jul1,2016",E.Frankfurt,HamburgerSV,€1.00m,€1.30m
616,143891,21/22,"Jul1,2021",DynamoMoscow,VfLWolfsburg,€7.00m,€7.50m
617,143891,20/21,"Jun30,2021",VfLWolfsburg,DynamoMoscow,€7.00m,Endofloan
618,143891,20/21,"Oct2,2020",DynamoMoscow,VfLWolfsburg,€11.00m,Loanfee:€2.00m
619,143891,19/20,"Aug9,2019",Bor.Dortmund,DinamoMoscow,€13.00m,€20.00m
620,143891,17/18,"Jul1,2017",SCFreiburg,Bor.Dortmund,€15.00m,€20.00m
621,36182,21/22,"Jan30,2022",UnionBerlin,VfLWolfsburg,€3.50m,€5.00m
622,36182,20/21,"Aug6,2020",Fenerbahce,UnionBerlin,€8.50m,freetransfer
623,36182,19/20,"Jul3,2019",WerderBremen,Fenerbahce,€12.00m,freetransfer
624,36182,16/17,"Aug2,2016",VfLWolfsburg,WerderBremen,€8.00m,€7.50m
625,36182,15/16,"Jul1,2015",Bor.M'gladbach,VfLWolfsburg,€12.00m,€12.00m
626,66058,21/22,"Jan12,2022",VfLWolfsburg,Antalyaspor,€1.50m,freetransfer
627,66058,17/18,"Jan31,2018",B.Leverkusen,VfLWolfsburg,€3.50m,€8.00m
628,66058,15/16,"Jul1,2015",SCFreiburg,B.Leverkusen,€6.00m,€8.00m
629,314288,21/22,"Jul16,2021",ManCity,VfLWolfsburg,€12.00m,€8.00m
630,314288,20/21,"Jun30,2021",RSCAnderlecht,ManCity,€12.00m,Endofloan
631,314288,20/21,"Aug20,2020",ManCity,RSCAnderlecht,€3.60m,loantransfer
632,314288,19/20,"Jul31,2020",Middlesbrough,ManCity,€3.60m,Endofloan
633,314288,19/20,"Jan3,2020",ManCity,Middlesbrough,€4.00m,loantransfer
634,314288,19/20,"Jan2,2020",VfLWolfsburg,ManCity,€4.00m,Endofloan
635,314288,19/20,"Aug3,2019",ManCity,VfLWolfsburg,€1.00m,loantransfer
636,314288,19/20,"Jul1,2019",ManCityU23,ManCity,€1.00m,-
637,314288,18/19,"May31,2019",Preston,ManCityU23,€1.00m,Endofloan
638,314288,18/19,"Aug9,2018",ManCityU23,Preston,-,loantransfer
639,314288,16/17,"Jul1,2016",ManCityU18,ManCityU23,-,-
640,314288,15/16,"Jul1,2015",ManCityYouth,ManCityU18,-,-
641,228645,21/22,"Jan31,2022",VfLWolfsburg,Burnley,€20.00m,€17.50m
642,228645,18/19,"Jul1,2018",AZAlkmaar,VfLWolfsburg,€7.00m,€10.50m
643,228645,16/17,"Jul6,2016",HeraclesAlmelo,AZAlkmaar,€1.25m,€1.50m
644,391004,21/22,"Jan31,2022",FCCopenhagen,VfLWolfsburg,€7.00m,€12.00m
645,391004,17/18,"Feb7,2018",CopenhagenU19,FCCopenhagen,€100k,-
646,391004,16/17,"Jul1,2016",FCKYouth,CopenhagenU19,-,-
647,445939,21/22,"Jun30,2022",VfBStuttgart,VfLWolfsburg,€6.00m,Endofloan
648,445939,21/22,"Aug30,2021",VfLWolfsburg,VfBStuttgart,€2.00m,loantransfer
649,445939,20/21,"Jun30,2021",FCSt.Pauli,VfLWolfsburg,€2.00m,Endofloan
650,445939,20/21,"Jan5,2021",VfLWolfsburg,FCSt.Pauli,€400k,Loanfee:€100k
651,445939,20/21,"Jul1,2020",WolfsburgII,VfLWolfsburg,€125k,-
652,445939,17/18,"Aug31,2017",WadiDegla,WolfsburgII,€100k,?
653,445939,16/17,"Jul1,2016",WadiDeglaU23,WadiDegla,€25k,-
654,535551,20/21,"Aug19,2020",ZaglebieLubin,VfLWolfsburg,€3.00m,€5.00m
655,535551,19/20,"Jul1,2019",LubinU19,ZaglebieLubin,-,-
656,79501,21/22,"Jan29,2022",VfLWolfsburg,F.Düsseldorf,€1.20m,?
657,79501,18/19,"Jul1,2018",VfBStuttgart,VfLWolfsburg,€3.50m,€10.00m
658,31653,15/16,"Jul1,2015",1.FCK'lautern,Bor.M'gladbach,€1.00m,freetransfer
659,455922,20/21,"Jul13,2020",M'gladbachII,Bor.M'gladbach,€100k,-
660,455922,19/20,"Jul1,2019",M'gladbachU19,M'gladbachII,-,-
661,455922,18/19,"Jul1,2018",M'gladbachU17,M'gladbachU19,-,-
662,455922,16/17,"Jan1,2017",M'gladbachYth.,M'gladbachU17,-,-
663,597804,21/22,"Jul1,2021",M'gladbachII,Bor.M'gladbach,€100k,-
664,597804,19/20,"Jul1,2019",RWEssenU19,M'gladbachII,-,freetransfer
665,597804,18/19,"Jul1,2018",BaumbergU19,RWEssenU19,-,freetransfer
666,597804,17/18,"Jul1,2017",UnterrathU17,BaumbergU19,-,freetransfer
667,597804,16/17,"Jul1,2016",UnterrathYth.,UnterrathU17,-,-
668,124502,17/18,"Jul4,2017",Bor.Dortmund,Bor.M'gladbach,€15.00m,€17.00m
669,192635,15/16,"Jul1,2015",FCZürich,Bor.M'gladbach,€4.00m,€4.00m
670,196231,21/22,"Jan11,2022",UnionBerlin,Bor.M'gladbach,€10.00m,€5.50m
671,196231,19/20,"Jul5,2019",FCAugsburg,UnionBerlin,€3.00m,€2.50m
672,196231,19/20,"Jul1,2019",UnionBerlin,FCAugsburg,€3.00m,€1.00m
673,196231,17/18,"Jan27,2018",FCAugsburg,UnionBerlin,€500k,€300k
674,196231,16/17,"Jul1,2016",FCSchalke04,FCAugsburg,€750k,€1.00m
675,403898,19/20,"Jun30,2020",HamburgerSV,Bor.M'gladbach,€2.30m,Endofloan
676,403898,19/20,"Jan14,2020",Bor.M'gladbach,HamburgerSV,€2.50m,loantransfer
677,403898,18/19,"Jul1,2018",M'gladbachU19,Bor.M'gladbach,-,-
678,403898,17/18,"Jul1,2017",M'gladbachU17,M'gladbachU19,-,-
679,403898,16/17,"Jul1,2016",M'gladbachYth.,M'gladbachU17,-,-
680,403898,15/16,"Jul1,2015",DüsseldorfYth.,M'gladbachYth.,-,freetransfer
681,392133,21/22,"Jul1,2021",WolfsburgII,M'gladbachII,€75k,freetransfer
682,392133,20/21,"Oct1,2020",M'gladbachU19,WolfsburgII,-,freetransfer
683,392133,18/19,"Jul1,2018",M'gladbachU17,M'gladbachU19,-,-
684,392133,17/18,"Jul1,2017",M'gladbachYth.,M'gladbachU17,-,-
685,340480,16/17,"Jul1,2016",ParisSGB,Bor.M'gladbach,-,freetransfer
686,340480,15/16,"Jul1,2015",ParisSGU19,ParisSGB,-,-
687,284732,19/20,"Aug14,2019",Rennes,Bor.M'gladbach,€8.00m,€8.00m
688,284732,16/17,"Jul5,2016",ParadouAC,Rennes,€2.00m,€2.00m
689,284732,15/16,"Jun30,2016",Montpellier,ParadouAC,€2.00m,Endofloan
690,284732,15/16,"Jul1,2015",ParadouAC,Montpellier,€1.00m,loantransfer
691,524285,21/22,"Aug6,2021",HerthaBSC,Bor.M'gladbach,€5.00m,€2.00m
692,524285,20/21,"Jul15,2020",HerthaBSCU19,HerthaBSC,-,-
693,524285,19/20,"Jul1,2019",HerthaBSCU17,HerthaBSCU19,-,-
694,524285,18/19,"Jul1,2018",HerthaBSCU16,HerthaBSCU17,-,-
695,524285,17/18,"Jul1,2017",HerthaBSCYth.,HerthaBSCU16,-,-
696,504153,20/21,"Jan1,2021",NewYorkCity,Bor.M'gladbach,€2.00m,€1.80m
697,504153,17/18,"Mar21,2018",NYCFCAcademy,NewYorkCity,-,-
698,85791,19/20,"Jul1,2019",RBSalzburg,Bor.M'gladbach,€12.50m,€12.50m
699,85791,15/16,"Jul1,2015",SVRied,RBSalzburg,€650k,€200k
700,334526,21/22,"Jan31,2022",Bor.M'gladbach,Juventus,€27.00m,€10.10m
701,334526,17/18,"Jul1,2017",BSCYoungBoys,Bor.M'gladbach,€4.00m,€12.00m
702,334526,15/16,"Jul1,2015",ServetteFC,BSCYoungBoys,€100k,€400k
703,82097,16/17,"Jul1,2016",B.Leverkusen,Bor.M'gladbach,€12.00m,€15.00m
704,278332,17/18,"Jun30,2018",F.Düsseldorf,Bor.M'gladbach,€3.00m,Endofloan
705,278332,17/18,"Jul2,2017",Bor.M'gladbach,F.Düsseldorf,€250k,Loanfee:€80k
706,278332,17/18,"Jul1,2017",1860Munich,Bor.M'gladbach,€250k,freetransfer
707,278332,16/17,"Jul1,2016",TSV1860U19,1860Munich,-,-
708,624690,20/21,"Jun30,2021",Toulouse,Bor.M'gladbach,€7.00m,Endofloan
709,624690,20/21,"Jan22,2021",Bor.M'gladbach,Toulouse,€5.00m,loantransfer
710,624690,20/21,"Jan21,2021",Toulouse,Bor.M'gladbach,€5.00m,€9.00m
711,624690,19/20,"Jul1,2019",ToulouseB,Toulouse,-,-
712,624690,18/19,"Jul1,2018",ToulouseU19,ToulouseB,-,-
713,624690,16/17,"Jul1,2016",ACBBYouth,ToulouseU19,-,freetransfer
714,624690,15/16,"Jul1,2015",ParisFCYouth,ACBBYouth,-,freetransfer
715,243188,20/21,"Jun30,2021",FCAugsburg,Bor.M'gladbach,€4.00m,Endofloan
