player_id,season,discription,Return_date
318077,2019,Returned,-
340329,2019,Injury,Unknown
285845,2019,Joining,"Jul 1, 2023"
655488,2019,Injury,Unknown
329813,2019,Injury,"Jun 30, 2023"
93905,2019,Injury,unknown
399369,2019,Injury,"May 31, 2023"
142310,2019,Injury,"May 28, 2023"
606872,2019,Returned,-
92571,2019,Red card suspension,-
195906,2019,Injury,Unknown
611906,2019,Injury,unknown
562254,2019,Injury,unknown
183318,2019,Injury,"May 31, 2023"
162029,2019,Injury,"May 31, 2023"
484387,2019,Returned,-
333241,2019,Injury,"May 31, 2023"
46405,2019,Returned,-
193469,2019,Injury,unknown
354352,2019,Returned,-
234189,2019,Returned,-
183720,2019,Returned,-
226968,2019,Injury,unknown
119269,2019,Returned,-
79027,2019,Injury,"Jun 30, 2023"
484551,2019,Joining,"Jul 1, 2023"
283528,2019,Injury,"Jun 9, 2023"
626724,2019,Joining,"Jul 1, 2023"
295331,2019,Injury,"May 31, 2023"
41416,2019,Joining,"Jul 1, 2023"
102258,2019,Joining,"Jul 1, 2023"
63200,2019,Joining,"Jul 1, 2023"
39015,2019,Injury,unknown
93831,2019,Injury,Unknown
547534,2019,Joining,"Jul 1, 2023"
140579,2019,Returned,-
288259,2019,Returned,-
214928,2019,Injury,unknown
291422,2019,Returned,-
183299,2019,Injury,unknown
203853,2020,Injury,"Jun 4, 2023"
503680,2020,Injury,"Jun 30, 2023"
222813,2020,Returned,-
302215,2020,Joining,"Jul 1, 2023"
3333,2020,Joining,"Jul 1, 2023"
406560,2020,Injury,Unknown
316125,2020,Injury,Unknown
181778,2020,Returned,-
225083,2020,Injury,"May 29, 2023"
51471,2020,Injury,unknown
346483,2020,Injury,"May 31, 2023"
170527,2020,Injury,unknown
179184,2020,Returned,-
315969,2020,Injury,Unknown
122153,2020,Injury,"Jun 20, 2023"
282823,2020,Returned,-
504051,2020,Injury,Unknown
207929,2020,Injury,"Jun 12, 2023"
210178,2020,Joining,"Jul 1, 2023"
191217,2020,Returned,-
285845,2020,Joining,"Jul 1, 2023"
329813,2020,Injury,"Jun 30, 2023"
399369,2020,Injury,"May 31, 2023"
364135,2020,Joining,"Jul 1, 2023"
413220,2020,Injury,"May 31, 2023"
129588,2020,Returned,-
142310,2020,Injury,"May 28, 2023"
357158,2020,Returned,-
698678,2020,Internal transfer,-
204103,2020,Returned,-
335461,2020,Returned,-
265078,2020,Returned,-
34130,2020,Injury,Unknown
193469,2020,Injury,unknown
354352,2020,Returned,-
234189,2020,Returned,-
183720,2020,Returned,-
502065,2020,Injury,"Jun 30, 2023"
92571,2020,Red card suspension,-
119269,2020,Returned,-
504148,2020,Injury,"May 31, 2023"
410425,2020,Injury,unknown
177065,2020,Returned,-
40611,2020,Injury,unknown
74960,2020,Returned,-
183318,2020,Injury,"May 31, 2023"
162029,2020,Injury,"May 31, 2023"
340329,2020,Injury,Unknown
484387,2020,Returned,-
92469,2020,Injury,"Jun 1, 2023"
528888,2020,Returned,-
27486,2020,Returned,-
158764,2020,Injury,unknown
61842,2020,Injury,Unknown
288259,2020,Returned,-
212829,2020,Injury,unknown
609556,2020,Returned,-
61832,2020,Joining,"Jul 1, 2023"
77274,2020,Injury,"Jun 1, 2023"
102258,2020,Joining,"Jul 1, 2023"
293569,2020,Injury,Unknown
108725,2020,Injury,"Jul 3, 2023"
63200,2020,Joining,"Jul 1, 2023"
177476,2021,Injury,"Jun 7, 2023"
503679,2021,Returned,-
302215,2021,Joining,"Jul 1, 2023"
143424,2021,Joining,"Jul 1, 2023"
344596,2021,Injury,Unknown
316125,2021,Injury,Unknown
472423,2021,Injury,"May 31, 2023"
170527,2021,Injury,unknown
117996,2021,Joining,"Jul 1, 2023"
182877,2021,Returned,-
355915,2021,transfer,-
354362,2021,Injury,"Aug 31, 2023"
431755,2021,On loan,-
210178,2021,Joining,"Jul 1, 2023"
331560,2021,Injury,"Sep 1, 2023"
160438,2021,Injury,Unknown
285845,2021,Joining,"Jul 1, 2023"
340325,2021,Returned,-
42412,2021,Injury,Unknown
867711,2021,Injury,"Sep 1, 2023"
75458,2021,transfer,-
484838,2021,Returned,-
234189,2021,Returned,-
183720,2021,Returned,-
288255,2021,Injury,"Jun 30, 2023"
207929,2021,Injury,"Jun 12, 2023"
364135,2021,Joining,"Jul 1, 2023"
142310,2021,Injury,"May 28, 2023"
698678,2021,Internal transfer,-
695454,2021,Injury,Unknown
292246,2021,transfer,-
92571,2021,Red card suspension,-
119269,2021,Returned,-
177065,2021,Returned,-
648046,2021,Internal transfer,-
74960,2021,Returned,-
184528,2021,Injury,"May 31, 2023"
340329,2021,Injury,Unknown
484387,2021,Returned,-
92469,2021,Injury,"Jun 1, 2023"
567576,2021,Internal transfer,-
108725,2021,Joining,"Jul 1, 2023"
158764,2021,Injury,unknown
571743,2021,Injury,"Jun 30, 2023"
741236,2021,Internal transfer,-
204294,2021,Joining,"Jul 1, 2023"
251664,2021,Suspension through sports court ,"Jan 17, 2024"
41416,2021,Joining,"Jul 1, 2023"
29391,2021,Joining,"Jul 1, 2023"
724785,2021,Internal transfer,-
258916,2021,Joining,"Jul 1, 2023"
451677,2021,Returned,-
109751,2021,Returned,-
46972,2021,Joining,"Jul 1, 2023"
290017,2021,On loan,-
285033,2021,Joining,"Jul 1, 2023"
102258,2021,Joining,"Jul 1, 2023"
293569,2021,Injury,Unknown
63200,2021,Joining,"Jul 1, 2023"
282411,2015,Injury,Unknown
298976,2015,Returned,-
281963,2015,Injury,"Jun 30, 2023"
273438,2015,Injury,Unknown
45314,2015,Injury,unknown
165008,2015,Injury,Unknown
158863,2015,Injury,unknown
197135,2015,Injury,"Jun 30, 2023"
289236,2015,Returned,-
58070,2015,Injury,Unknown
176285,2015,Injury,unknown
295331,2015,Injury,"May 31, 2023"
73185,2015,transfer,-
280795,2015,Injury,unknown
26066,2015,Injury,Unknown
178425,2015,Injury,unknown
238865,2015,Yellow card suspension,-
7663,2015,Joining,"Jul 1, 2023"
57825,2015,Injury,"Sep 12, 2023"
252677,2015,Injury,"May 31, 2023"
189458,2015,Injury,unknown
67089,2015,Injury,unknown
126731,2015,Injury,unknown
263627,2015,Injury,Unknown
110366,2015,Injury,"Jun 19, 2023"
51471,2016,Injury,unknown
65230,2016,Joining,"Jul 1, 2023"
68290,2016,Injury,"Jun 30, 2023"
107010,2016,Injury,unknown
281963,2016,Injury,"Jun 30, 2023"
162029,2016,Injury,"May 31, 2023"
25508,2016,Injury,"Jun 30, 2023"
341272,2016,Returned,-
268949,2016,Injury,unknown
67082,2016,Injury,Unknown
267420,2016,Injury,unknown
63186,2016,Injury,"Jun 9, 2023"
37579,2016,Injury,unknown
255995,2016,Injury,Unknown
85258,2016,Joining,"Jul 1, 2023"
158863,2016,Injury,unknown
122155,2016,Returned,-
289236,2016,Returned,-
72047,2016,Injury,unknown
64411,2016,Injury,unknown
73185,2016,transfer,-
67080,2016,transfer,-
263627,2016,Injury,Unknown
59551,2016,Injury,Unknown
95641,2016,Injury,unknown
257851,2016,Injury,Unknown
176285,2016,Injury,unknown
65230,2017,Joining,"Jul 1, 2023"
80444,2017,Returned,-
129476,2017,Injury,"Jun 22, 2023"
298976,2017,Returned,-
148928,2017,Returned,-
67082,2017,Injury,Unknown
336731,2017,Injury,Unknown
268949,2017,Injury,unknown
267420,2017,Injury,unknown
85258,2017,Joining,"Jul 1, 2023"
251848,2017,Returned,-
428948,2017,Internal transfer,-
59344,2017,Joining,"Jul 1, 2023"
289236,2017,Returned,-
335225,2017,Joining,"Jul 1, 2023"
63186,2017,Injury,"Jun 9, 2023"
251106,2017,Injury,"Nov 24, 2023"
255995,2017,Injury,Unknown
45912,2017,Injury,unknown
63463,2017,Red card suspension,"May 30, 2023"
283223,2017,Returned,-
72047,2017,Injury,unknown
135208,2017,Injury,unknown
7663,2017,Joining,"Jul 1, 2023"
397896,2017,Injury,Unknown
67080,2017,transfer,-
15568,2017,Injury,unknown
73185,2017,transfer,-
57825,2017,Injury,"Sep 12, 2023"
573775,2017,Returned,-
302991,2017,Injury,unknown
252677,2017,Injury,"May 31, 2023"
264140,2017,Injury,"Oct 1, 2023"
26066,2017,Injury,Unknown
178425,2017,Injury,unknown
479675,2017,Injury,unknown
295331,2017,Injury,"May 31, 2023"
80444,2018,Returned,-
281963,2018,Injury,"Jun 30, 2023"
107010,2018,Injury,unknown
120443,2018,Returned,-
148928,2018,Returned,-
280730,2018,Returned,-
298976,2018,Returned,-
63463,2018,Red card suspension,"May 30, 2023"
74869,2018,Injury,"Aug 31, 2023"
336731,2018,Injury,Unknown
268949,2018,Injury,unknown
206947,2018,Returned,-
59344,2018,Joining,"Jul 1, 2023"
289236,2018,Returned,-
371174,2018,Returned,-
255488,2018,Injury,unknown
85258,2018,Joining,"Jul 1, 2023"
192009,2018,Returned,-
251848,2018,Returned,-
340205,2018,transfer,-
45912,2018,Injury,unknown
137616,2018,Returned,-
283223,2018,Returned,-
72047,2018,Injury,unknown
466298,2018,Injury,"Jul 19, 2023"
70245,2018,Returned,-
583510,2018,Returned,-
573775,2018,Returned,-
57825,2018,Injury,"Sep 12, 2023"
427683,2018,Returned,-
245048,2018,Returned,-
263627,2018,Injury,Unknown
95641,2018,Injury,unknown
257851,2018,Injury,Unknown
120095,2018,Injury,"Nov 25, 2023"
26066,2018,Injury,Unknown
284857,2018,Injury,Unknown
189458,2018,Injury,unknown
162038,2018,transfer,-
268946,2018,Returned,-
247250,2018,Returned,-
355629,2018,Injury,unknown
251106,2018,Injury,"Nov 24, 2023"
65230,2019,Joining,"Jul 1, 2023"
490884,2019,Yellow card suspension,"May 29, 2023"
125781,2019,Joining,"Jul 1, 2023"
308278,2019,Returned,-
525299,2019,Internal transfer,-
280730,2019,Returned,-
107010,2019,Injury,unknown
148928,2019,Returned,-
67082,2019,Injury,Unknown
63463,2019,Red card suspension,"May 30, 2023"
527350,2019,Returned,-
580560,2019,Internal transfer,-
206947,2019,Returned,-
122155,2019,Returned,-
289236,2019,Returned,-
341272,2019,Returned,-
189441,2019,Returned,-
72522,2019,Returned,-
335221,2019,Returned,-
203496,2019,Injury,"Sep 17, 2023"
371174,2019,Returned,-
480958,2019,Internal transfer,-
255488,2019,Injury,unknown
178425,2019,Injury,unknown
192009,2019,Returned,-
251848,2019,Returned,-
335225,2019,Joining,"Jul 1, 2023"
627294,2019,Returned,-
248330,2019,Returned,-
284857,2019,Injury,Unknown
290249,2019,Injury,Unknown
57825,2019,Injury,"Sep 12, 2023"
45912,2019,Injury,unknown
297194,2019,Returned,-
72047,2019,Injury,unknown
599231,2019,Injury,unknown
67080,2019,transfer,-
354697,2019,Returned,-
634461,2019,Returned,-
397676,2019,Injury,unknown
302991,2019,Injury,unknown
373683,2019,Returned,-
247250,2019,Returned,-
590690,2019,Returned,-
251106,2019,Injury,"Nov 24, 2023"
591375,2019,Returned,-
350364,2019,Returned,-
178187,2019,Returned,-
443222,2019,Returned,-
480267,2020,Injury,Unknown
683840,2020,Injury,unknown
44162,2020,Returned,-
125781,2020,Joining,"Jul 1, 2023"
495625,2020,Returned,-
525299,2020,Internal transfer,-
226073,2020,Returned,-
107010,2020,Injury,unknown
491693,2020,Returned,-
60410,2020,Indirect card suspension,"Jun 1, 2023"
341272,2020,Returned,-
189441,2020,Returned,-
580560,2020,Internal transfer,-
197135,2020,Injury,"Jun 30, 2023"
59344,2020,Joining,"Jul 1, 2023"
563137,2020,Internal transfer,-
289236,2020,Returned,-
74869,2020,Injury,"Aug 31, 2023"
298983,2020,Returned,-
627294,2020,Returned,-
412041,2020,Returned,-
63463,2020,Red card suspension,"May 30, 2023"
335221,2020,Returned,-
7663,2020,Joining,"Jul 1, 2023"
255488,2020,Injury,unknown
192009,2020,Returned,-
178425,2020,Injury,unknown
455349,2020,Returned,-
302991,2020,Injury,unknown
284857,2020,Injury,Unknown
290249,2020,Injury,Unknown
297194,2020,Returned,-
137616,2020,Returned,-
309110,2020,Injury,unknown
283223,2020,Returned,-
72047,2020,Injury,unknown
295414,2020,Returned,-
57825,2020,Injury,"Sep 12, 2023"
397676,2020,Injury,unknown
120095,2020,Injury,"Nov 25, 2023"
568835,2020,Returned,-
252677,2020,Injury,"May 31, 2023"
95641,2020,Injury,unknown
634131,2020,Internal transfer,-
443222,2020,Returned,-
559979,2020,Internal transfer,-
491541,2020,Returned,-
247250,2020,Returned,-
527698,2020,Returned,-
67089,2020,Injury,unknown
490421,2020,Internal transfer,-
57935,2020,Returned,-
305956,2020,Returned,-
255892,2020,Returned,-
627290,2020,Internal transfer,-
786438,2020,Injury,unknown
280730,2021,Returned,-
283170,2021,Returned,-
480267,2021,Injury,Unknown
388542,2021,Injury,unknown
69751,2021,Joining,"Jul 1, 2023"
683840,2021,Injury,unknown
44162,2021,Returned,-
125781,2021,Joining,"Jul 1, 2023"
308278,2021,Returned,-
148928,2021,Returned,-
494880,2021,Returned,-
348795,2021,On loan,-
776890,2021,Internal transfer,-
341272,2021,Returned,-
72522,2021,Returned,-
197135,2021,Injury,"Jun 30, 2023"
634431,2021,Internal transfer,-
238407,2021,On loan,-
289236,2021,Returned,-
398131,2021,Returned,-
63463,2021,Red card suspension,"May 30, 2023"
589459,2021,Injury,"Sep 21, 2023"
527350,2021,Returned,-
573775,2021,transfer,-
203496,2021,Injury,"Sep 17, 2023"
371174,2021,Returned,-
7663,2021,Joining,"Jul 1, 2023"
122155,2021,transfer,-
625014,2021,Internal transfer,-
480958,2021,Internal transfer,-
255488,2021,Injury,unknown
178425,2021,Injury,unknown
455349,2021,Returned,-
248330,2021,Returned,-
284857,2021,Injury,Unknown
638589,2021,Internal transfer,-
398163,2021,On loan,-
251106,2021,Injury,"Nov 24, 2023"
298976,2021,transfer,-
295622,2021,Injury,unknown
705815,2021,Injury,unknown
137616,2021,Returned,-
72047,2021,Injury,unknown
618809,2021,On loan,-
95641,2021,Injury,unknown
242532,2021,Returned,-
282727,2021,Returned,-
397676,2021,Injury,unknown
120095,2021,Injury,"Nov 25, 2023"
568835,2021,Returned,-
251876,2021,transfer,-
339699,2021,Injury,Unknown
89297,2021,transfer,-
217144,2021,Returned,-
256267,2021,transfer,-
236734,2021,Returned,-
255892,2021,Returned,-
296783,2021,transfer,-
495625,2021,transfer,-
784719,2021,Returned,-
247250,2021,transfer,-
607780,2021,Returned,-
192009,2021,transfer,-
195605,2021,Returned,-
289272,2021,Injury,Unknown
39152,2021,Injury,unknown
531277,2021,Returned,-
559979,2021,Internal transfer,-
533568,2021,On loan,-
354697,2021,Returned,-
29260,2015,Injury,Unknown
122153,2015,transfer,-
205054,2015,Yellow card suspension,"May 28, 2023"
337705,2015,Injury,unknown
44162,2015,Injury,Unknown
337715,2015,Injury,unknown
262521,2015,Injury,Unknown
88682,2015,Injury,"Oct 15, 2023"
240958,2015,Injury,unknown
45146,2015,Injury,Unknown
341092,2015,Returned,-
26456,2015,Injury,"Sep 30, 2023"
44420,2015,Joining,"Jul 1, 2023"
240252,2015,Injury,"Aug 31, 2023"
227081,2015,Injury,Unknown
88685,2015,Red card suspension,-
340260,2015,Injury,Unknown
357003,2015,transfer,-
240244,2015,Injury,unknown
337716,2015,Returned,-
314468,2015,Red card suspension,"Sep 18, 2023"
286297,2015,Injury,"May 28, 2023"
168989,2015,Injury,Unknown
134883,2015,Injury,Unknown
373899,2015,Returned,-
26263,2015,Red card suspension,-
263116,2015,Injury,Unknown
30767,2015,Injury,Unknown
226080,2015,Returned,-
197471,2015,Indirect card suspension,"May 28, 2023"
162952,2015,Injury,unknown
70689,2015,Injury,Unknown
35853,2015,Injury,"Nov 3, 2023"
390117,2015,Returned,-
287876,2015,Injury,Unknown
66109,2015,Injury,Unknown
131951,2015,Injury,unknown
283735,2015,Returned,-
344806,2015,Returned,-
159288,2015,Yellow card suspension,-
39983,2016,Injury,"May 30, 2023"
344655,2016,Injury,"Sep 14, 2023"
44162,2016,Injury,Unknown
206050,2016,Injury,"May 29, 2023"
130365,2016,Returned,-
315844,2016,Injury,Unknown
301238,2016,Returned,-
395083,2016,Returned,-
451353,2016,Injury,"May 29, 2023"
315865,2016,Joining,"Jul 1, 2023"
30767,2016,Injury,Unknown
88682,2016,Injury,"Oct 15, 2023"
44834,2016,Injury,Unknown
44420,2016,Joining,"Jul 1, 2023"
199733,2016,Injury,"Jun 13, 2023"
391421,2016,Injury,Unknown
240349,2016,Injury,Unknown
370701,2016,Returned,-
398025,2016,Injury,"Jul 1, 2023"
341092,2016,Returned,-
397896,2016,Injury,Unknown
26456,2016,Injury,"Sep 30, 2023"
134883,2016,Injury,Unknown
59340,2016,Injury,unknown
197470,2016,Injury,Unknown
111227,2016,Injury,"Jun 23, 2023"
197471,2016,Indirect card suspension,"May 28, 2023"
315862,2016,Returned,-
240244,2016,Injury,unknown
337716,2016,Returned,-
315867,2016,Injury,"May 31, 2023"
204069,2016,Injury,"May 31, 2023"
242086,2016,Injury,unknown
70411,2016,Injury,Unknown
240415,2016,Injury,"Jun 21, 2023"
340260,2016,Injury,Unknown
336704,2016,Injury,unknown
73794,2016,Injury,"Jun 18, 2023"
401935,2016,Returned,-
249552,2016,Returned,-
167796,2016,Returned,-
396681,2016,Returned,-
390117,2016,Returned,-
205054,2016,Yellow card suspension,"May 28, 2023"
230166,2016,Injury,"Jul 1, 2023"
17735,2016,Injury,Unknown
194549,2016,Injury,Unknown
29260,2017,Injury,Unknown
88682,2017,Injury,"Oct 15, 2023"
44162,2017,Injury,Unknown
91970,2017,Red card suspension,-
206050,2017,Injury,"May 29, 2023"
146143,2017,Returned,-
358008,2017,Returned,-
191891,2017,Returned,-
312862,2017,Joining,"Jul 1, 2023"
315865,2017,Joining,"Jul 1, 2023"
45314,2017,Injury,unknown
238947,2017,Injury,"Jun 1, 2023"
205006,2017,Injury,"Jun 15, 2023"
337705,2017,Injury,unknown
457235,2017,Returned,-
421871,2017,Returned,-
341647,2017,Returned,-
140804,2017,Returned,-
239802,2017,Injury,unknown
228604,2017,Injury,Unknown
33706,2017,Injury,unknown
39983,2017,Injury,"May 30, 2023"
111227,2017,Injury,"Jun 23, 2023"
392538,2017,Returned,-
392545,2017,Returned,-
201040,2017,Injury,"May 31, 2023"
341092,2017,Returned,-
197470,2017,Injury,Unknown
125020,2017,Injury,"Jun 14, 2023"
275303,2017,Injury,"Aug 31, 2023"
392956,2017,Returned,-
332179,2017,Joining,"Jul 1, 2023"
315862,2017,Returned,-
273132,2017,Joining,"Jul 1, 2023"
94307,2017,transfer,-
146752,2017,Returned,-
73794,2017,Injury,"Jun 18, 2023"
241527,2017,Returned,-
55854,2017,Injury,"Jun 11, 2023"
45581,2017,Injury,Unknown
564305,2017,Returned,-
390159,2017,Returned,-
337715,2017,Injury,unknown
392881,2017,Returned,-
70411,2017,Injury,Unknown
459661,2017,On loan,-
357003,2017,transfer,-
240244,2017,Injury,unknown
297645,2017,Returned,-
337716,2017,Returned,-
405885,2017,Joining,"Jul 1, 2023"
315867,2017,Injury,"May 31, 2023"
487828,2017,Returned,-
263267,2017,Returned,-
26263,2017,Red card suspension,-
390304,2017,Returned,-
184528,2017,Injury,"May 31, 2023"
44834,2017,Injury,Unknown
401920,2017,Returned,-
368482,2017,Indirect card suspension,"May 29, 2023"
401935,2017,Returned,-
386574,2017,Returned,-
99235,2017,Injury,"Oct 2, 2023"
457675,2017,Red card suspension,-
539612,2017,Returned,-
159902,2017,Injury,Unknown
240349,2017,Injury,Unknown
323147,2017,Joining,"Jul 1, 2023"
415801,2017,Returned,-
371371,2017,Injury,"Sep 5, 2023"
115507,2017,Injury,"Jun 30, 2023"
283735,2017,Returned,-
344806,2017,Returned,-
121402,2017,Returned,-
194549,2017,Injury,Unknown
256339,2018,Injury,"Jun 30, 2023"
29260,2018,Injury,Unknown
344655,2018,Injury,"Sep 14, 2023"
88682,2018,Injury,"Oct 15, 2023"
44162,2018,Injury,Unknown
432090,2018,Returned,-
75615,2018,Returned,-
146143,2018,Returned,-
393652,2018,Injury,unknown
159902,2018,Injury,Unknown
202979,2018,Returned,-
204069,2018,Joining,"Jul 1, 2023"
312862,2018,Joining,"Jul 1, 2023"
197471,2018,Joining,"Jul 1, 2023"
364136,2018,Returned,-
315865,2018,Joining,"Jul 1, 2023"
357991,2018,Returned,-
88685,2018,Red card suspension,-
111227,2018,Injury,"Jun 23, 2023"
240958,2018,Injury,unknown
392545,2018,Returned,-
45314,2018,Injury,unknown
238947,2018,Injury,"Jun 1, 2023"
130365,2018,Returned,-
421871,2018,Returned,-
286297,2018,Injury,"May 28, 2023"
96630,2018,Joining,"Jul 1, 2023"
341647,2018,Returned,-
357995,2018,Returned,-
226080,2018,Returned,-
337383,2018,Injury,unknown
458096,2018,Returned,-
268178,2018,Returned,-
200194,2018,Returned,-
392956,2018,Returned,-
301239,2018,Injury,"Jul 14, 2023"
287663,2018,Returned,-
315862,2018,Returned,-
392959,2018,Returned,-
287710,2018,Returned,-
80351,2018,Injury,unknown
459149,2018,Indirect card suspension,-
162952,2018,Injury,unknown
432092,2018,Returned,-
370701,2018,Returned,-
341092,2018,Returned,-
357498,2018,Injury,"May 28, 2023"
391931,2018,Returned,-
44420,2018,Joining,"Jul 1, 2023"
224044,2018,Returned,-
227081,2018,Returned,-
340707,2018,Returned,-
131731,2018,Returned,-
345590,2018,Returned,-
323147,2018,Returned,-
315867,2018,Injury,"May 31, 2023"
25508,2018,Injury,"Jun 30, 2023"
