Unnamed: 0,player_id,name,birth_date,height,current_international,main_position,foot,current_club,goals_scored,goals_assisted,goals_conceded,clean_sheets,total_appearence,agent
29,744728,Arijon Ibrahimovic,"['Dec', '11', '2005']",180.0,Germany,midfield Attacking Midfield,right,27.0,31,27,player has no goal conceded,player has no clean sheets,62,Agent is known - Player under 18
30,243714,Kingsley Coman,"['Jun', '13', '1996']",181.0,France,Attack Left Winger,right,27.0,60,65,player has no goal conceded,player has no clean sheets,299,CAA Base Ltd
31,604323,Nemanja Motika,"['Mar', '20', '2003']",179.0,Serbia,Attack Left Winger,both,541.0,33,14,player has no goal conceded,player has no clean sheets,96,LIAN Sports Group
32,159471,Serge Gnabry,"['Jul', '14', '1995']",176.0,Germany,Attack Right Winger,right,27.0,122,73,player has no goal conceded,player has no clean sheets,349,ROOF
33,192565,Leroy Sané,"['Jan', '11', '1996']",183.0,Germany,Attack Right Winger,left,27.0,110,111,player has no goal conceded,player has no clean sheets,409,LIAN Sports Group
34,58358,Thomas Müller,"['Sep', '13', '1989']",185.0,Germany,Attack Second Striker,right,27.0,277,261,player has no goal conceded,player has no clean sheets,754,Kögl & Partner GmbH
35,38253,Robert Lewandowski,"['Aug', '21', '1988']",185.0,Poland,Attack Centre Forward,right,131.0,542,142,player has no goal conceded,player has no clean sheets,720,Gol International
36,45660,Eric Maxim Choupo-Moting,"['Mar', '23', '1989']",191.0,Cameroon,Attack Centre Forward,right,27.0,109,46,player has no goal conceded,player has no clean sheets,473,ROGON
37,636898,Lucas Copado,"['Jan', '10', '2004']",181.0,Germany,Attack Centre Forward,right,28.0,30,23,player has no goal conceded,player has no clean sheets,80,Relatives
38,257814,Gregor Kobel,"['Dec', '6', '1997']",194.0,Switzerland,Goalkeeper,right,16.0,-,keeper has no goal assisted,322,77,244,SBE Management AG
39,388815,Luca Unbehaun,"['Feb', '27', '2001']",185.0,Germany,Goalkeeper,right,16.0,-,keeper has no goal assisted,178,39,149,SWSports
40,59027,Roman Bürki,"['Nov', '14', '1990']",187.0,Switzerland,Goalkeeper,right,82686.0,-,keeper has no goal assisted,592,155,475,IFM
41,59238,Marwin Hitz,"['Sep', '18', '1987']",194.0,Switzerland,Goalkeeper,right,26.0,1,keeper has no goal assisted,466,120,379,ROOF
42,388067,Stefan Drljaca,"['Apr', '20', '1999']",192.0,Germany,Goalkeeper,right,129.0,-,keeper has no goal assisted,217,46,156,SD Sportmanagement
43,684116,Silas Ostrzinski,"['Nov', '19', '2003']",198.0,Germany,Goalkeeper,right,17.0,-,keeper has no goal assisted,48,23,53,Kick&Run
44,284730,Manuel Akanji,"['Jul', '19', '1995']",188.0,Switzerland,Defender Centre Back,right,281.0,12,8,player has no goal conceded,player has no clean sheets,357,IFM
45,344598,Dan-Axel Zagadou,"['Jun', '3', '1999']",196.0,France,Defender Centre Back,left,79.0,4,1,player has no goal conceded,player has no clean sheets,126,
46,39728,Mats Hummels,"['Dec', '16', '1988']",191.0,Germany,Defender Centre Back,right,16.0,55,31,player has no goal conceded,player has no clean sheets,661,HMH Sportmanagement
47,282144,Marin Pongracic,"['Sep', '11', '1997']",193.0,Croatia,Defender Centre Back,right,1005.0,3,1,player has no goal conceded,player has no clean sheets,173,Match2gether
48,659513,Soumaïla Coulibaly,"['Oct', '14', '2003']",191.0,France,Defender Centre Back,left,16.0,-,-,player has no goal conceded,player has no clean sheets,35,Epic Sports
49,482573,Antonios Papadopoulos,"['Sep', '10', '1999']",186.0,Germany,Defender Centre Back,right,17.0,5,8,player has no goal conceded,player has no clean sheets,133,CAA Stellar
50,170986,Raphaël Guerreiro,"['Dec', '22', '1993']",170.0,Portugal,Defender Left Back,left,16.0,51,60,player has no goal conceded,player has no clean sheets,376,Wasserman
51,85867,Nico Schulz,"['Apr', '1', '1993']",180.0,Germany,Defender Left Back,left,16.0,18,39,player has no goal conceded,player has no clean sheets,337,ROGON
52,798043,Tom Rothe,"['Oct', '29', '2004']",193.0,Germany,Defender Left Back,left,16.0,5,21,player has no goal conceded,player has no clean sheets,63,Wasserman
53,35208,Marcel Schmelzer,"['Jan', '22', '1988']",180.0,Germany,Defender Left Back,left,,9,36,player has no goal conceded,player has no clean sheets,450,Relatives
54,100986,Thomas Meunier,"['Sep', '12', '1991']",191.0,Belgium,Defender Right Back,right,16.0,36,52,player has no goal conceded,player has no clean sheets,408,Thomas Meunier
55,193900,Marius Wolf,"['May', '27', '1995', 'Happy', 'Birthday']",187.0,Germany,Defender Right Back,right,16.0,37,44,player has no goal conceded,player has no clean sheets,323,ROGON
56,388513,Mateu Morey Bauzà,"['Mar', '2', '2000']",173.0,Spain,Defender Right Back,right,16.0,-,7,player has no goal conceded,player has no clean sheets,46,
57,274461,Felix Passlack,"['May', '29', '1998']",170.0,Germany,Defender Right Back,right,16.0,51,50,player has no goal conceded,player has no clean sheets,190,Teamgeist ...
58,521919,Lion Semic,"['Sep', '13', '2003']",169.0,Germany,Defender Right Back,both,17.0,4,16,player has no goal conceded,player has no clean sheets,74,CAA Stellar
59,119296,Emre Can,"['Jan', '12', '1994']",186.0,Germany,midfield Defensive Midfield,right,16.0,42,28,player has no goal conceded,player has no clean sheets,453,ISM Int. Soccer ...
60,35047,Axel Witsel,"['Jan', '12', '1989']",186.0,Belgium,midfield Defensive Midfield,right,13.0,91,49,player has no goal conceded,player has no clean sheets,659,Nomi Sports
61,718232,Abdoulaye Kamara,"['Nov', '6', '2004']",183.0,France,midfield Defensive Midfield,right,17.0,4,5,player has no goal conceded,player has no clean sheets,64,
62,392710,Lennard Maloney,"['Oct', '8', '1999']",187.0,United States,midfield Defensive Midfield,right,2036.0,2,3,player has no goal conceded,player has no clean sheets,151,AKA Global GmbH
63,581678,Jude Bellingham,"['Jun', '29', '2003']",186.0,England,midfield Central Midfield,right,16.0,28,27,player has no goal conceded,player has no clean sheets,177,
64,191422,Mahmoud Dahoud,"['Jan', '1', '1996']",178.0,Germany,midfield Central Midfield,right,16.0,23,48,player has no goal conceded,player has no clean sheets,296,Lorimanagement
65,91849,Thomas Delaney,"['Sep', '3', '1991']",182.0,Denmark,midfield Central Midfield,left,533.0,37,36,player has no goal conceded,player has no clean sheets,437,Elite Sports ...
66,384745,Tobias Raschl,"['Feb', '21', '2000']",177.0,Germany,midfield Central Midfield,right,65.0,32,31,player has no goal conceded,player has no clean sheets,182,KL Sportsbase
67,395928,Marco Pasalic,"['Sep', '14', '2000']",177.0,Croatia,midfield Right Midfield,left,17.0,28,19,player has no goal conceded,player has no clean sheets,138,
68,504215,Giovanni Reyna,"['Nov', '13', '2002']",185.0,United States,midfield Attacking Midfield,right,16.0,25,25,player has no goal conceded,player has no clean sheets,123,Wasserman
69,187492,Julian Brandt,"['May', '2', '1996']",185.0,Germany,midfield Attacking Midfield,right,16.0,108,111,player has no goal conceded,player has no clean sheets,452,Relatives
