player_name,signed_from,discription
Matthieu Dreyer,ESTAC Troyes,none
Jordan Tell,Stade Rennais FC,none
Louis Deschateaux,SM Caen U19,none
Jordan Tell,Stade Rennais FC,none
Romain Genevois,OGC Nice,none
Jordan Tell,Stade Rennais FC,none
Alaeddine Yahia,RC Lens,none
Jordan Tell,Stade Rennais FC,none
Emmanuel Imorou,Clermont Foot 63,none
Jordan Tell,Stade Rennais FC,none
Chaker Alhadhur,FC Nantes,none
Jordan Tell,Stade Rennais FC,none
Christopher Operi,none,none
Jordan Tell,Stade Rennais FC,none
Mouhamadou Dabo,ESTAC Troyes,none
Jordan Tell,Stade Rennais FC,none
Ismael Diomande,AS Saint-Étienne,none
Jordan Tell,Stade Rennais FC,none
Valentin Voisin,SM Caen B,none
Jordan Tell,Stade Rennais FC,none
Jean-Victor Makengo,SM Caen B,none
Jordan Tell,Stade Rennais FC,none
Steed Malbranque,Olympique Lyon,none
Jordan Tell,Stade Rennais FC,none
Jeff Louis,Standard Liège,none
Jordan Tell,Stade Rennais FC,none
Yann Karamoh,SM Caen B,none
Jordan Tell,Stade Rennais FC,none
Christian Kouakou,Tours FC,none
Jordan Tell,Stade Rennais FC,none
Jordan N'Kololo,Clermont Foot 63,none
Jordan Tell,Stade Rennais FC,none
Pape Sané,Football Bourg-en-Bresse Péronnas 01,none
Jordan Tell,Stade Rennais FC,none
Exaucé Ngassaki,none,none
Jordan Tell,Stade Rennais FC,none
Lucas Triki,SC Bastia B,none
Sami Ben Amar,none,none
Alexis Thébaux,Without Club,none
Sami Ben Amar,none,none
Thomas Vincensini,RC Lens,none
Sami Ben Amar,none,none
Abdelhamid El Kaoutari,US Palermo,none
Sami Ben Amar,none,none
Alexander Djiku,SC Bastia B,none
Sami Ben Amar,none,none
Sébastien Squillaci,Arsenal FC,none
Sami Ben Amar,none,none
Florian Marange,FC Sochaux-Montbéliard,none
Sami Ben Amar,none,none
Fodé Camara,SC Bastia U19,none
Sami Ben Amar,none,none
Prince Oniangué,Wolverhampton Wanderers,none
Sami Ben Amar,none,none
Mehdi Mostefa,FC Lorient,none
Sami Ben Amar,none,none
Sadio Diallo,Stade Rennais FC,none
Sami Ben Amar,none,none
Julien Benhaim,SC Bastia B,none
Sami Ben Amar,none,none
Axel Ngando,Stade Rennais FC,none
Sami Ben Amar,none,none
Lyes Houri,Valenciennes FC B,none
Sami Ben Amar,none,none
Lenny Nangis,LOSC Lille,none
Sami Ben Amar,none,none
Gaël Danic,Olympique Lyon,none
Sami Ben Amar,none,none
Enzo Crivelli,FC Girondins Bordeaux,none
Sami Ben Amar,none,none
Julien Romain,SC Bastia B,none
Sami Ben Amar,none,none
Guy Ndy Assembé,FC Nantes,none
Youssouf Hadji,Without Club,none
Clément Lenglet,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Modou Diagne,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Ryan Bidounga,AS Nancy-Lorraine B,"Unknown Injury - Return expected on Jun 30, 2023"
Youssouf Hadji,Without Club,none
Tobias Badila,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Joffrey Cuffaut,Le Mans FC,none
Youssouf Hadji,Without Club,none
Youssef Aït Bennasser,AS Monaco,none
Youssouf Hadji,Without Club,none
Alou Diarra,Charlton Athletic,none
Youssouf Hadji,Without Club,none
Loïc Puyo,US Orléans,none
Youssouf Hadji,Without Club,none
Serge N'Guessan,AFAD Djékanou,none
Youssouf Hadji,Without Club,none
Issiar Dia,Al-Kharaitiyat SC,none
Youssouf Hadji,Without Club,none
Alexis Busin,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Christophe Mandanne,Al-Fujairah SC,none
Youssouf Hadji,Without Club,none
Karim Coulibaly,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Yann Mabella,AS Nancy-Lorraine B,none
Youssouf Hadji,Without Club,none
Benjamin Leroy,Thonon Évian Savoie FC,none
Yohann Rivière,AC Le Havre,none
Bobby Allain,Red Star FC,none
Yohann Rivière,AC Le Havre,none
Yunis Abdelhamid,Valenciennes FC,none
Yohann Rivière,AC Le Havre,none
Jordan Lotiès,CA Osasuna,none
Yohann Rivière,AC Le Havre,none
Arnold Bouka Moutou,Angers SCO,none
Yohann Rivière,AC Le Havre,none
Fouad Chafik,Stade Lavallois,none
Yohann Rivière,AC Le Havre,none
Valentin Rosier,Rodez AF,none
Yohann Rivière,AC Le Havre,none
Johan Gastien,Chamois Niortais FC,none
Yohann Rivière,AC Le Havre,none
Guillaume Sarrabayrouse,none,none
Yohann Rivière,AC Le Havre,none
Jordan Marié,Dijon FCO B,none
Yohann Rivière,AC Le Havre,none
Anthony Belmonte,FC Istres Ouest Provence ,none
Yohann Rivière,AC Le Havre,none
Florent Balmont,LOSC Lille,none
Yohann Rivière,AC Le Havre,none
Dylan Bahamboula,AS Monaco,none
Yohann Rivière,AC Le Havre,none
Jérémie Bela,RC Lens,none
Yohann Rivière,AC Le Havre,none
Loïs Diony,Stade Montois,none
Yohann Rivière,AC Le Havre,none
Mamadou Thiam,Dijon FCO B,none
Yohann Rivière,AC Le Havre,none
Kevin Trapp,Eintracht Frankfurt,none
Edinson Cavani,SSC Napoli,none
Sébastien Cibois,Paris Saint-Germain B,none
Edinson Cavani,SSC Napoli,none
Presnel Kimpembe,Paris Saint-Germain B,"Achilles tendon rupture - Return expected on Jun 15, 2023"
Edinson Cavani,SSC Napoli,none
Kévin Rimane,none,none
Edinson Cavani,SSC Napoli,none
Layvin Kurzawa,AS Monaco,Sideband tear - Return unknown
Edinson Cavani,SSC Napoli,none
Thomas Meunier,Club Brugge KV,Muscle Injury - Return unknown
Edinson Cavani,SSC Napoli,none
Alec Georgen,none,none
Edinson Cavani,SSC Napoli,none
Thiago Motta,FC Internazionale,none
Edinson Cavani,SSC Napoli,none
Marco Verratti,Delfino Pescara 1936,none
Edinson Cavani,SSC Napoli,none
Blaise Matuidi,AS Saint-Étienne,none
Edinson Cavani,SSC Napoli,none
Antoine Bernede,Paris Saint-Germain B,none
Edinson Cavani,SSC Napoli,none
Hatem Ben Arfa,OGC Nice,none
Edinson Cavani,SSC Napoli,none
Neymar,FC Barcelona,"Ankle Surgery - Return expected on Jun 30, 2023"
Edinson Cavani,SSC Napoli,none
Jesé,Real Madrid,none
Edinson Cavani,SSC Napoli,none
Lucas Moura,São Paulo Futebol Clube,none
Edinson Cavani,SSC Napoli,none
Gonçalo Guedes,SL Benfica,none
Edinson Cavani,SSC Napoli,none
Kylian Mbappé,AS Monaco,none
Edinson Cavani,SSC Napoli,none
Diego Benaglio,VfL Wolfsburg,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Loïc Badiashile,AS Monaco U19,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Jemerson,Clube Atlético Mineiro,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Almamy Touré,AS Monaco U19,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Safwan Mbaé,none,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Julien Serrano,AS Monaco B,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Pierre-Daniel Nguinda,none,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Kévin N'Doram,AS Monaco B,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Youri Tielemans,RSC Anderlecht,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Soualiho Meïté,SV Zulte Waregem,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Thomas Lemar,SM Caen,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Boschilia,São Paulo Futebol Clube,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Adama Diakhaby,Stade Rennais FC,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Rony Lopes,Manchester City,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Jordi Mboula,FC Barcelona U19,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Moussa Sylla,AS Monaco U19,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Keita Baldé,SS Lazio,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Stevan Jovetic,Inter Milan,none
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Pietro Pellegri,Genoa CFC,"Returned after loan spell with Torino FC; date: Jun 30, 2022; fee: End of loan"
Radamel Falcao,Atlético de Madrid,Dead Leg - Return unknown
Mathieu Gorgelin,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Dorian Grange,none,none
Mariano Díaz,Real Madrid,none
Mouctar Diakhaby,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Mapou Yanga-Mbiwa,AS Roma,none
Mariano Díaz,Real Madrid,none
Jérémy Morel,Olympique Marseille,none
Mariano Díaz,Real Madrid,none
Ferland Mendy,AC Le Havre,none
Mariano Díaz,Real Madrid,none
Louis Nganioni,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Kenny Tete,Ajax Amsterdam,none
Mariano Díaz,Real Madrid,none
Lucas Tousart,Hertha BSC,none
Mariano Díaz,Real Madrid,none
Elisha Owusu,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Tanguy Ndombélé,Tottenham Hotspur,none
Mariano Díaz,Real Madrid,none
Clément Grenier,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Pape Cheikh,Celta de Vigo,none
Mariano Díaz,Real Madrid,none
Maxwel Cornet,FC Metz,none
Mariano Díaz,Real Madrid,none
Myziane Maolida,Olympique Lyon U19,Ill - Return unknown
Mariano Díaz,Real Madrid,none
Memphis Depay,Manchester United,none
Mariano Díaz,Real Madrid,none
Amine Gouiri,Olympique Lyon B,none
Mariano Díaz,Real Madrid,none
Yohann Pelé,FC Sochaux-Montbéliard,none
Valère Germain,AS Monaco,none
Romain Cagnon,Without Club,none
Valère Germain,AS Monaco,none
Aymen Abdennour,Valencia CF,none
Valère Germain,AS Monaco,none
Tomas Hubocan,Dinamo Moscow,none
Valère Germain,AS Monaco,none
Jordan Amavi,Aston Villa,none
Valère Germain,AS Monaco,none
Henri Bedimo,Olympique Lyon,none
Valère Germain,AS Monaco,none
Hiroki Sakai,Hannover 96,none
Valère Germain,AS Monaco,none
Luiz Gustavo,VfL Wolfsburg,none
Valère Germain,AS Monaco,none
Grégory Sertic,FC Girondins Bordeaux,none
Valère Germain,AS Monaco,none
Morgan Sanson,Montpellier HSC,none
Valère Germain,AS Monaco,none
Dimitri Payet,West Ham United,Suspension through sports court -  - Ligue 1 - 3 matchdays
Valère Germain,AS Monaco,none
Lucas Ocampos,AS Monaco,none
Valère Germain,AS Monaco,none
Clinton N'Jie,Tottenham Hotspur,none
Valère Germain,AS Monaco,none
Konstantinos Mitroglou,SL Benfica,none
Valère Germain,AS Monaco,none
Yoan Cardinale,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Yannis Clementia,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Marlon,FC Barcelona,none
Ignatius Ganago,OGC Nice B,none
Olivier Boscagli,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Gautier Lloris,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Dalbert,Vitória Guimarães SC,"Cruciate Ligament Injury - Return expected on Jun 22, 2023"
Ignatius Ganago,OGC Nice B,none
Romain Perraud,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Patrick Burner,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Pierre Lees-Melou,Dijon FCO,none
Ignatius Ganago,OGC Nice B,none
Adrien Tamèze,Valenciennes FC,none
Ignatius Ganago,OGC Nice B,none
Jean Michaël Seri,FC Paços de Ferreira,none
Ignatius Ganago,OGC Nice B,none
Vincent Koziello,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Jean-Victor Makengo,SM Caen,none
Ignatius Ganago,OGC Nice B,none
Valentin Eysseric,AS Monaco,none
Ignatius Ganago,OGC Nice B,none
Allan Saint-Maximin,AS Monaco,none
Ignatius Ganago,OGC Nice B,none
Vincent Marcel,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Hicham Mahou,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Ihsan Sacko,RC Strasbourg Alsace,none
Ignatius Ganago,OGC Nice B,none
Lamine Diaby-Fadiga,OGC Nice B,none
Ignatius Ganago,OGC Nice B,none
Jérôme Prior,FC Girondins Bordeaux B,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Over Mandanda,FC Girondins Bordeaux B,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Pablo,Associação Atlética Ponte Preta,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Paul Baysse,Málaga CF,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Igor Lewczuk,Legia Warszawa,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Maxime Poundjé,FC Girondins Bordeaux B,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Youssouf Sabaly,Paris Saint-Germain,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Thomas Carrique,FC Girondins Bordeaux B,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Jérémy Toulalan,AS Monaco,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Soualiho Meïté,AS Monaco,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Younousse Sankharé,LOSC Lille,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Mauro Arambarri,Defensor Sporting Club,Ankle Injury - Return unknown
Aaron Boupendza,FC Girondins Bordeaux B,none
Matheus Pereira,Juventus FC,none
Aaron Boupendza,FC Girondins Bordeaux B,none
François Kamano,SC Bastia,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Malcom,Sport Club Corinthians Paulista,Red card suspension -  - Russian Cup - 6 matchdays
Aaron Boupendza,FC Girondins Bordeaux B,none
Martin Braithwaite,Middlesbrough FC,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Gaëtan Laborde,FC Girondins Bordeaux B,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Ervin Taha,none,none
Aaron Boupendza,FC Girondins Bordeaux B,none
Abdoulaye Diallo,Stade Rennais FC B,none
Jordan Tell,SM Caen B,none
Edvinas Gertmonas,FK Atlantas Klaipeda (–2020),none
Jordan Tell,SM Caen B,none
Jérémy Gélin,Stade Rennais FC B,none
Jordan Tell,SM Caen B,none
Gerzino Nyamsi,Stade Rennais FC B,none
Jordan Tell,SM Caen B,none
Ramy Bensebaini,Paradou AC,none
Jordan Tell,SM Caen B,none
Ludovic Baal,RC Lens,none
Jordan Tell,SM Caen B,none
Namakoro Diallo,none,none
Jordan Tell,SM Caen B,none
Mehdi Zeffane,Olympique Lyon,none
Jordan Tell,SM Caen B,none
Benjamin André,AC Ajaccio,none
Jordan Tell,SM Caen B,none
Sanjin Prcic,FC Sochaux-Montbéliard,none
Jordan Tell,SM Caen B,none
Benjamin Bourigeaud,RC Lens,none
Jordan Tell,SM Caen B,none
Anthony Ribelin,Montpellier HSC,none
Jordan Tell,SM Caen B,none
Sébastien Salles-Lamonge,none,none
Jordan Tell,SM Caen B,none
Armand Laurienté,Stade Rennais FC B,Knee Surgery - Return unknown
Jordan Tell,SM Caen B,none
Wahbi Khazri,Sunderland AFC,none
Jordan Tell,SM Caen B,none
Diafra Sakho,West Ham United,none
Jordan Tell,SM Caen B,none
Brandon Thomas,RCD Mallorca,none
Jordan Tell,SM Caen B,none
Mauro Goicoechea,FC Arouca,none
Corentin Jean,AS Monaco,none
Issa Diop,Toulouse FC U19,none
Corentin Jean,AS Monaco,none
Steven Fortes,AC Le Havre,none
Corentin Jean,AS Monaco,none
François Moubandje,Servette FC,Unknown Injury - Return unknown
Corentin Jean,AS Monaco,none
Steeve Yago,Toulouse FC B,none
Corentin Jean,AS Monaco,none
Giannelli Imbula,Stoke City,none
Corentin Jean,AS Monaco,none
Ibrahim Sangaré,AS Denguélé d’Odienné,none
Corentin Jean,AS Monaco,none
Yann Bodiger,Toulouse FC B,none
Corentin Jean,AS Monaco,none
Somália,Ferencvárosi TC,none
Corentin Jean,AS Monaco,none
Jordan Sebban,Toulouse FC B,none
Corentin Jean,AS Monaco,none
Quentin Boisgard,Toulouse FC B,none
Corentin Jean,AS Monaco,none
Max Gradel,AFC Bournemouth,none
Corentin Jean,AS Monaco,none
Andy Delort,Tigres UANL,none
Corentin Jean,AS Monaco,none
Yaya Sanogo,Arsenal FC,none
Corentin Jean,AS Monaco,none
Anthony Maisonnial,none,none
Alexander Söderlund,Rosenborg BK,none
Alexis Guendouz,AS Saint-Étienne B,none
Alexander Söderlund,Rosenborg BK,none
Mathieu Debuchy,Arsenal FC,none
Alexander Söderlund,Rosenborg BK,none
Kévin Théophile-Catherine,Cardiff City,none
Alexander Söderlund,Rosenborg BK,none
Florentin Pogba,CS Sedan-Ardennes,"No eligibility - until May 31, 2023 - Indian Super League"
Alexander Söderlund,Rosenborg BK,none
Wesley Fofana,AS Saint-Étienne B,none
Alexander Söderlund,Rosenborg BK,none
Cheikh M'Bengue,Stade Rennais FC,none
Alexander Söderlund,Rosenborg BK,none
Alexandros Katranis,Atromitos Athen,none
Alexander Söderlund,Rosenborg BK,none
Saidy Janko,Celtic FC,none
Alexander Söderlund,Rosenborg BK,none
Assane Dioussé,Empoli FC ,none
Alexander Söderlund,Rosenborg BK,none
Vincent Pajot,Stade Rennais FC,none
Alexander Söderlund,Rosenborg BK,none
Rayan Souici,AS Saint-Étienne B,none
Alexander Söderlund,Rosenborg BK,none
Hernani,Zenit St. Petersburg,none
Alexander Söderlund,Rosenborg BK,none
Mahdi Camara,AS Saint-Étienne B,none
Alexander Söderlund,Rosenborg BK,none
Oussama Tannane,Heracles Almelo,none
Alexander Söderlund,Rosenborg BK,none
Jonathan Bamba,AS Saint-Étienne B,none
Alexander Söderlund,Rosenborg BK,none
Kévin Monnet-Paquet,FC Lorient,none
Alexander Söderlund,Rosenborg BK,none
Robert Beric,Rapid Vienna,none
Alexander Söderlund,Rosenborg BK,none
Romain Hamouma,SM Caen,Unknown Injury - Return unknown
Alexander Söderlund,Rosenborg BK,none
Samy Baghdadi,none,none
Alexander Söderlund,Rosenborg BK,none
Maxime Dupé,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Quentin Braat,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Chidozie Awaziem,FC Porto B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Nicolas Pallois,FC Girondins Bordeaux,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Anthony Walongwa,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Lucas Lima,FC Arouca,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Léo Dubois,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
David Alcibiade,Without Club,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Rene Krhin,Granada CF,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Valentin Rongier,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Jules Iloki,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Adrien Thomasson,FC Évian Thonon Gaillard,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Abdoulaye Dabo,none,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Alexander Kacaniklic,Fulham FC,Cruciate Ligament Injury - Return unknown
Santy Ngom,La Suze-sur-Sarthe FC,none
Mariusz Stepinski,Ruch Chorzow,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Kolbeinn Sigthórsson,Ajax Amsterdam,Foot surgery - Return unknown
Santy Ngom,La Suze-sur-Sarthe FC,none
Yacine Bammou,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Randal Kolo Muani,FC Nantes B,none
Santy Ngom,La Suze-sur-Sarthe FC,none
Hervé Koffi,ASEC Mimosas,none
Lebo Mothiba,LOSC Lille B,none
Adama Soumaoro,LOSC Lille B,"Patella rupture - Return expected on Feb 1, 2024"
Lebo Mothiba,LOSC Lille B,none
Júnior Alonso,Club Cerro Porteño,none
Lebo Mothiba,LOSC Lille B,none
Fodé Ballo-Touré,Paris Saint-Germain B,none
Lebo Mothiba,LOSC Lille B,none
Ruben Droehnle,none,none
Lebo Mothiba,LOSC Lille B,none
Kévin Malcuit,AS Saint-Étienne,none
Lebo Mothiba,LOSC Lille B,none
Thiago Mendes,São Paulo Futebol Clube,none
Lebo Mothiba,LOSC Lille B,none
Thiago Maia,Santos FC,none
Lebo Mothiba,LOSC Lille B,none
Yves Bissouma,AS Real Bamako,Ankle Fracture - Return unknown
Lebo Mothiba,LOSC Lille B,none
Rominigue Kouamé,LOSC Lille B,none
Lebo Mothiba,LOSC Lille B,none
Chahreddine Boukholda,none,none
Lebo Mothiba,LOSC Lille B,none
Farès Bahlouli,AS Monaco,none
Lebo Mothiba,LOSC Lille B,none
Luiz Araújo,São Paulo Futebol Clube,"Indirect card suspension - until May 29, 2023 - Major League Soccer - 1 matchday"
Lebo Mothiba,LOSC Lille B,none
Imad Faraj,LOSC Lille B,none
Lebo Mothiba,LOSC Lille B,none
Nicolas de Préville,KV Oostende,none
Lebo Mothiba,LOSC Lille B,none
Ezequiel Ponce,AS Roma,none
Lebo Mothiba,LOSC Lille B,none
Laurent Pionnier,HSC Montpellier B,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Pedro Mendes,Stade Rennais FC,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Daniel Congré,FC Toulouse,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Bryan Passi,HSC Montpellier B,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Nicolas Cozza,HSC Montpellier U19,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Morgan Poaty,HSC Montpellier B,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Ruben Aguilar,AJ Auxerre,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Ellyes Skhiri,HSC Montpellier B,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Facundo Píriz,Akhmat Grozny,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Killian Sanson,Thonon Évian Savoie FC,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Keagan Dolly,Mamelodi Sundowns FC,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Jonathan Ikoné,Paris Saint-Germain,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Giovanni Sio,Stade Rennais FC,Unknown Injury - Return unknown
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Kévin Bérigaud,FC Évian Thonon Gaillard,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Yanis Ammour,HSC Montpellier B,none
Jérémie Porsan-Clémente,Olympique de Marseille B,"Torn Knee Ligament - Return expected on Oct 1, 2023"
Benjamin Leroy,Thonon Évian Savoie FC,none
Mamadou Thiam,Dijon FCO B,none
Papy Djilobodji,Sunderland AFC,none
Mamadou Thiam,Dijon FCO B,none
Cédric Yambéré,FC Girondins Bordeaux,none
Mamadou Thiam,Dijon FCO B,none
Ádám Lang,Videoton FC,none
Mamadou Thiam,Dijon FCO B,none
Théo Barbet,FCO Dijon U19,none
Mamadou Thiam,Dijon FCO B,none
Valentin Rosier,Rodez AF,none
Mamadou Thiam,Dijon FCO B,none
Vincent Rüfli,FC Sion,none
Mamadou Thiam,Dijon FCO B,none
Erwan Maury,Dijon FCO B,none
Mamadou Thiam,Dijon FCO B,none
Xeka,LOSC Lille,Injury to the ankle - Return unknown
Mamadou Thiam,Dijon FCO B,none
Mehdi Abeid,Panathinaikos Athens,none
Mamadou Thiam,Dijon FCO B,none
Enzo Loiodice,Dijon FCO B,none
Mamadou Thiam,Dijon FCO B,none
Florent Balmont,LOSC Lille,none
Mamadou Thiam,Dijon FCO B,none
Frédéric Sammaritano,AJ Auxerre,none
Mamadou Thiam,Dijon FCO B,none
Adrián Sahibeddine,none,none
Mamadou Thiam,Dijon FCO B,none
Clément Billemaz,none,Cruciate Ligament Surgery - Return unknown
Mamadou Thiam,Dijon FCO B,none
Wesley Saïd,Stade Rennais FC,none
Mamadou Thiam,Dijon FCO B,none
Benjamin Jeannot,FC Lorient,none
Mamadou Thiam,Dijon FCO B,none
Jean-Christophe Bouet,USL Dunkerque,none
Bachibou Koita,Amiens SC B,none
Gauthier Banaziak,Amiens SC B,none
Bachibou Koita,Amiens SC B,none
Prince Gouano,Atalanta BC,none
Bachibou Koita,Amiens SC B,none
Danilo Avelar,Torino FC,none
Bachibou Koita,Amiens SC B,none
Oualid El Hajjam,Amiens SC B,none
Bachibou Koita,Amiens SC B,none
Thomas Monconduit,Without Club,none
Bachibou Koita,Amiens SC B,none
Mathieu Bodmer,EA Guingamp,none
Bachibou Koita,Amiens SC B,none
Sekou Baradji,Without Club,none
Bachibou Koita,Amiens SC B,none
Bongani Zungu,Vitória Guimarães SC,none
Bachibou Koita,Amiens SC B,none
Georges Gope-Fenepej,ESTAC Troyes,none
Bachibou Koita,Amiens SC B,none
Nathan,Chelsea FC,none
Bachibou Koita,Amiens SC B,none
Matheus Cassini,none,"Collarbone fracture - Return expected on Jul 10, 2023"
Bachibou Koita,Amiens SC B,none
Stiven Mendoza,Sport Club Corinthians Paulista,none
Bachibou Koita,Amiens SC B,none
Harrison Manzala,AC Le Havre,none
Bachibou Koita,Amiens SC B,none
Quentin Cornette,Montpellier HSC,none
Bachibou Koita,Amiens SC B,none
Lacina Traore,AS Monaco,none
Bachibou Koita,Amiens SC B,none
Brighton Labeau,AS Monaco B,none
Bachibou Koita,Amiens SC B,none
Alexandre Letellier,Paris Saint-Germain B,none
Wilfried Kanga,Paris Saint-Germain U19,none
Anthony Mandréa,Angers SCO B,none
Wilfried Kanga,Paris Saint-Germain U19,none
Vincent Manceau,Angers SCO B,none
Wilfried Kanga,Paris Saint-Germain U19,none
Mateo Pavlovic,SV Werder Bremen,none
Wilfried Kanga,Paris Saint-Germain U19,none
Yoann Andreu,GFC Ajaccio,none
Wilfried Kanga,Paris Saint-Germain U19,none
Rayan Aït-Nouri,Angers SCO U19,none
Wilfried Kanga,Paris Saint-Germain U19,none
Maxime Sivis,none,none
Wilfried Kanga,Paris Saint-Germain U19,none
Prince Oniangué,Wolverhampton Wanderers,none
Wilfried Kanga,Paris Saint-Germain U19,none
Thomas Mangani,Chievo Verona,"Red card suspension - until May 28, 2023 - cross-competition - 2 matchdays"
Wilfried Kanga,Paris Saint-Germain U19,none
Loïc Puyo,AS Nancy-Lorraine,none
Wilfried Kanga,Paris Saint-Germain U19,none
Angelo Fulgini,Valenciennes FC,none
Wilfried Kanga,Paris Saint-Germain U19,none
Gilles Sunu,FC Évian Thonon Gaillard,none
