,player_id,name,birth_date,height,main_position,foot,agent
6532,844637,Marc Pubill,2003-06-20,190.0,Defender Right Back,right,
6533,71905,Coke,1987-04-26,176.0,Defender Right Back,right,Gesport Espizua SL
6534,718177,Joseda Álvarez,2001-01-22,183.0,Defender Right Back,right,Proneo Sports S.L.
6535,328480,Pepelu,1998-08-11,186.0,midfield Defensive Midfield,right,Wasserman
6536,205569,Mickaël Malsa,1995-10-12,179.0,midfield Defensive Midfield,right,SBB Global
6537,168959,Nemanja Radoja,1993-02-06,186.0,midfield Defensive Midfield,right,
6538,151470,Nikola Vukcevic,1991-12-13,187.0,midfield Defensive Midfield,left,
6539,120095,José Campaña,1993-05-31,179.0,midfield Central Midfield,right,Niagara Sur
6540,162056,Gonzalo Melero,1994-01-02,183.0,midfield Central Midfield,right,Bahía Internacional
6541,568835,Pablo Martínez,1998-02-22,182.0,midfield Central Midfield,right,
6542,405564,Giorgi Kochorashvili,1999-06-29,176.0,midfield Central Midfield,right,KHALENA SPORT
6543,856156,Carlos Benítez,2002-11-25,175.0,midfield Central Midfield,right,Minguella Football ...
6544,245014,Enis Bardhi,1995-07-02,172.0,midfield Attacking Midfield,right,
6545,611198,Álex Blesa,2002-01-15,180.0,midfield Attacking Midfield,left,Wasserman
6546,638235,Alejandro Cantero,2000-06-08,184.0,Attack Left Winger,right,ABADSPORT
6547,455181,Jorge de Frutos,1997-02-20,173.0,Attack Right Winger,right,Niagara Sports ...
6548,172142,Hernâni,1991-08-20,180.0,Attack Right Winger,left,Leaguepro LDA
6549,212391,Roger Martí,1991-01-03,179.0,Attack Centre Forward,right,Promoesport
6550,252677,José Luis Morales,1987-07-23,180.0,Attack Centre Forward,right,ABADSPORT
6551,422460,Dani Gómez,1998-07-30,178.0,Attack Centre Forward,right,Manuel García ...
6552,34870,Roberto Soldado,1985-05-27,180.0,Attack Centre Forward,right,Toldra Consulting ...
6553,668041,Omar Faraj,2002-03-09,182.0,Attack Centre Forward,right,11MANGMT
6554,207302,Sergio Rico,1993-09-01,196.0,Goalkeeper,right,YOU FIRST
