season,Age,player_id,season_short
2015,18,312553,15/16
2015,19,250431,15/16
2015,25,61644,15/16
2015,26,30670,15/16
2015,25,46001,15/16
2015,21,158697,15/16
2015,26,45509,15/16
2015,29,39909,15/16
2015,29,23825,15/16
2015,26,43261,15/16
2015,22,76560,15/16
2015,27,75287,15/16
2015,25,61637,15/16
2015,19,251664,15/16
2015,27,33027,15/16
2015,29,39037,15/16
2015,20,203348,15/16
2015,21,183318,15/16
2015,31,10642,15/16
2015,22,179471,15/16
2015,22,170929,15/16
2015,20,183321,15/16
2015,18,312533,15/16
2015,29,33478,15/16
2015,24,49499,15/16
2015,18,256773,15/16
2015,23,92381,15/16
2015,19,258188,15/16
2015,23,61842,15/16
2015,21,246968,15/16
2015,20,51152,15/16
2015,30,33952,15/16
2015,18,250426,15/16
2015,27,67283,15/16
2015,20,257293,15/16
2015,20,214056,15/16
2015,31,10003,15/16
2015,35,16947,15/16
2015,18,316125,15/16
2015,28,37442,15/16
2015,24,225083,15/16
2015,25,73491,15/16
2015,23,73522,15/16
2015,25,61560,15/16
2015,19,292417,15/16
2015,20,261738,15/16
2015,24,171424,15/16
2015,20,224673,15/16
2015,29,79642,15/16
2015,28,16911,15/16
2015,42,3357,15/16
2015,30,2998,15/16
2015,22,128906,15/16
2015,29,6636,15/16
2015,34,3296,15/16
2015,26,55687,15/16
2015,31,19041,15/16
2015,26,56872,15/16
2015,32,33065,15/16
2015,22,157506,15/16
2015,21,229970,15/16
2015,17,383152,15/16
2015,28,197838,15/16
2015,28,54890,15/16
2015,22,251914,15/16
2015,23,138335,15/16
2015,20,120186,15/16
2015,26,53173,15/16
2015,23,74228,15/16
2015,29,31642,15/16
2015,30,3881,15/16
2015,22,130756,15/16
2015,22,147034,15/16
2015,32,13427,15/16
2015,29,15760,15/16
2015,17,335541,15/16
2015,31,3306,15/16
2015,24,44675,15/16
2015,27,62049,15/16
2015,34,4072,15/16
2015,22,128899,15/16
2015,39,3146,15/16
2015,27,45861,15/16
2015,26,43763,15/16
2015,27,30456,15/16
2015,22,107617,15/16
2015,30,15773,15/16
2015,31,12124,15/16
2015,29,28990,15/16
2015,23,86792,15/16
2015,28,34838,15/16
2015,19,242280,15/16
2015,33,12516,15/16
2015,26,41384,15/16
2015,25,81999,15/16
2015,20,242417,15/16
2015,26,75890,15/16
2015,19,242681,15/16
2015,30,67355,15/16
2015,24,67421,15/16
2015,26,67416,15/16
2015,20,184398,15/16
2015,32,66550,15/16
2015,19,214666,15/16
2015,25,63342,15/16
2015,26,40613,15/16
2015,19,265471,15/16
2015,21,171260,15/16
2015,25,45403,15/16
2015,30,14066,15/16
2015,20,374889,15/16
2015,17,319301,15/16
2015,27,37787,15/16
2015,30,29692,15/16
2015,26,85475,15/16
2015,23,85289,15/16
2015,17,297212,15/16
2015,26,66219,15/16
2015,23,130216,15/16
2015,20,197910,15/16
2015,26,81796,15/16
2015,23,71292,15/16
2015,32,40043,15/16
2015,25,90466,15/16
2015,25,77932,15/16
2015,22,189070,15/16
2015,27,37011,15/16
2015,29,22388,15/16
2015,28,66518,15/16
2015,28,37981,15/16
2015,29,76799,15/16
2015,26,162395,15/16
2015,21,183161,15/16
2015,29,35583,15/16
2015,27,111508,15/16
2015,26,63494,15/16
2015,28,9966,15/16
2015,29,74768,15/16
2015,22,177771,15/16
2015,32,3668,15/16
2015,23,129554,15/16
2015,25,44948,15/16
2015,27,65477,15/16
2015,23,101500,15/16
2015,34,19059,15/16
2015,20,223790,15/16
2015,20,177476,15/16
2015,26,59606,15/16
2015,26,86793,15/16
2015,26,69912,15/16
2015,31,41112,15/16
2015,27,58576,15/16
2015,27,100507,15/16
2015,30,21905,15/16
2015,29,14081,15/16
2015,21,148907,15/16
2015,27,107427,15/16
2015,29,28261,15/16
2015,26,62121,15/16
2015,19,314959,15/16
2015,20,245765,15/16
2015,25,95976,15/16
2015,28,62688,15/16
2015,33,36861,15/16
2015,32,29974,15/16
2015,25,125868,15/16
2015,20,245334,15/16
2015,25,78959,15/16
2015,20,261367,15/16
2015,27,41416,15/16
2015,23,57207,15/16
2015,19,244290,15/16
2015,19,244125,15/16
2015,26,75471,15/16
2015,27,46791,15/16
2015,26,81801,15/16
2015,27,42411,15/16
2015,31,8883,15/16
2015,24,121223,15/16
2015,28,45494,15/16
2015,36,12814,15/16
2015,28,38145,15/16
2015,34,25553,15/16
2015,20,244309,15/16
2015,22,141655,15/16
2015,25,92572,15/16
2015,30,28336,15/16
2015,29,29434,15/16
2015,29,47995,15/16
2015,28,34409,15/16
2015,16,432293,15/16
2015,21,170322,15/16
2015,22,145988,15/16
2015,19,244130,15/16
2015,22,95435,15/16
2015,25,196522,15/16
2015,31,19085,15/16
2015,30,49319,15/16
2015,23,111426,15/16
2015,22,129085,15/16
2015,22,177859,15/16
2015,18,265132,15/16
2015,18,319817,15/16
2015,27,32617,15/16
2015,22,164771,15/16
2015,25,91317,15/16
2015,25,126665,15/16
2015,23,110861,15/16
2015,22,127987,15/16
2015,19,203460,15/16
2015,16,309841,15/16
2015,29,22165,15/16
2015,23,108354,15/16
2015,28,37148,15/16
2015,20,183299,15/16
2015,17,412660,15/16
2015,30,39471,15/16
2015,22,110867,15/16
2015,20,210662,15/16
2015,25,98240,15/16
2015,24,62638,15/16
2015,27,57515,15/16
2015,21,197791,15/16
2015,17,282820,15/16
2015,21,241229,15/16
2015,30,3548,15/16
2015,30,9619,15/16
2015,29,51226,15/16
2015,19,251289,15/16
2015,23,126014,15/16
2015,19,243690,15/16
2015,33,3876,15/16
2015,26,31552,15/16
2015,19,204103,15/16
2015,17,282821,15/16
2015,26,39908,15/16
2015,26,63824,15/16
2015,16,314237,15/16
2015,24,74088,15/16
2015,21,196722,15/16
2015,29,67303,15/16
2015,31,12127,15/16
2015,27,38073,15/16
2015,22,128912,15/16
2015,31,12704,15/16
2015,28,45272,15/16
2015,26,38388,15/16
2015,28,36608,15/16
2015,27,87789,15/16
2015,19,203127,15/16
2015,23,128229,15/16
2015,18,294057,15/16
2015,20,199528,15/16
2015,20,199527,15/16
2015,29,44624,15/16
2015,28,35855,15/16
2015,27,36884,15/16
2015,28,29712,15/16
2015,24,121388,15/16
2015,28,33951,15/16
2015,25,67252,15/16
2015,19,198516,15/16
2015,25,82281,15/16
2015,29,12384,15/16
2015,28,49327,15/16
2015,27,45395,15/16
2015,32,3995,15/16
2015,20,207771,15/16
2015,26,43193,15/16
2015,33,24589,15/16
2015,29,15921,15/16
2015,21,129078,15/16
2015,28,12763,15/16
2015,21,183334,15/16
2015,27,42513,15/16
2015,21,203464,15/16
2015,32,3838,15/16
2015,20,186923,15/16
2015,27,42412,15/16
2015,25,121477,15/16
2015,32,25248,15/16
2015,18,268527,15/16
2015,25,121686,15/16
2015,27,45330,15/16
2015,29,27614,15/16
2015,28,37171,15/16
2015,26,85935,15/16
2015,22,200777,15/16
2015,18,284754,15/16
2015,19,159471,15/16
2015,21,128897,15/16
2015,26,64308,15/16
2015,27,39532,15/16
2015,32,13572,15/16
2015,31,22491,15/16
2015,18,245625,15/16
2015,26,73482,15/16
2015,32,4241,15/16
2015,35,40567,15/16
2015,27,17804,15/16
2015,26,74590,15/16
2015,17,387331,15/16
2015,30,36814,15/16
2015,31,3547,15/16
2015,17,314366,15/16
2015,31,37157,15/16
2015,24,61711,15/16
2015,16,314266,15/16
2015,25,80197,15/16
2015,33,49655,15/16
2015,16,296986,15/16
2015,27,33781,15/16
2015,40,3562,15/16
2015,24,102427,15/16
2015,35,3405,15/16
2015,19,257968,15/16
2015,28,36866,15/16
2015,21,136647,15/16
2015,24,57079,15/16
2015,27,37363,15/16
2015,19,258653,15/16
2015,30,31720,15/16
2015,18,320213,15/16
2015,27,38497,15/16
2015,21,248045,15/16
2015,19,307781,15/16
2015,32,3875,15/16
2015,20,218144,15/16
2015,28,47659,15/16
2015,21,130164,15/16
2015,18,240457,15/16
2015,29,27114,15/16
2015,28,87422,15/16
2015,34,3540,15/16
2015,24,52119,15/16
2015,23,108878,15/16
2015,21,255916,15/16
2015,17,357958,15/16
2015,25,60573,15/16
2015,26,40612,15/16
2015,30,39010,15/16
2015,20,218140,15/16
2015,24,96754,15/16
2015,25,77329,15/16
2015,27,31579,15/16
2015,30,44855,15/16
2015,29,29152,15/16
2015,30,4233,15/16
2015,18,300137,15/16
2015,22,253677,15/16
2015,27,37152,15/16
2015,30,15838,15/16
2015,19,293450,15/16
2015,16,435765,15/16
2015,25,90964,15/16
2015,30,13573,15/16
2015,18,416621,15/16
2015,25,44983,15/16
2015,25,55742,15/16
2015,27,10375,15/16
2015,25,92469,15/16
2015,21,146795,15/16
2015,26,104586,15/16
2015,23,123682,15/16
2015,27,35413,15/16
2015,24,198495,15/16
2015,21,134293,15/16
2015,18,386148,15/16
2015,35,15220,15/16
2015,23,111073,15/16
2015,18,399158,15/16
2015,24,90836,15/16
2015,37,3356,15/16
2015,28,56829,15/16
2015,18,419930,15/16
2015,28,61819,15/16
2015,27,42298,15/16
2015,19,398398,15/16
2015,24,61841,15/16
2015,18,391132,15/16
2015,28,29975,15/16
2015,24,61583,15/16
2015,21,225166,15/16
2015,25,87672,15/16
2015,28,36939,15/16
2015,20,416622,15/16
2015,22,110858,15/16
2015,31,45693,15/16
2015,23,91059,15/16
2015,33,57410,15/16
2015,20,255703,15/16
2015,16,398402,15/16
2016,29,33873,16/17
2016,23,60220,16/17
2016,30,27511,16/17
2016,20,245893,16/17
2016,26,57500,16/17
2016,22,154287,16/17
2016,19,236490,16/17
2016,27,74683,16/17
2016,29,8806,16/17
2016,21,198589,16/17
2016,25,59866,16/17
2016,24,85314,16/17
2016,22,176485,16/17
2016,19,222830,16/17
2016,27,52769,16/17
2016,24,186997,16/17
2016,28,65278,16/17
2016,27,44779,16/17
2016,24,108390,16/17
2016,33,34159,16/17
2016,22,128898,16/17
2016,21,157509,16/17
2016,23,148657,16/17
2016,22,131708,16/17
2016,35,3160,16/17
2016,32,36827,16/17
2016,22,181779,16/17
2016,25,225083,16/17
2016,21,128900,16/17
2016,23,147034,16/17
2016,20,202886,16/17
2016,21,186863,16/17
2016,20,294798,16/17
2016,25,50202,16/17
2016,20,131996,16/17
2016,22,179184,16/17
2016,18,258889,16/17
2016,20,201574,16/17
2016,28,54781,16/17
2016,30,46156,16/17
2016,19,203853,16/17
2016,30,15956,16/17
2016,33,26764,16/17
2016,31,26267,16/17
2016,25,53622,16/17
2016,33,13091,16/17
2016,25,88755,16/17
2016,21,134425,16/17
2016,16,406635,16/17
2016,28,26399,16/17
2016,34,19948,16/17
2016,22,186590,16/17
2016,30,9594,16/17
2016,18,258878,16/17
2016,30,7449,16/17
2016,19,277179,16/17
2016,31,20007,16/17
2016,18,251876,16/17
2016,28,51174,16/17
2016,26,50362,16/17
2016,19,261504,16/17
2016,30,35518,16/17
2016,16,314678,16/17
2016,29,70934,16/17
2016,20,192565,16/17
2016,19,363205,16/17
2016,19,295330,16/17
2016,32,26276,16/17
2016,20,183301,16/17
2016,27,42710,16/17
2016,22,175722,16/17
2016,23,122675,16/17
2016,19,307763,16/17
2016,23,192765,16/17
2016,25,95810,16/17
2016,25,77760,16/17
2016,20,186383,16/17
2016,24,69633,16/17
2016,19,243589,16/17
2016,23,91845,16/17
2016,17,387313,16/17
2016,22,132098,16/17
2016,18,345739,16/17
2016,29,17965,16/17
2016,17,282823,16/17
2016,29,43250,16/17
2016,18,341049,16/17
2016,25,50174,16/17
2016,26,95424,16/17
2016,19,341051,16/17
2016,20,249126,16/17
2016,19,258912,16/17
2016,26,46001,16/17
2016,28,19368,16/17
2016,20,207929,16/17
2016,21,215679,16/17
2016,24,111630,16/17
2016,17,314367,16/17
2016,22,207015,16/17
2016,27,73396,16/17
2016,23,111873,16/17
2016,20,253341,16/17
2016,30,27306,16/17
2016,26,44792,16/17
2016,21,191217,16/17
2016,25,74869,16/17
2016,18,287247,16/17
2016,25,50057,16/17
2016,22,143424,16/17
2016,31,15799,16/17
2016,17,340321,16/17
2016,27,35664,16/17
2016,18,326300,16/17
2016,18,340328,16/17
2016,24,131248,16/17
2016,29,82442,16/17
2016,25,67063,16/17
2016,23,127194,16/17
2016,34,5658,16/17
2016,21,220491,16/17
2016,30,76277,16/17
2016,25,149498,16/17
2016,31,6710,16/17
2016,30,43003,16/17
2016,18,340310,16/17
2016,24,126321,16/17
2016,23,160438,16/17
2016,18,314384,16/17
2016,23,111455,16/17
2016,19,228370,16/17
2016,18,285845,16/17
2016,20,242631,16/17
2016,18,314341,16/17
2016,27,33713,16/17
2016,27,40433,16/17
2016,20,197642,16/17
2016,29,30690,16/17
2016,20,192611,16/17
2016,20,289791,16/17
2016,26,93176,16/17
2016,24,117996,16/17
2016,26,12282,16/17
2016,19,258879,16/17
2016,26,54906,16/17
2016,30,14086,16/17
2016,19,315969,16/17
2016,26,99343,16/17
2016,31,2514,16/17
2016,27,55735,16/17
2016,23,141660,16/17
2016,20,289844,16/17
2016,18,258923,16/17
2016,20,182877,16/17
2016,30,3332,16/17
2016,20,214104,16/17
2016,25,59377,16/17
2016,23,110864,16/17
2016,19,258919,16/17
2016,22,286384,16/17
2016,26,103427,16/17
2016,18,342046,16/17
2016,20,183288,16/17
2016,19,258886,16/17
2016,30,33544,16/17
2016,18,315131,16/17
2016,34,3878,16/17
2016,23,122153,16/17
2016,28,39679,16/17
2016,19,289845,16/17
2016,28,44068,16/17
2016,15,392770,16/17
2016,34,3455,16/17
2016,17,396284,16/17
2016,23,85864,16/17
2016,28,55247,16/17
2016,24,82105,16/17
2016,30,26669,16/17
2016,25,85177,16/17
2016,23,128912,16/17
2016,20,262545,16/17
2016,29,41414,16/17
2016,22,200782,16/17
2016,25,49499,16/17
2016,30,3333,16/17
2016,18,337284,16/17
2016,16,344015,16/17
2016,24,200512,16/17
2016,19,236510,16/17
2016,24,131789,16/17
2016,21,148368,16/17
2016,16,406560,16/17
2016,28,50219,16/17
2016,23,203026,16/17
2016,39,5278,16/17
2016,26,37838,16/17
2016,19,256178,16/17
2016,23,207917,16/17
2016,17,314353,16/17
2016,22,119296,16/17
2016,20,222813,16/17
2016,20,279454,16/17
2016,26,61651,16/17
2016,18,372670,16/17
2016,28,43530,16/17
2016,24,80444,16/17
2016,19,279455,16/17
2016,26,47082,16/17
2016,23,134294,16/17
2016,33,4311,16/17
2016,25,11111,16/17
2016,19,348623,16/17
2016,22,156934,16/17
2016,31,13507,16/17
2016,27,68390,16/17
2016,26,56818,16/17
2016,35,3291,16/17
2016,26,126665,16/17
2016,28,33639,16/17
2016,30,21333,16/17
2016,18,406040,16/17
2016,23,96341,16/17
2016,19,306024,16/17
2016,23,238988,16/17
2016,26,101118,16/17
2016,19,318547,16/17
2016,31,67355,16/17
2016,33,13520,16/17
2016,21,220755,16/17
2016,23,110860,16/17
2016,19,258883,16/17
2016,23,93905,16/17
2016,22,131978,16/17
2016,25,45333,16/17
2016,18,314210,16/17
2016,19,268185,16/17
2016,29,14221,16/17
2016,32,8552,16/17
2016,23,121260,16/17
2016,29,51321,16/17
2016,27,37526,16/17
2016,17,314295,16/17
2016,19,264220,16/17
2016,26,92571,16/17
2016,21,186269,16/17
2016,22,236953,16/17
2016,22,258311,16/17
2016,26,66934,16/17
2016,24,101213,16/17
2016,20,247555,16/17
2016,20,242644,16/17
2016,18,391470,16/17
2016,18,337321,16/17
2016,26,57162,16/17
2016,18,342048,16/17
2016,26,104124,16/17
2016,26,139503,16/17
2016,26,120610,16/17
2016,20,289846,16/17
2016,29,71271,16/17
2016,23,111428,16/17
2016,28,48002,16/17
2016,26,42234,16/17
2016,32,12691,16/17
2016,23,157907,16/17
2016,22,181380,16/17
2016,20,242652,16/17
2016,33,28260,16/17
2016,19,345960,16/17
2016,17,357662,16/17
2016,29,31835,16/17
2016,20,242606,16/17
2016,16,391719,16/17
2016,23,135853,16/17
2016,26,45403,16/17
2016,24,82130,16/17
2016,17,396857,16/17
2016,27,48066,16/17
2016,22,284727,16/17
2016,26,95976,16/17
2016,18,341043,16/17
2016,32,33829,16/17
2016,29,54935,16/17
2016,27,57423,16/17
2016,26,40611,16/17
2016,21,226968,16/17
2016,27,60583,16/17
2016,24,66100,16/17
2016,20,167799,16/17
2016,21,226973,16/17
2016,27,36139,16/17
2016,22,129078,16/17
2016,23,226965,16/17
2016,26,129627,16/17
2016,29,37304,16/17
2016,18,356569,16/17
2016,28,52570,16/17
2016,24,195488,16/17
2016,35,3190,16/17
2016,24,139208,16/17
2016,27,81789,16/17
2016,22,163744,16/17
2016,26,91251,16/17
2016,20,250478,16/17
2016,24,112988,16/17
2016,25,104223,16/17
2016,21,181579,16/17
2016,31,28973,16/17
2016,20,315185,16/17
2016,22,232271,16/17
2016,19,286919,16/17
2016,26,53360,16/17
2016,20,227183,16/17
2016,29,45494,16/17
2016,21,295073,16/17
2016,27,61592,16/17
2016,34,36861,16/17
2016,21,244309,16/17
2016,26,125868,16/17
2016,26,92572,16/17
2016,18,464738,16/17
2016,25,74300,16/17
2016,32,17396,16/17
2016,30,29434,16/17
2016,30,47995,16/17
2016,24,57207,16/17
2016,19,320220,16/17
2016,27,75471,16/17
2016,28,46791,16/17
2016,21,353674,16/17
2016,27,81801,16/17
2016,29,45121,16/17
2016,28,42411,16/17
2016,25,121223,16/17
2016,31,23951,16/17
2016,37,12814,16/17
2016,26,47713,16/17
2016,29,62688,16/17
2016,21,183284,16/17
2016,23,141655,16/17
2016,26,78959,16/17
2016,18,477758,16/17
2016,31,28336,16/17
2016,18,378629,16/17
2016,28,41416,16/17
2016,29,34409,16/17
2016,20,244125,16/17
2016,17,432293,16/17
2016,22,170322,16/17
2016,23,145988,16/17
2016,20,244130,16/17
2016,24,61842,16/17
2016,25,50201,16/17
2016,23,95435,16/17
2016,21,273773,16/17
2016,23,233998,16/17
2016,27,21327,16/17
2016,31,2998,16/17
2016,36,16947,16/17
2016,30,6636,16/17
2016,29,37442,16/17
2016,24,111051,16/17
2016,26,73491,16/17
2016,24,73522,16/17
2016,23,157506,16/17
2016,22,229970,16/17
2016,25,171424,16/17
2016,28,174915,16/17
2016,30,79642,16/17
2016,29,16911,16/17
2016,28,67283,16/17
2016,21,214056,16/17
2016,32,10003,16/17
2016,29,50477,16/17
2016,19,341993,16/17
2016,19,316125,16/17
2016,19,274839,16/17
2016,19,246579,16/17
2016,27,56872,16/17
2016,26,61560,16/17
2016,20,292417,16/17
2016,18,398065,16/17
2016,23,168337,16/17
2016,29,197838,16/17
2016,29,54890,16/17
2016,33,13460,16/17
2016,40,3146,16/17
2016,24,112052,16/17
2016,27,43763,16/17
2016,30,31642,16/17
2016,19,347666,16/17
2016,31,3881,16/17
2016,17,430788,16/17
2016,32,12124,16/17
2016,30,28990,16/17
2016,30,15760,16/17
2016,19,312017,16/17
2016,16,338673,16/17
2016,27,81808,16/17
2016,27,41384,16/17
2016,18,286005,16/17
2016,23,128899,16/17
2016,24,138335,16/17
2016,21,120186,16/17
2016,28,45861,16/17
2016,24,74228,16/17
2016,20,258310,16/17
2016,31,15773,16/17
2016,23,130756,16/17
2016,26,51452,16/17
2016,24,86792,16/17
2016,29,34838,16/17
2016,32,3306,16/17
2016,28,62049,16/17
2016,35,4072,16/17
2016,35,19059,16/17
2016,29,66518,16/17
2016,29,37981,16/17
2016,30,76799,16/17
2016,29,38145,16/17
2016,18,479944,16/17
2016,18,479942,16/17
2016,28,100507,16/17
2016,18,476532,16/17
2016,25,93690,16/17
2016,25,112302,16/17
2016,23,127187,16/17
2016,19,479945,16/17
2016,24,129554,16/17
2016,17,499604,16/17
