,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
1979,192735,2020,25,Serie A,SSC Napoli,6195,midfield,False,33,15,14,0,0,2.07,0,0,0,0,2,0,0,15,0,139,0,9000000.0
1980,350219,2020,24,Serie A,SSC Napoli,6195,midfield,False,34,33,14,0,0,2.06,3,0,1,0,1,0,0,4,11,2577,859,45000000.0
1983,181136,2021,27,Serie A,SSC Napoli,6195,midfield,False,36,35,17,0,0,2.0,6,0,5,0,1,0,0,9,19,2098,350,40000000.0
1984,192735,2021,26,Serie A,SSC Napoli,6195,midfield,False,29,23,17,0,0,2.13,1,0,0,0,2,0,0,4,6,1688,1688,20000000.0
1985,240357,2021,25,Serie A,SSC Napoli,6195,midfield,False,2,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200000.0
1989,400489,2021,21,Serie A,SSC Napoli,6195,midfield,False,37,37,17,0,0,2.14,3,0,5,0,3,0,0,25,6,1600,533,24000000.0
1990,703245,2021,18,Serie A,SSC Napoli,6195,midfield,False,3,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1992,178313,2017,23,Ligue 1,RC Strasbourg Alsace,667,midfield,False,35,35,3,0,0,1.09,5,0,0,0,4,0,0,0,5,3010,602,3000000.0
1993,314940,2017,29,Ligue 1,RC Strasbourg Alsace,667,midfield,False,33,33,3,0,0,1.15,5,0,5,1,7,0,0,4,7,2605,521,2000000.0
1994,63186,2018,27,Serie A,Bologna FC 1909,1025,midfield,False,18,17,10,0,0,1.82,2,0,0,0,5,0,0,0,6,1494,747,7000000.0
1995,215616,2018,24,Serie A,Bologna FC 1909,1025,midfield,False,33,28,10,0,0,1.25,6,1,2,5,6,0,1,1,6,2363,394,10000000.0
1996,342405,2018,19,Serie A,Bologna FC 1909,1025,midfield,False,37,23,10,0,0,1.09,0,0,2,0,2,0,0,10,8,1174,0,4000000.0
1997,57995,2017,27,Bundesliga,VfL Wolfsburg,82,midfield,False,31,30,8,0,0,1.0,9,0,6,0,4,0,0,4,15,2248,250,7000000.0
1998,93704,2017,26,Bundesliga,VfL Wolfsburg,82,midfield,False,30,29,8,0,0,0.86,3,1,2,0,6,1,0,2,5,2406,802,7000000.0
2000,119277,2017,23,Bundesliga,VfL Wolfsburg,82,midfield,False,22,17,8,0,0,1.29,1,0,1,0,1,0,0,5,1,1224,1224,5000000.0
2001,280575,2017,19,Bundesliga,VfL Wolfsburg,82,midfield,False,12,4,8,0,0,1.5,0,0,0,0,0,0,0,3,0,124,0,200000.0
2003,60394,2021,28,Bundesliga,VfB Stuttgart,79,midfield,False,9,6,4,0,0,0.67,1,0,0,0,0,0,0,3,3,338,338,1000000.0
2004,146310,2021,28,Bundesliga,VfB Stuttgart,79,midfield,False,33,33,4,0,0,0.97,4,0,2,0,4,0,0,0,4,2902,726,8000000.0
2008,289592,2021,23,Bundesliga,VfB Stuttgart,79,midfield,False,30,28,4,0,0,0.89,1,0,4,0,4,0,0,6,14,1862,1862,15000000.0
2009,400546,2021,21,Bundesliga,VfB Stuttgart,79,midfield,True,12,8,4,0,0,1.0,0,0,0,0,1,0,0,4,2,401,0,1800000.0
2010,472243,2021,18,Bundesliga,VfB Stuttgart,79,midfield,False,5,4,4,0,0,1.0,0,0,0,0,0,0,0,4,0,27,0,800000.0
2011,493899,2021,20,Bundesliga,VfB Stuttgart,79,midfield,False,7,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,225000.0
2013,540302,2021,20,Bundesliga,VfB Stuttgart,79,midfield,False,24,15,4,0,0,0.8,0,0,1,0,2,0,0,8,6,600,0,2000000.0
2016,93726,2018,29,Ligue 1,Montpellier HSC,969,midfield,False,36,35,12,0,0,1.57,2,0,0,0,5,0,0,17,6,1777,889,2500000.0
2017,222859,2018,26,Ligue 1,Montpellier HSC,969,midfield,False,32,32,12,0,0,1.59,6,0,6,0,5,1,0,1,18,2582,430,9000000.0
2018,290587,2018,23,Ligue 1,Montpellier HSC,969,midfield,False,37,37,12,0,0,1.59,3,0,2,0,5,0,0,2,4,3091,1030,12000000.0
2021,222859,2019,27,Ligue 1,Montpellier HSC,969,midfield,False,25,25,8,0,0,1.44,6,0,3,0,5,0,0,6,9,1688,281,7000000.0
2022,624037,2019,17,Ligue 1,Montpellier HSC,969,midfield,False,25,20,8,0,0,1.55,0,0,1,0,3,1,0,7,5,1251,0,6300000.0
2024,127156,2020,28,Ligue 1,Montpellier HSC,969,midfield,False,27,27,6,0,0,1.56,5,0,5,2,6,0,1,1,10,2175,435,11000000.0
2030,230784,2020,27,Premier League,Arsenal FC,11,midfield,False,24,24,12,0,0,1.58,0,0,2,0,5,0,0,6,8,1535,0,40000000.0
2031,230784,2020,27,Premier League,Arsenal FC,11,midfield,False,24,24,12,0,0,1.58,0,0,2,0,5,0,0,6,8,1535,0,40000000.0
2032,285845,2020,22,Premier League,Arsenal FC,11,midfield,False,19,11,12,0,0,1.64,0,0,1,0,0,0,0,6,1,485,0,16000000.0
2033,285845,2020,22,Premier League,Arsenal FC,11,midfield,False,19,11,12,0,0,1.64,0,0,1,0,0,0,0,6,1,485,0,16000000.0
2034,316264,2020,21,Premier League,Arsenal FC,11,midfield,False,16,14,12,0,0,1.71,1,0,2,0,0,0,0,5,5,866,866,40000000.0
2035,319745,2020,23,Premier League,Arsenal FC,11,midfield,False,35,25,12,0,0,1.28,0,0,3,0,4,0,0,8,6,1613,0,27000000.0
2036,340329,2020,20,Premier League,Arsenal FC,11,midfield,False,17,7,12,0,0,1.57,0,0,0,0,1,0,0,5,1,234,0,16000000.0
2037,340329,2020,20,Premier League,Arsenal FC,11,midfield,False,17,7,12,0,0,1.57,0,0,0,0,1,0,0,5,1,234,0,16000000.0
2038,392765,2020,19,Premier League,Arsenal FC,11,midfield,False,23,20,12,0,0,2.0,2,0,4,0,0,0,0,2,11,1449,725,18000000.0
2041,160438,2021,28,Premier League,Arsenal FC,11,midfield,False,33,14,13,0,0,1.71,0,0,2,0,1,0,0,6,0,800,0,11000000.0
2043,285845,2021,23,Premier League,Arsenal FC,11,midfield,False,17,8,13,0,0,2.0,0,0,0,0,0,0,0,6,1,263,0,10000000.0
2045,381967,2021,21,Premier League,Arsenal FC,11,midfield,False,37,19,13,0,0,1.74,0,0,0,0,5,0,0,7,3,1130,0,14000000.0
2046,392765,2021,20,Premier League,Arsenal FC,11,midfield,False,35,33,13,0,0,1.73,10,0,2,0,1,0,0,12,11,1920,192,40000000.0
2047,547533,2021,18,Premier League,Arsenal FC,11,midfield,False,4,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
2053,202886,2020,24,Premier League,Fulham FC,931,midfield,True,32,30,9,0,0,0.83,1,0,0,0,3,0,0,9,12,1912,1912,18000000.0
2054,202886,2020,24,Premier League,Fulham FC,931,midfield,True,32,30,9,0,0,0.83,1,0,0,0,3,0,0,9,12,1912,1912,18000000.0
2058,342405,2019,20,Serie A,Bologna FC 1909,1025,midfield,False,36,25,2,0,0,1.2,1,0,1,0,2,0,0,13,10,1048,1048,5000000.0
2059,347900,2019,22,Serie A,Bologna FC 1909,1025,midfield,False,31,19,2,0,0,1.32,0,0,1,0,6,0,1,6,6,1082,0,3200000.0
2060,401920,2019,19,Serie A,Bologna FC 1909,1025,midfield,False,1,1,2,0,0,1.0,0,0,0,0,0,0,0,0,1,77,0,900000.0
2067,351749,2021,25,Premier League,Leeds United,399,midfield,False,23,20,5,0,0,1.2,0,0,1,0,4,0,0,2,2,1595,0,50000000.0
2069,534700,2021,21,Premier League,Leeds United,399,midfield,False,28,14,5,0,0,0.86,0,0,0,0,4,0,0,7,4,705,0,2500000.0
2071,587003,2021,18,Premier League,Leeds United,399,midfield,True,16,3,5,0,0,1.0,0,0,0,0,0,0,0,2,2,146,0,1000000.0
2075,190284,2019,22,Bundesliga,SV Werder Bremen,86,midfield,False,32,32,0,0,0,0.88,1,0,3,0,6,0,0,0,1,2856,2856,13000000.0
2077,190284,2020,23,Bundesliga,SV Werder Bremen,86,midfield,False,33,33,0,0,0,0.94,2,0,5,0,5,0,0,0,2,2943,1472,7500000.0
2078,71292,2018,26,Premier League,Newcastle United,762,midfield,False,23,16,11,0,0,0.94,1,0,1,0,1,0,0,6,2,944,944,15000000.0
2082,71292,2020,28,Premier League,Newcastle United,762,midfield,False,33,30,7,0,0,1.33,1,0,3,0,7,0,0,1,1,2617,2617,13000000.0
2083,92469,2020,30,Premier League,Newcastle United,762,midfield,False,30,18,7,0,0,1.5,0,1,3,0,2,0,0,3,4,1351,0,3000000.0
2087,340329,2020,20,Premier League,Newcastle United,762,midfield,False,15,14,7,0,0,1.43,8,0,0,0,0,0,0,3,4,979,122,16000000.0
2088,340329,2020,20,Premier League,Newcastle United,762,midfield,False,15,14,7,0,0,1.43,8,0,0,0,0,0,0,3,4,979,122,16000000.0
2090,484387,2020,20,Premier League,Newcastle United,762,midfield,False,18,5,7,0,0,0.2,0,0,0,0,0,0,0,1,1,377,0,5000000.0
2092,71292,2021,29,Premier League,Newcastle United,762,midfield,False,25,24,8,0,0,1.5,2,0,1,0,5,1,0,2,3,1986,993,10000000.0
2093,92469,2021,31,Premier League,Newcastle United,762,midfield,False,30,18,8,0,0,0.67,0,0,2,0,5,0,0,4,1,1334,0,1800000.0
2097,340329,2021,21,Premier League,Newcastle United,762,midfield,True,31,29,8,0,0,1.28,2,0,0,0,0,0,0,5,15,2045,1023,22000000.0
2099,520624,2021,23,Premier League,Newcastle United,762,midfield,False,17,17,8,0,0,2.0,5,0,1,0,4,0,0,6,4,1032,206,40000000.0
2100,567576,2021,18,Premier League,Newcastle United,762,midfield,False,5,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2102,72121,2021,33,Ligue 1,Clermont Foot 63,3524,midfield,False,32,32,9,0,0,1.03,0,1,1,0,7,0,2,0,4,2752,0,800000.0
2104,270411,2021,26,Ligue 1,Clermont Foot 63,3524,midfield,True,26,23,9,0,0,0.7,1,0,1,0,1,0,0,14,9,923,923,1500000.0
2107,594997,2021,24,Ligue 1,Clermont Foot 63,3524,midfield,False,24,24,9,0,0,0.96,1,0,1,0,2,0,0,5,4,1715,1715,2000000.0
2109,668503,2021,20,Ligue 1,Clermont Foot 63,3524,midfield,False,9,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
2111,806496,2021,20,Ligue 1,Clermont Foot 63,3524,midfield,False,7,5,9,0,0,1.0,0,0,0,0,1,0,1,5,0,63,0,200000.0
2118,207877,2021,28,Serie A,Atalanta BC,800,midfield,False,31,30,10,0,0,1.4,6,0,5,0,10,0,0,11,16,1596,266,28000000.0
2119,255450,2021,25,Serie A,Atalanta BC,800,midfield,False,33,19,10,0,0,1.42,2,0,4,0,0,0,0,12,6,764,382,10000000.0
2121,332179,2021,24,Serie A,Atalanta BC,800,midfield,False,34,27,10,0,0,1.67,1,0,1,0,0,0,0,9,15,1443,1443,16000000.0
2122,360518,2021,23,Serie A,Atalanta BC,800,midfield,False,34,30,10,0,0,1.6,4,1,1,0,4,0,0,7,6,2125,531,25000000.0
2124,487836,2021,19,Serie A,Atalanta BC,800,midfield,False,2,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
2125,487846,2021,19,Serie A,Atalanta BC,800,midfield,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,350000.0
2127,567472,2021,18,Serie A,Atalanta BC,800,midfield,False,2,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2128,616638,2021,19,Serie A,Atalanta BC,800,midfield,False,1,1,10,0,0,1.0,0,0,0,0,0,0,0,1,0,5,0,1000000.0
2131,290587,2017,22,Ligue 1,Montpellier HSC,969,midfield,False,35,35,14,0,0,1.4,4,0,1,0,8,0,0,0,3,3051,763,10000000.0
2133,127142,2018,28,Ligue 1,RC Strasbourg Alsace,667,midfield,False,24,23,9,0,0,1.35,3,0,1,2,9,0,0,0,2,2061,687,5000000.0
2137,569598,2018,19,Ligue 1,RC Strasbourg Alsace,667,midfield,False,27,17,9,0,0,1.35,2,0,1,0,0,0,0,7,3,908,454,5000000.0
2142,372712,2019,21,Ligue 1,RC Strasbourg Alsace,667,midfield,False,24,23,8,0,0,1.57,0,0,1,0,5,0,0,5,4,1598,0,4800000.0
2143,450050,2019,21,Ligue 1,RC Strasbourg Alsace,667,midfield,False,24,24,8,0,0,1.21,0,0,1,0,2,0,0,8,10,1499,0,3600000.0
2144,569598,2019,20,Ligue 1,RC Strasbourg Alsace,667,midfield,False,13,13,8,0,0,1.69,1,0,0,0,0,0,0,1,3,1010,1010,11000000.0
2147,178313,2020,26,Ligue 1,RC Strasbourg Alsace,667,midfield,True,27,27,8,0,0,1.19,2,0,2,0,9,0,0,1,11,2201,1101,4000000.0
2148,215977,2020,26,Ligue 1,RC Strasbourg Alsace,667,midfield,False,37,37,8,0,0,1.11,5,0,1,0,6,1,0,6,18,2638,528,6000000.0
2151,450050,2020,22,Ligue 1,RC Strasbourg Alsace,667,midfield,False,36,35,8,0,0,1.06,1,0,1,0,3,0,0,10,21,2051,2051,5500000.0
2155,413032,2019,20,Ligue 1,Stade Brestois 29,3911,midfield,True,20,19,7,0,0,1.16,0,0,1,0,2,0,0,1,3,1563,0,9000000.0
2156,474662,2019,21,Ligue 1,Stade Brestois 29,3911,midfield,False,16,8,7,0,0,1.13,0,0,0,0,1,0,0,6,1,231,0,525000.0
2157,684062,2019,19,Ligue 1,Stade Brestois 29,3911,midfield,False,4,2,7,0,0,2.0,1,0,0,0,0,0,0,1,0,140,140,725000.0
2158,93726,2020,31,Ligue 1,Stade Brestois 29,3911,midfield,False,24,22,7,0,0,1.27,0,0,0,0,4,0,1,3,8,1688,0,1000000.0
2160,255220,2020,32,Ligue 1,Stade Brestois 29,3911,midfield,True,24,17,7,0,0,0.53,1,0,0,0,0,0,0,9,8,579,579,700000.0
2161,413032,2020,21,Ligue 1,Stade Brestois 29,3911,midfield,False,5,5,7,0,0,1.2,0,0,0,0,1,0,0,0,2,442,0,15000000.0
2162,474662,2020,22,Ligue 1,Stade Brestois 29,3911,midfield,False,32,13,7,0,0,1.23,0,0,0,0,4,0,0,6,3,599,0,700000.0
2163,555076,2020,21,Ligue 1,Stade Brestois 29,3911,midfield,True,36,36,7,0,0,1.11,6,1,5,1,0,0,0,3,14,2902,484,13000000.0
2164,578872,2020,22,Ligue 1,Stade Brestois 29,3911,midfield,False,16,16,7,0,0,0.69,0,0,3,0,2,1,0,5,3,1008,0,4500000.0
2165,684062,2020,20,Ligue 1,Stade Brestois 29,3911,midfield,False,24,12,7,0,0,1.42,0,0,0,0,1,0,0,8,2,452,0,2000000.0
2167,138055,2021,27,Ligue 1,Stade Brestois 29,3911,midfield,False,34,31,7,0,0,1.29,0,0,0,0,2,0,0,5,7,2312,0,4000000.0
2169,353399,2021,25,Ligue 1,Stade Brestois 29,3911,midfield,False,23,19,7,0,0,1.58,0,0,7,0,1,0,1,6,12,982,0,3000000.0
2171,555076,2021,22,Ligue 1,Stade Brestois 29,3911,midfield,False,21,21,7,0,0,1.33,7,0,5,5,1,0,0,1,6,1800,257,15000000.0
2172,569384,2021,19,Ligue 1,Stade Brestois 29,3911,midfield,False,31,27,7,0,0,1.3,0,0,0,0,6,0,0,6,8,1870,0,7000000.0
2173,684062,2021,21,Ligue 1,Stade Brestois 29,3911,midfield,False,31,14,7,0,0,0.79,0,0,0,0,3,0,0,5,2,796,0,1500000.0
2174,924800,2021,18,Ligue 1,Stade Brestois 29,3911,midfield,False,2,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
2177,235931,2020,24,Serie A,Spezia Calcio,3522,midfield,True,18,12,5,0,0,0.92,0,0,0,0,1,0,0,8,4,357,0,1000000.0
2180,392538,2020,20,Serie A,Spezia Calcio,3522,midfield,False,32,20,5,0,0,1.35,6,0,3,0,6,0,0,3,16,1238,206,6000000.0
2181,435213,2020,24,Serie A,Spezia Calcio,3522,midfield,False,22,16,5,0,0,1.25,0,0,0,0,0,0,0,8,5,881,0,2000000.0
2182,569384,2020,18,Serie A,Spezia Calcio,3522,midfield,True,34,12,5,0,0,1.08,0,0,0,0,2,0,0,3,3,800,0,5000000.0
2183,587458,2020,21,Serie A,Spezia Calcio,3522,midfield,True,37,29,5,0,0,1.03,1,0,2,0,4,0,0,15,10,1349,1349,3500000.0
2186,131731,2021,29,Serie A,Spezia Calcio,3522,midfield,True,19,8,8,0,0,0.5,1,0,0,0,1,0,0,6,1,277,277,900000.0
2187,203842,2021,25,Serie A,Spezia Calcio,3522,midfield,True,32,26,8,0,0,1.08,1,0,4,0,4,0,0,10,10,1324,1324,3000000.0
2190,353796,2021,23,Serie A,Spezia Calcio,3522,midfield,False,35,35,8,0,0,0.94,2,0,3,0,9,0,0,2,16,2833,1417,8500000.0
2191,579294,2021,18,Serie A,Spezia Calcio,3522,midfield,False,17,1,8,0,0,0.0,0,0,0,0,0,0,0,1,0,44,0,1000000.0
2194,400546,2017,17,Bundesliga,1.FC Köln,3,midfield,False,2,1,5,0,0,0.0,0,0,0,0,0,0,0,1,0,6,0,300000.0
2195,118278,2018,27,Ligue 1,Stade Reims,1421,midfield,False,36,36,14,0,0,1.47,2,0,2,0,8,0,0,0,0,3240,1620,4000000.0
2197,290746,2018,20,Ligue 1,Stade Reims,1421,midfield,False,1,1,14,0,0,1.0,0,0,0,0,0,0,0,0,1,60,0,350000.0
2198,88909,2019,27,Serie A,US Lecce,1005,midfield,True,16,13,0,0,0,1.23,2,0,5,0,2,0,0,2,5,950,475,2400000.0
2199,88909,2019,27,Serie A,US Lecce,1005,midfield,True,16,13,0,0,0,1.23,2,0,5,0,2,0,0,2,5,950,475,2400000.0
2200,235931,2019,23,Serie A,US Lecce,1005,midfield,False,10,10,0,0,0,1.4,1,0,1,0,3,0,0,2,3,718,718,950000.0
2201,272261,2019,24,Serie A,US Lecce,1005,midfield,False,16,16,0,0,0,1.19,2,0,1,0,0,0,0,1,0,1368,684,8000000.0
2202,84301,2017,26,Ligue 1,Stade Rennais FC,273,midfield,False,34,34,10,0,0,1.59,3,0,2,0,9,1,0,0,4,3016,1005,10000000.0
2203,125783,2017,23,Ligue 1,Stade Rennais FC,273,midfield,False,21,19,10,0,0,1.63,1,0,2,0,4,0,0,1,4,1568,1568,2500000.0
2204,266359,2017,23,Ligue 1,Stade Rennais FC,273,midfield,False,37,37,10,0,0,1.57,10,0,6,3,3,0,0,2,5,3103,310,12000000.0
2206,164771,2018,25,Serie A,ACF Fiorentina,430,midfield,False,33,33,10,0,0,0.97,5,0,2,5,12,0,0,0,2,2944,589,20000000.0
2208,247555,2018,22,Serie A,ACF Fiorentina,430,midfield,True,32,29,10,0,0,1.0,2,0,0,0,8,1,0,6,9,1973,987,8000000.0
2209,341705,2018,21,Serie A,ACF Fiorentina,430,midfield,True,37,36,10,0,0,1.11,3,1,3,0,8,0,0,9,15,2437,812,13000000.0
2210,341705,2018,21,Serie A,ACF Fiorentina,430,midfield,True,37,36,10,0,0,1.11,3,1,3,0,8,0,0,9,15,2437,812,13000000.0
2212,126683,2019,28,Ligue 1,Stade Reims,1421,midfield,False,17,15,12,0,0,1.67,0,0,1,0,1,0,0,3,11,900,0,1600000.0
2217,126683,2020,29,Ligue 1,Stade Reims,1421,midfield,False,5,1,11,0,0,0.0,0,0,0,0,0,0,0,1,0,14,0,1300000.0
2218,145115,2020,27,Ligue 1,Stade Reims,1421,midfield,True,25,24,11,0,0,1.29,0,0,3,0,2,0,0,7,6,1644,0,3500000.0
2220,414908,2020,24,Ligue 1,Stade Reims,1421,midfield,False,30,27,11,0,0,1.19,1,0,0,0,7,0,1,6,3,1926,1926,2500000.0
2222,135617,2017,25,Ligue 1,LOSC Lille,1082,midfield,False,32,31,6,0,0,1.13,3,0,4,0,3,1,0,4,9,2298,766,5500000.0
2224,277635,2017,20,Ligue 1,LOSC Lille,1082,midfield,False,9,6,6,0,0,0.67,0,0,1,0,0,0,0,5,0,195,0,600000.0
2225,290256,2017,22,Ligue 1,LOSC Lille,1082,midfield,False,2,1,6,0,0,1.0,0,0,0,0,0,0,0,1,0,14,0,5500000.0
2227,410425,2017,20,Ligue 1,LOSC Lille,1082,midfield,False,30,24,6,0,0,0.96,2,0,1,0,3,0,0,9,3,1555,778,8000000.0
2229,270411,2017,22,Ligue 1,ESTAC Troyes,1095,midfield,True,34,32,0,0,0,0.91,5,0,2,0,1,0,0,11,14,1959,392,5000000.0
