,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
727,326300,2017,19,Ligue 1,Angers SCO,1420,midfield,True,10,10,1,0,0,1.2,0,0,0,0,0,0,0,3,7,443,0,3000000.0
729,18934,2018,31,Ligue 1,Angers SCO,1420,midfield,False,33,29,0,0,0,1.31,3,0,0,3,2,0,1,11,10,1598,533,2000000.0
731,202278,2018,25,Ligue 1,Angers SCO,1420,midfield,False,36,36,0,0,0,1.17,5,0,9,0,2,0,0,2,11,3001,600,8000000.0
732,214532,2018,31,Ligue 1,Angers SCO,1420,midfield,False,30,26,0,0,0,1.08,3,0,3,0,2,0,0,5,7,1844,615,2000000.0
733,250013,2018,21,Ligue 1,Angers SCO,1420,midfield,False,33,31,0,0,0,1.1,4,0,2,0,1,0,0,13,14,1632,408,5000000.0
734,285323,2018,23,Ligue 1,Angers SCO,1420,midfield,False,38,38,0,0,0,1.21,1,0,0,0,2,0,0,1,4,3247,3247,6000000.0
736,18934,2019,32,Ligue 1,Angers SCO,1420,midfield,False,26,24,1,0,0,1.25,2,0,2,0,0,0,0,3,6,1874,937,1600000.0
738,214532,2019,32,Ligue 1,Angers SCO,1420,midfield,False,24,24,1,0,0,1.33,1,0,2,0,7,0,0,4,5,1747,1747,1600000.0
739,250013,2019,22,Ligue 1,Angers SCO,1420,midfield,False,22,20,1,0,0,1.35,1,0,1,0,1,1,0,1,6,1584,1584,4000000.0
740,285323,2019,24,Ligue 1,Angers SCO,1420,midfield,False,28,28,1,0,0,1.39,1,1,1,0,1,0,0,0,1,2506,2506,7000000.0
742,344575,2019,23,Ligue 1,Angers SCO,1420,midfield,False,22,11,1,0,0,1.73,2,0,1,0,0,0,0,3,7,653,327,2800000.0
744,650104,2019,19,Ligue 1,Angers SCO,1420,midfield,False,7,1,1,0,0,3.0,0,0,0,0,0,0,0,0,1,60,0,150000.0
748,214532,2020,33,Ligue 1,Angers SCO,1420,midfield,False,36,35,9,0,0,1.09,3,0,3,0,2,0,0,11,12,2052,684,800000.0
750,285323,2020,25,Ligue 1,Angers SCO,1420,midfield,False,3,3,9,0,0,2.0,0,0,0,0,1,0,0,0,0,270,0,15000000.0
751,285323,2020,25,Ligue 1,Angers SCO,1420,midfield,False,3,3,9,0,0,2.0,0,0,0,0,1,0,0,0,0,270,0,15000000.0
753,386552,2020,24,Ligue 1,Angers SCO,1420,midfield,False,30,29,9,0,0,1.14,1,0,1,0,4,0,1,11,6,1683,1683,2000000.0
754,424072,2020,23,Ligue 1,Angers SCO,1420,midfield,False,29,28,9,0,0,1.18,4,0,1,0,5,0,0,12,15,1470,368,3500000.0
755,650104,2020,20,Ligue 1,Angers SCO,1420,midfield,False,15,3,9,0,0,0.0,0,0,0,0,1,0,0,3,0,35,0,250000.0
756,680447,2020,18,Ligue 1,Angers SCO,1420,midfield,False,15,2,9,0,0,0.0,0,0,0,0,0,0,0,2,0,36,0,300000.0
757,18934,2021,34,Ligue 1,Angers SCO,1420,midfield,False,37,33,8,0,0,1.12,7,0,2,6,6,0,0,8,9,2194,313,600000.0
761,250013,2021,24,Ligue 1,Angers SCO,1420,midfield,False,36,36,8,0,0,0.97,5,0,4,0,6,0,0,1,22,2950,590,12000000.0
764,424072,2021,24,Ligue 1,Angers SCO,1420,midfield,False,33,24,8,0,0,1.08,4,0,3,0,0,0,0,13,9,1036,259,2500000.0
765,593482,2021,21,Ligue 1,Angers SCO,1420,midfield,True,33,32,8,0,0,0.97,2,0,2,0,2,0,0,16,6,1623,812,3000000.0
768,829873,2021,19,Ligue 1,Angers SCO,1420,midfield,False,3,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
769,51471,2019,25,Premier League,Chelsea FC,631,midfield,False,34,31,9,0,0,1.74,1,0,3,0,8,0,0,8,8,2074,2074,36000000.0
771,131978,2019,25,Premier League,Chelsea FC,631,midfield,False,28,21,9,0,0,2.05,1,0,4,0,0,0,0,8,9,1104,1104,21500000.0
773,225083,2019,28,Premier League,Chelsea FC,631,midfield,False,22,22,9,0,0,1.27,3,0,0,0,4,0,0,2,3,1733,578,80000000.0
774,346483,2019,20,Premier League,Chelsea FC,631,midfield,False,38,37,9,0,0,1.7,7,0,6,0,3,0,0,5,12,2874,411,40500000.0
777,51471,2020,26,Premier League,Chelsea FC,631,midfield,False,30,27,18,0,0,1.74,0,0,1,0,4,0,0,6,11,1818,0,45000000.0
779,131978,2020,26,Premier League,Chelsea FC,631,midfield,False,3,2,18,0,0,1.5,0,0,0,0,0,0,0,2,0,40,0,20000000.0
780,202886,2020,24,Premier League,Chelsea FC,631,midfield,False,1,1,18,0,0,3.0,0,0,0,0,0,0,0,0,1,61,0,18000000.0
781,202886,2020,24,Premier League,Chelsea FC,631,midfield,False,1,1,18,0,0,3.0,0,0,0,0,0,0,0,0,1,61,0,18000000.0
782,225083,2020,29,Premier League,Chelsea FC,631,midfield,False,32,30,18,0,0,1.97,0,0,2,0,7,0,0,6,5,2145,0,55000000.0
784,346483,2020,21,Premier League,Chelsea FC,631,midfield,False,37,36,18,0,0,1.69,6,0,6,1,2,0,0,4,6,2893,482,75000000.0
785,423744,2020,19,Premier League,Chelsea FC,631,midfield,False,17,5,18,0,0,1.2,0,0,0,0,0,0,0,2,1,259,0,10000000.0
786,66100,2021,29,Premier League,Southampton FC,180,midfield,False,37,36,8,0,0,1.08,2,0,2,0,9,0,0,2,13,2899,1450,5000000.0
787,130765,2021,29,Premier League,Southampton FC,180,midfield,False,27,25,8,0,0,1.32,2,0,1,0,1,0,0,10,7,1470,735,6000000.0
791,703577,2021,18,Premier League,Southampton FC,180,midfield,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
794,133179,2017,26,Serie A,Atalanta BC,800,midfield,False,36,34,12,0,0,1.62,3,0,2,1,8,1,0,5,4,2570,857,14000000.0
798,273132,2017,22,Serie A,Atalanta BC,800,midfield,False,38,21,12,0,0,1.71,1,0,1,0,1,0,0,4,5,1450,1450,2500000.0
799,315862,2017,18,Serie A,Atalanta BC,800,midfield,False,18,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
800,80351,2018,30,Serie A,Atalanta BC,800,midfield,False,32,31,10,0,0,1.9,12,0,7,0,5,0,1,8,12,2151,179,17000000.0
802,148252,2018,26,Serie A,Atalanta BC,800,midfield,False,37,35,10,0,0,1.83,2,0,2,0,4,0,0,0,10,3033,1517,20000000.0
806,80351,2019,31,Serie A,Atalanta BC,800,midfield,False,27,26,10,0,0,2.19,15,0,8,0,1,0,1,5,13,1672,111,17500000.0
809,157507,2019,25,Serie A,Atalanta BC,800,midfield,False,17,7,10,0,0,2.71,0,0,0,0,0,0,0,5,0,206,0,4800000.0
811,207877,2019,26,Serie A,Atalanta BC,800,midfield,False,36,34,10,0,0,2.09,8,0,5,0,5,1,0,22,7,1519,190,11000000.0
813,430503,2019,18,Serie A,Atalanta BC,800,midfield,False,12,1,10,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,200000.0
814,80351,2020,32,Serie A,Atalanta BC,800,midfield,False,33,28,12,0,0,2.04,6,0,10,2,2,0,0,11,15,1526,254,6000000.0
815,133179,2020,29,Serie A,Atalanta BC,800,midfield,False,35,35,12,0,0,2.03,1,0,1,0,8,0,1,2,1,3021,3021,23000000.0
816,148252,2020,28,Serie A,Atalanta BC,800,midfield,False,38,34,12,0,0,2.24,2,0,3,0,5,0,0,2,11,2721,1361,25000000.0
818,205938,2020,25,Serie A,Atalanta BC,800,midfield,False,27,25,12,0,0,2.08,6,0,2,0,2,0,0,15,5,1110,185,23000000.0
821,273132,2020,25,Serie A,Atalanta BC,800,midfield,False,32,32,12,0,0,2.13,11,1,6,0,7,1,0,2,17,2537,231,35000000.0
823,430503,2020,19,Serie A,Atalanta BC,800,midfield,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,700000.0
826,412671,2017,20,Ligue 1,FC Toulouse,415,midfield,False,15,6,12,0,0,0.67,0,0,0,0,1,0,0,5,1,175,0,50000.0
828,277118,2018,20,Ligue 1,FC Toulouse,415,midfield,False,37,31,0,0,0,1.03,0,0,4,0,1,1,0,10,14,1849,0,5000000.0
832,624690,2019,18,Ligue 1,FC Toulouse,415,midfield,False,19,13,0,0,0,0.08,0,0,0,0,3,1,0,2,1,875,0,5400000.0
833,44686,2020,35,Ligue 1,RC Lens,826,midfield,True,36,30,10,0,0,1.67,1,1,0,0,9,0,0,4,8,2256,2256,400000.0
834,74297,2020,29,Ligue 1,RC Lens,826,midfield,False,35,35,10,0,0,1.43,11,0,5,7,3,0,0,5,25,2413,219,8000000.0
836,543387,2020,20,Ligue 1,RC Lens,826,midfield,False,35,33,10,0,0,1.42,2,0,1,0,8,0,0,3,10,2633,1317,6000000.0
840,44686,2021,36,Ligue 1,RC Lens,826,midfield,False,37,17,9,0,0,1.76,0,0,0,0,1,0,1,11,4,598,0,300000.0
841,74297,2021,30,Ligue 1,RC Lens,826,midfield,False,30,29,9,0,0,1.76,3,0,2,1,1,0,0,9,19,1682,561,7000000.0
843,182893,2021,26,Ligue 1,RC Lens,826,midfield,False,38,38,9,0,0,1.63,8,0,1,0,2,0,0,0,7,3364,421,25000000.0
844,239743,2021,26,Ligue 1,RC Lens,826,midfield,False,37,37,9,0,0,1.65,6,0,5,0,5,0,0,9,12,2451,409,8000000.0
846,543387,2021,21,Ligue 1,RC Lens,826,midfield,False,34,34,9,0,0,1.62,1,0,4,0,7,0,1,1,4,2948,2948,15000000.0
851,905408,2021,18,Ligue 1,RC Lens,826,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
852,40074,2019,30,Bundesliga,RB Leipzig,23826,midfield,False,18,6,10,0,0,3.0,0,0,0,0,2,0,0,1,1,418,0,2400000.0
853,40074,2019,30,Bundesliga,RB Leipzig,23826,midfield,False,18,6,10,0,0,3.0,0,0,0,0,2,0,0,1,1,418,0,2400000.0
855,82070,2019,27,Bundesliga,RB Leipzig,23826,midfield,False,17,17,10,0,0,2.18,0,0,0,0,3,0,0,3,4,1212,0,13500000.0
857,111078,2019,27,Bundesliga,RB Leipzig,23826,midfield,False,30,22,10,0,0,1.73,5,0,2,2,1,0,0,8,10,1141,228,22500000.0
858,223967,2019,22,Bundesliga,RB Leipzig,23826,midfield,False,31,29,10,0,0,2.14,2,0,6,0,6,1,0,3,9,2121,1061,24000000.0
861,402008,2019,21,Bundesliga,RB Leipzig,23826,midfield,False,34,19,10,0,0,2.05,0,0,2,0,1,0,0,14,2,744,0,15500000.0
863,106987,2020,26,Bundesliga,RB Leipzig,23826,midfield,False,29,27,15,0,0,1.81,8,0,4,4,8,0,0,3,8,2029,254,42000000.0
867,332705,2020,21,Bundesliga,RB Leipzig,23826,midfield,False,28,27,15,0,0,2.11,1,0,1,0,3,0,0,6,8,1853,1853,20000000.0
868,402008,2020,22,Bundesliga,RB Leipzig,23826,midfield,False,32,31,15,0,0,1.81,3,0,3,0,4,0,0,10,12,1906,635,24000000.0
869,528833,2020,18,Bundesliga,RB Leipzig,23826,midfield,True,25,7,15,0,0,1.71,0,0,1,0,0,0,0,5,2,197,0,3000000.0
871,53418,2021,30,Bundesliga,RB Leipzig,23826,midfield,False,31,27,11,0,0,1.37,0,0,1,0,4,0,0,2,15,1909,0,6000000.0
872,106987,2021,27,Bundesliga,RB Leipzig,23826,midfield,False,2,2,11,0,0,1.5,0,0,0,0,1,0,0,2,0,48,0,15000000.0
874,223967,2021,24,Bundesliga,RB Leipzig,23826,midfield,False,29,26,11,0,0,1.81,4,0,4,0,2,0,0,11,14,1241,310,28000000.0
878,451276,2021,20,Bundesliga,RB Leipzig,23826,midfield,False,34,31,11,0,0,1.58,6,0,8,0,2,0,0,16,10,1536,256,28000000.0
883,255901,2017,23,Serie A,Udinese Calcio,410,midfield,False,38,37,1,0,0,1.08,4,0,7,4,4,0,0,12,11,2319,580,6000000.0
884,272261,2017,22,Serie A,Udinese Calcio,410,midfield,False,37,34,1,0,0,1.09,7,0,4,0,5,0,0,3,6,2714,388,14000000.0
886,21905,2018,33,Serie A,Udinese Calcio,410,midfield,False,23,19,9,0,0,1.16,1,0,0,0,6,0,0,2,9,1368,1368,1000000.0
888,255901,2018,24,Serie A,Udinese Calcio,410,midfield,False,36,36,9,0,0,1.03,9,0,7,3,7,0,0,0,5,3194,355,25000000.0
889,272261,2018,23,Serie A,Udinese Calcio,410,midfield,False,15,8,9,0,0,0.88,0,0,0,0,0,0,0,4,4,329,0,12000000.0
890,308279,2018,21,Serie A,Udinese Calcio,410,midfield,True,35,35,9,0,0,1.23,3,0,1,0,8,0,1,2,5,2922,974,15000000.0
891,472161,2018,19,Serie A,Udinese Calcio,410,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2000000.0
892,45581,2017,26,Serie A,Torino FC,416,midfield,False,27,22,10,0,0,1.82,5,0,1,0,3,0,0,6,14,1208,242,5000000.0
895,200188,2017,22,Serie A,Torino FC,416,midfield,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,400000.0
898,46105,2021,32,Serie A,US Salernitana 1919,380,midfield,False,14,14,4,0,0,1.07,1,0,1,0,4,0,0,2,2,1067,1067,600000.0
899,84442,2021,26,Serie A,US Salernitana 1919,380,midfield,True,13,5,4,0,0,0.8,0,0,0,0,0,0,0,3,2,174,0,600000.0
900,84766,2021,31,Serie A,US Salernitana 1919,380,midfield,False,32,18,4,0,0,0.61,0,1,0,0,3,0,0,4,4,1254,0,400000.0
901,130360,2021,28,Serie A,US Salernitana 1919,380,midfield,False,16,15,4,0,0,1.07,5,0,0,1,3,0,0,4,11,835,167,5000000.0
906,406806,2021,22,Serie A,US Salernitana 1919,380,midfield,False,16,11,4,0,0,1.45,0,0,1,0,5,0,0,3,3,699,0,4000000.0
907,472161,2021,22,Serie A,US Salernitana 1919,380,midfield,True,13,11,4,0,0,0.73,2,0,0,0,1,0,0,2,4,795,398,2500000.0
910,708084,2021,17,Serie A,US Salernitana 1919,380,midfield,False,3,1,4,0,0,0.0,0,0,0,0,0,0,0,1,0,28,0,100000.0
911,130360,2017,24,Serie A,Bologna FC 1909,1025,midfield,False,35,34,7,0,0,0.97,10,0,10,2,3,0,0,0,10,2838,284,25000000.0
912,215616,2017,23,Serie A,Bologna FC 1909,1025,midfield,False,32,32,7,0,0,1.09,3,0,0,0,9,0,0,1,1,2770,923,6000000.0
913,401920,2017,17,Serie A,Bologna FC 1909,1025,midfield,False,2,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50000.0
915,68864,2018,28,Serie A,AS Roma,12,midfield,False,1,1,10,0,0,3.0,0,0,0,0,0,0,0,0,0,90,0,20000000.0
916,199248,2018,23,Serie A,AS Roma,12,midfield,True,36,35,10,0,0,1.69,4,0,3,0,10,0,0,9,4,2419,605,25000000.0
917,286297,2018,22,Serie A,AS Roma,12,midfield,False,29,25,10,0,0,1.8,3,0,4,0,6,0,0,4,10,1830,610,35000000.0
919,55215,2019,30,Serie A,AS Roma,12,midfield,False,26,11,7,0,0,1.73,0,0,1,0,0,0,0,6,4,512,0,8000000.0
922,199248,2019,24,Serie A,AS Roma,12,midfield,False,26,26,7,0,0,1.73,1,0,3,0,7,0,1,8,4,1613,1613,20000000.0
923,286297,2019,23,Serie A,AS Roma,12,midfield,False,27,27,7,0,0,1.85,1,0,11,0,6,1,0,1,13,2106,2106,32000000.0
924,355501,2019,21,Serie A,AS Roma,12,midfield,True,28,22,7,0,0,1.95,1,0,1,1,4,0,0,3,8,1523,1523,18500000.0
926,398163,2019,21,Serie A,AS Roma,12,midfield,False,17,9,7,0,0,2.0,0,0,0,0,3,0,0,7,0,292,0,2700000.0
928,55215,2020,31,Serie A,AS Roma,12,midfield,False,19,5,11,0,0,1.4,0,0,0,0,0,0,0,5,0,77,0,1500000.0
930,164771,2020,27,Serie A,AS Roma,12,midfield,False,29,29,11,0,0,1.76,10,0,2,5,4,0,0,4,14,2058,206,33000000.0
933,355501,2020,22,Serie A,AS Roma,12,midfield,False,29,18,11,0,0,1.5,1,0,0,0,2,1,0,11,5,655,655,14000000.0
935,550108,2020,18,Serie A,AS Roma,12,midfield,False,5,1,11,0,0,3.0,0,0,1,0,0,0,0,1,0,10,0,900000.0
939,94307,2017,25,Serie A,UC Sampdoria,1038,midfield,False,9,1,0,0,0,3.0,0,0,0,0,0,0,0,1,0,6,0,1500000.0
940,94307,2017,25,Serie A,UC Sampdoria,1038,midfield,False,9,1,0,0,0,3.0,0,0,0,0,0,0,0,1,0,6,0,1500000.0
941,96806,2017,25,Serie A,UC Sampdoria,1038,midfield,False,33,13,0,0,0,1.54,0,0,0,0,1,0,1,1,4,993,0,1500000.0
944,225873,2017,22,Serie A,UC Sampdoria,1038,midfield,False,32,29,0,0,0,1.62,3,0,2,0,8,0,0,8,3,2132,711,15000000.0
947,88909,2018,26,Serie A,UC Sampdoria,1038,midfield,True,31,22,11,0,0,1.27,2,0,4,0,3,0,0,11,10,908,454,8500000.0
949,129588,2018,24,Serie A,UC Sampdoria,1038,midfield,False,34,34,11,0,0,1.38,2,0,3,0,6,0,0,1,6,2894,1447,24000000.0
952,434676,2018,19,Serie A,UC Sampdoria,1038,midfield,False,38,14,11,0,0,1.71,0,0,0,0,3,0,0,8,3,594,0,5000000.0
956,226524,2019,23,Serie A,UC Sampdoria,1038,midfield,False,32,24,9,0,0,1.38,1,1,1,0,7,1,0,3,3,1866,1866,2000000.0
957,319160,2019,23,Serie A,UC Sampdoria,1038,midfield,False,35,30,9,0,0,1.03,2,0,5,0,8,0,0,5,14,2101,1051,9500000.0
958,434676,2019,20,Serie A,UC Sampdoria,1038,midfield,False,30,27,9,0,0,0.89,0,0,1,0,11,0,1,7,6,1819,0,6300000.0
960,25488,2020,33,Serie A,UC Sampdoria,1038,midfield,True,35,35,6,0,0,1.31,5,0,8,2,1,0,0,7,14,2513,503,2500000.0
962,56810,2020,31,Serie A,UC Sampdoria,1038,midfield,True,31,24,6,0,0,1.63,1,0,1,0,6,1,0,6,10,1599,1599,3000000.0
963,84442,2020,25,Serie A,UC Sampdoria,1038,midfield,False,1,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
965,226524,2020,24,Serie A,UC Sampdoria,1038,midfield,False,34,33,6,0,0,1.33,3,0,1,0,10,0,0,4,4,2647,882,7000000.0
966,319160,2020,24,Serie A,UC Sampdoria,1038,midfield,False,36,35,6,0,0,1.29,6,0,3,0,6,0,0,6,18,2420,403,11000000.0
969,25488,2021,34,Serie A,UC Sampdoria,1038,midfield,False,36,36,9,0,0,1.0,7,0,12,1,6,0,1,0,11,3132,447,2500000.0
972,75942,2021,33,Serie A,UC Sampdoria,1038,midfield,True,17,17,9,0,0,0.76,0,0,0,0,3,0,0,4,8,1170,0,1000000.0
974,216179,2021,25,Serie A,UC Sampdoria,1038,midfield,True,12,11,9,0,0,0.91,1,0,0,0,1,0,0,1,6,757,757,7000000.0
975,226524,2021,25,Serie A,UC Sampdoria,1038,midfield,False,35,35,9,0,0,0.91,3,0,1,0,10,0,0,0,10,2954,985,7000000.0
976,340394,2021,24,Serie A,UC Sampdoria,1038,midfield,False,15,14,9,0,0,0.93,3,0,2,0,3,0,0,5,3,891,297,3000000.0
977,434676,2021,22,Serie A,UC Sampdoria,1038,midfield,True,18,14,9,0,0,1.14,0,0,0,0,3,0,0,10,4,489,0,3500000.0
981,574495,2021,20,Serie A,UC Sampdoria,1038,midfield,False,32,19,9,0,0,0.89,0,1,0,0,5,0,0,12,6,748,0,1800000.0
983,37647,2017,30,Ligue 1,Olympique Marseille,244,midfield,False,31,31,12,0,0,2.03,6,0,13,2,6,0,0,3,13,2355,393,22000000.0
985,174094,2017,22,Ligue 1,Olympique Marseille,244,midfield,False,36,33,12,0,0,1.94,9,0,2,0,8,0,0,8,16,2174,242,18000000.0
990,68864,2018,28,Ligue 1,Olympique Marseille,244,midfield,True,31,28,9,0,0,1.54,1,0,5,0,6,0,0,7,4,1940,1940,20000000.0
992,270411,2018,23,Ligue 1,Olympique Marseille,244,midfield,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3500000.0
993,270411,2018,23,Ligue 1,Olympique Marseille,244,midfield,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3500000.0
995,394327,2018,18,Ligue 1,Olympique Marseille,244,midfield,False,35,31,9,0,0,1.65,1,0,0,0,6,0,0,4,2,2409,2409,18000000.0
996,37647,2019,32,Ligue 1,Olympique Marseille,244,midfield,False,22,22,12,0,0,2.14,9,0,4,3,5,0,1,0,6,1937,215,10000000.0
997,68864,2019,29,Ligue 1,Olympique Marseille,244,midfield,False,25,25,12,0,0,2.0,2,0,3,1,7,0,0,10,2,1408,704,8000000.0
998,174094,2019,24,Ligue 1,Olympique Marseille,244,midfield,False,27,27,12,0,0,1.96,5,0,5,0,5,0,0,1,14,2186,437,22500000.0
1000,290862,2019,21,Ligue 1,Olympique Marseille,244,midfield,False,28,23,12,0,0,2.17,0,0,3,0,2,0,0,10,9,1108,0,12000000.0
1001,332889,2019,24,Ligue 1,Olympique Marseille,244,midfield,True,24,23,12,0,0,2.0,0,0,2,0,3,0,0,3,6,1793,0,16000000.0
1004,68864,2020,30,Ligue 1,Olympique Marseille,244,midfield,False,17,11,8,0,0,2.0,0,0,0,0,2,0,0,10,1,224,0,5000000.0
1005,174094,2020,25,Ligue 1,Olympique Marseille,244,midfield,False,12,12,8,0,0,1.75,2,0,3,0,2,0,0,2,5,829,415,16000000.0
1006,270411,2020,25,Ligue 1,Olympique Marseille,244,midfield,False,29,17,8,0,0,1.47,2,0,1,0,4,0,0,12,5,598,299,1800000.0
1009,344600,2020,20,Ligue 1,Olympique Marseille,244,midfield,False,28,23,8,0,0,1.7,2,0,1,0,3,0,0,12,10,1022,511,7000000.0
1010,344600,2020,20,Ligue 1,Olympique Marseille,244,midfield,False,28,23,8,0,0,1.7,2,0,1,0,3,0,0,12,10,1022,511,7000000.0
1011,394327,2020,20,Ligue 1,Olympique Marseille,244,midfield,False,35,35,8,0,0,1.71,0,0,2,0,6,0,0,0,11,2905,0,37000000.0
1012,485963,2020,21,Ligue 1,Olympique Marseille,244,midfield,False,34,32,8,0,0,1.56,2,0,0,0,9,1,0,10,6,2054,1027,10000000.0
1013,569367,2020,17,Ligue 1,Olympique Marseille,244,midfield,False,5,1,8,0,0,1.0,0,0,0,0,0,0,0,1,0,9,0,150000.0
1017,37647,2021,34,Ligue 1,Olympique Marseille,244,midfield,False,31,31,15,0,0,1.87,12,0,10,7,3,0,0,3,6,2595,216,5000000.0
1019,341705,2021,24,Ligue 1,Olympique Marseille,244,midfield,True,36,35,15,0,0,1.86,9,0,7,0,3,0,0,6,13,2552,284,22000000.0
1023,485963,2021,22,Ligue 1,Olympique Marseille,244,midfield,False,33,28,15,0,0,2.11,0,0,1,0,7,0,0,11,8,1524,0,12000000.0
1024,569367,2021,18,Ligue 1,Olympique Marseille,244,midfield,False,1,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
1025,659520,2021,17,Ligue 1,Olympique Marseille,244,midfield,False,2,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1029,72479,2017,26,Ligue 1,Olympique Lyon,1041,midfield,False,3,1,14,0,0,1.0,0,0,0,0,0,0,0,1,0,4,0,4000000.0
1031,142021,2017,23,Ligue 1,Olympique Lyon,1041,midfield,False,3,3,14,0,0,2.33,0,0,0,0,1,1,0,0,1,211,0,11000000.0
1033,336828,2017,19,Ligue 1,Olympique Lyon,1041,midfield,False,8,1,14,0,0,3.0,0,0,0,0,0,0,0,1,0,9,0,3000000.0
1034,353948,2017,20,Ligue 1,Olympique Lyon,1041,midfield,False,37,37,14,0,0,2.11,0,0,0,0,8,0,0,0,8,3137,0,25000000.0
1036,450936,2017,20,Ligue 1,Olympique Lyon,1041,midfield,False,33,32,14,0,0,2.0,0,0,7,0,5,0,0,4,16,2361,0,25000000.0
1037,118284,2018,26,Ligue 1,Olympique Lyon,1041,midfield,False,11,4,9,0,0,2.5,0,0,0,0,0,0,0,3,1,114,0,4000000.0
1040,353948,2018,21,Ligue 1,Olympique Lyon,1041,midfield,False,35,30,9,0,0,1.97,0,1,0,0,1,2,0,10,7,1727,0,20000000.0
1041,395237,2018,18,Ligue 1,Olympique Lyon,1041,midfield,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
1042,395693,2018,20,Ligue 1,Olympique Lyon,1041,midfield,False,38,37,9,0,0,1.86,7,0,8,0,2,0,0,2,9,3068,438,45000000.0
1045,72479,2019,28,Ligue 1,Stade Rennais FC,273,midfield,False,13,11,10,0,0,1.27,1,0,0,0,2,0,0,1,4,843,843,5500000.0
1047,202278,2019,26,Ligue 1,Stade Rennais FC,273,midfield,True,22,17,10,0,0,1.65,2,0,3,0,0,0,1,8,3,883,442,4800000.0
1049,353399,2019,23,Ligue 1,Stade Rennais FC,273,midfield,False,27,21,10,0,0,1.95,2,0,5,1,2,0,0,7,8,1242,621,4800000.0
1053,238626,2020,27,Ligue 1,FC Lorient,1158,midfield,False,38,38,5,0,0,1.11,3,0,1,0,5,0,0,6,10,2966,989,2500000.0
1055,633992,2020,20,Ligue 1,FC Lorient,1158,midfield,False,38,36,5,0,0,1.08,0,0,5,0,6,0,0,15,15,1814,0,5000000.0
1057,127182,2021,30,Ligue 1,FC Lorient,1158,midfield,False,35,34,11,0,0,0.97,3,0,2,0,5,0,0,8,14,2254,751,1500000.0
1058,238626,2021,28,Ligue 1,FC Lorient,1158,midfield,False,34,34,11,0,0,0.82,0,0,2,0,9,0,0,0,8,2964,0,3000000.0
1061,633992,2021,21,Ligue 1,FC Lorient,1158,midfield,False,36,36,11,0,0,0.92,2,0,3,0,2,0,0,11,15,2198,1099,6000000.0
1062,766412,2021,18,Ligue 1,FC Lorient,1158,midfield,False,15,4,11,0,0,1.0,0,0,0,0,0,0,0,4,1,57,0,400000.0
1064,804548,2021,19,Ligue 1,FC Lorient,1158,midfield,False,10,3,11,0,0,0.33,0,0,0,0,0,0,0,2,1,95,0,200000.0
1065,72479,2020,29,Ligue 1,Stade Rennais FC,273,midfield,False,27,23,10,0,0,1.57,4,0,3,1,3,0,0,11,10,1077,269,4000000.0
1066,127142,2020,30,Ligue 1,Stade Rennais FC,273,midfield,True,20,12,10,0,0,1.42,0,0,0,0,3,0,0,6,4,480,0,2500000.0
1069,353399,2020,24,Ligue 1,Stade Rennais FC,273,midfield,False,32,25,10,0,0,1.48,0,0,5,0,2,0,0,20,5,635,0,4500000.0
1070,640428,2020,17,Ligue 1,Stade Rennais FC,273,midfield,False,35,35,10,0,0,1.54,1,0,2,0,6,0,0,7,18,2411,2411,55000000.0
1073,127142,2021,31,Ligue 1,Stade Rennais FC,273,midfield,False,31,29,14,0,0,1.86,1,0,1,0,8,0,0,5,12,2112,2112,2500000.0
1075,266359,2021,27,Ligue 1,Stade Rennais FC,273,midfield,False,38,38,14,0,0,1.74,11,0,13,0,2,0,0,0,23,3216,292,18000000.0
1076,285323,2021,26,Ligue 1,Stade Rennais FC,273,midfield,False,35,34,14,0,0,1.71,2,0,1,0,7,0,0,6,5,2516,1258,14000000.0
1077,285323,2021,26,Ligue 1,Stade Rennais FC,273,midfield,False,35,34,14,0,0,1.71,2,0,1,0,7,0,0,6,5,2516,1258,14000000.0
