player_id,MV,Transfer_Fee,left,joined,Date,season,Loan_Fee
245893,2000000.0,-,1032,631,2020-07-23,2019,0
245893,3000000.0,loan transfer,631,1032,2019-07-24,2019,0
245893,3000000.0,-,1032,631,2019-05-31,2018,0
245893,3000000.0,loan transfer,631,1032,2019-01-25,2018,0
245893,3000000.0,-,995,631,2019-01-24,2018,0
245893,3000000.0,-,631,995,2018-08-06,2018,300000.0
245893,3000000.0,-,499,631,2018-06-30,2017,0
245893,2500000.0,loan transfer,631,499,2016-08-31,2016,0
245893,150000.0,4600000.0,623,631,2016-01-30,2015,-
316551,2000000.0,free transfer,631,1039,2022-07-01,2022,-
316551,2000000.0,-,990,631,2022-05-31,2021,0
316551,2000000.0,loan transfer,631,990,2021-08-13,2021,0
316551,2000000.0,-,337,631,2021-05-31,2020,0
316551,2800000.0,loan transfer,631,337,2020-10-16,2020,0
316551,2800000.0,-,337,631,2020-07-31,2019,0
316551,2000000.0,loan transfer,631,337,2019-07-24,2019,0
316551,2000000.0,-,499,631,2019-06-30,2018,0
316551,1000000.0,loan transfer,631,499,2018-07-02,2018,0
316551,1000000.0,-,9250,631,2018-07-01,2018,-
316551,1000000.0,-,289,9250,2018-05-31,2017,0
316551,250000.0,loan transfer,9250,289,2018-01-08,2017,0
316551,250000.0,-,2455,9250,2017-05-31,2016,0
316551,-,loan transfer,9250,2455,2016-08-31,2016,0
316551,-,-,6918,9250,2015-01-01,2014,-
57500,7500000.0,8800000.0,244,631,2012-08-24,2012,-
57500,7000000.0,6000000.0,331,244,2010-07-01,2010,-
57500,-,-,8516,331,2007-07-01,2007,-
236490,6000000.0,-,931,416,2021-06-30,2020,0
236490,7000000.0,-,416,931,2020-09-11,2020,2500000.0
236490,10000000.0,9800000.0,631,416,2019-07-01,2019,-
236490,10000000.0,-,416,631,2019-06-30,2018,0
236490,4000000.0,-,631,416,2018-08-14,2018,600000.0
236490,1500000.0,-,3008,631,2018-05-31,2017,0
236490,1000000.0,loan transfer,631,3008,2017-07-11,2017,0
236490,-,-,9250,631,2016-07-01,2016,-
236490,-,-,6918,9250,2014-07-01,2014,-
30739,300000.0,-,515,123,2022-09-27,2022,-
30739,600000.0,-,15482,515,2021-11-05,2021,-
30739,1000000.0,free transfer,512,15482,2021-07-01,2021,-
30739,1200000.0,-,515,512,2020-08-17,2020,-
30739,1500000.0,-,449,515,2020-03-17,2019,-
30739,2000000.0,free transfer,641,449,2019-07-01,2019,-
30739,3500000.0,free transfer,3187,641,2019-01-24,2018,-
30739,11000000.0,free transfer,631,3187,2017-01-06,2016,-
30739,-,20000000.0,175,631,2006-07-19,2006,-
30739,-,free transfer,5069,175,2004-10-01,2004,-
54170,300000.0,-,515,123,2022-09-28,2022,-
54170,3500000.0,-,1023,515,2020-11-27,2020,-
54170,8500000.0,free transfer,22219,1023,2019-07-01,2019,-
54170,10000000.0,-,29418,22219,2019-01-01,2018,-
54170,10000000.0,-,22219,29418,2018-07-13,2018,-
54170,25000000.0,28000000.0,631,22219,2016-01-27,2015,-
54170,14000000.0,22000000.0,294,631,2010-08-13,2010,-
54170,8000000.0,7500000.0,609,294,2009-07-01,2009,-
54170,1500000.0,200000.0,3330,609,2008-01-01,2007,-
54170,1500000.0,-,609,3330,2007-12-31,2007,0
54170,-,loan transfer,3330,609,2007-04-18,2006,0
236496,300000.0,free transfer,3371,1042,2022-07-01,2022,-
236496,300000.0,free transfer,9614,3371,2022-01-17,2021,-
236496,400000.0,272000.0,9250,9614,2019-01-25,2018,-
236496,400000.0,-,3054,9250,2018-12-31,2018,0
236496,400000.0,loan transfer,9250,3054,2018-07-21,2018,0
236496,400000.0,-,499,9250,2018-01-31,2017,0
236496,250000.0,loan transfer,9250,499,2017-07-06,2017,0
236496,250000.0,-,352,9250,2017-05-31,2016,0
236496,100000.0,loan transfer,9250,352,2017-01-11,2016,0
236496,100000.0,-,2455,9250,2017-01-05,2016,0
236496,-,loan transfer,9250,2455,2016-08-31,2016,0
236496,-,-,6918,9250,2014-07-01,2014,-
59866,6500000.0,5000000.0,631,232,2021-07-01,2021,-
59866,6500000.0,-,232,631,2021-06-30,2020,0
59866,6000000.0,-,631,232,2020-10-15,2020,300000.0
59866,6000000.0,-,46,631,2020-08-31,2019,0
59866,8500000.0,-,631,46,2020-01-23,2019,216000.0
59866,8500000.0,-,36,631,2020-01-22,2019,0
59866,18000000.0,loan transfer,631,36,2019-01-25,2018,0
59866,7500000.0,-,379,631,2016-05-31,2015,0
59866,7500000.0,loan transfer,631,379,2015-09-01,2015,0
59866,7500000.0,-,512,631,2015-05-31,2014,0
59866,8000000.0,loan transfer,631,512,2014-08-16,2014,0
59866,11000000.0,-,31,631,2014-05-31,2013,0
59866,15000000.0,-,631,31,2013-09-02,2013,1200000.0
59866,6500000.0,11500000.0,1071,631,2012-08-24,2012,-
59866,1250000.0,3000000.0,873,1071,2010-01-31,2009,-
176485,2000000.0,-,537,1075,2023-06-30,2022,0
176485,3500000.0,loan transfer,1075,537,2022-04-08,2021,0
176485,900000.0,free transfer,631,1075,2021-01-15,2020,-
176485,900000.0,-,2425,631,2021-01-14,2020,0
176485,1500000.0,loan transfer,631,2425,2019-09-01,2019,0
176485,1500000.0,-,862,631,2019-06-30,2018,0
176485,2500000.0,loan transfer,631,862,2019-01-31,2018,0
176485,2500000.0,-,931,631,2018-05-31,2017,0
176485,2500000.0,loan transfer,631,931,2016-08-31,2016,0
176485,3000000.0,-,1032,631,2016-04-29,2015,0
176485,3000000.0,loan transfer,631,1032,2015-08-31,2015,0
176485,5000000.0,-,24,631,2015-06-30,2014,0
176485,7000000.0,-,631,24,2014-07-25,2014,800000.0
176485,7000000.0,-,499,631,2014-05-07,2013,0
176485,5000000.0,loan transfer,631,499,2013-08-09,2013,0
176485,5000000.0,-,1084,631,2013-06-30,2012,0
176485,7000000.0,loan transfer,631,1084,2013-01-16,2012,0
176485,7500000.0,7500000.0,585,631,2012-01-20,2011,-
50202,150000000.0,115000000.0,631,418,2019-07-01,2019,-
50202,33000000.0,35000000.0,1082,631,2012-07-01,2012,-
50202,400000.0,-,7875,1082,2008-07-01,2008,-
50202,-,-,59856,7875,2007-07-01,2007,-
281404,7000000.0,500000.0,631,366,2022-09-01,2022,-
281404,7000000.0,-,614,631,2022-01-13,2021,0
281404,10000000.0,-,631,614,2021-08-18,2021,500000.0
281404,10000000.0,-,16795,631,2021-06-30,2020,0
281404,9500000.0,loan transfer,631,16795,2020-09-08,2020,0
281404,9500000.0,-,3709,631,2020-06-30,2019,0
281404,10000000.0,loan transfer,631,3709,2019-09-02,2019,0
281404,10000000.0,-,762,631,2019-05-31,2018,0
281404,7000000.0,loan transfer,631,762,2018-01-23,2017,0
281404,8000000.0,-,1010,631,2016-12-12,2016,0
281404,8000000.0,loan transfer,631,1010,2016-08-30,2016,0
281404,6000000.0,8000000.0,2462,631,2015-08-22,2015,-
281404,-,-,14702,2462,2013-07-01,2013,-
131996,14000000.0,-,6890,405,2023-01-31,2022,0
131996,16000000.0,loan transfer,405,6890,2022-08-22,2022,0
131996,9500000.0,18400000.0,1041,405,2020-09-19,2020,-
131996,8000000.0,10000000.0,631,1041,2017-07-01,2017,-
131996,8000000.0,-,610,631,2017-06-30,2016,0
131996,4000000.0,-,631,610,2016-08-12,2016,2000000.0
131996,2500000.0,-,499,631,2015-06-30,2014,0
131996,-,loan transfer,631,499,2014-01-02,2013,0
131996,-,-,9250,631,2014-01-01,2013,-
131996,-,-,7817,9250,2013-10-31,2013,-
131996,-,-,40466,7817,2012-07-01,2012,-
39152,2200000.0,free transfer,141,367,2021-09-04,2021,-
39152,10000000.0,free transfer,162,141,2019-09-02,2019,-
39152,23000000.0,-,631,162,2016-06-30,2015,0
39152,35000000.0,-,162,631,2015-07-03,2015,7000000.0
39152,45000000.0,-,985,162,2015-06-30,2014,0
39152,55000000.0,-,162,985,2014-09-01,2014,7600000.0
39152,60000000.0,43000000.0,13,162,2013-07-01,2013,-
39152,25000000.0,40000000.0,720,13,2011-08-18,2011,-
39152,6500000.0,5430000.0,209,720,2009-07-15,2009,-
39152,-,-,14837,209,2005-07-01,2005,-
39152,-,-,15108,14837,2004-01-01,2003,-
45121,150000.0,-,515,3911,2023-02-01,2022,-
45121,150000.0,-,3840,515,2022-07-01,2022,-
45121,375000.0,free transfer,126,3840,2022-02-08,2021,-
45121,2000000.0,free transfer,1082,126,2020-08-28,2020,-
45121,6000000.0,1400000.0,472,1082,2018-07-13,2018,-
45121,6000000.0,-,3709,472,2018-06-30,2017,0
45121,8000000.0,loan transfer,472,3709,2018-01-28,2017,0
45121,9000000.0,free transfer,631,472,2017-09-01,2017,-
45121,9000000.0,-,873,631,2017-05-31,2016,0
45121,9000000.0,-,631,873,2016-08-30,2016,1000000.0
45121,12000000.0,13200000.0,1039,631,2014-08-31,2014,-
45121,12000000.0,-,762,1039,2014-05-31,2013,0
45121,10000000.0,-,1039,762,2013-08-05,2013,2300000.0
45121,15000000.0,10500000.0,244,1039,2013-01-16,2012,-
45121,12000000.0,15500000.0,417,244,2010-08-19,2010,-
45121,6000000.0,8000000.0,1041,417,2008-07-01,2008,-
45121,6000000.0,-,826,1041,2008-06-30,2007,0
45121,750000.0,loan transfer,1041,826,2008-01-31,2007,0
45121,-,-,12764,1041,2006-07-01,2006,-
331726,38000000.0,41000000.0,631,12,2021-08-17,2021,-
331726,15000000.0,-,405,631,2019-05-31,2018,0
331726,10000000.0,loan transfer,631,405,2018-08-31,2018,0
331726,10000000.0,-,2288,631,2018-05-31,2017,0
331726,8000000.0,loan transfer,631,2288,2017-07-04,2017,0
331726,8000000.0,-,9250,631,2017-07-01,2017,-
331726,5000000.0,-,698,9250,2017-05-31,2016,0
331726,-,loan transfer,9250,698,2016-08-05,2016,0
331726,-,-,6918,9250,2015-07-01,2015,-
108390,65000000.0,35000000.0,631,418,2018-08-09,2018,-
108390,25000000.0,-,13,631,2014-06-30,2013,0
108390,4000000.0,-,631,13,2011-07-27,2011,1200000.0
108390,4000000.0,8950000.0,1184,631,2011-07-26,2011,-
108390,50000.0,-,3494,1184,2009-07-01,2009,-
108390,-,-,49393,3494,2008-07-01,2008,-
128898,400000.0,-,6699,515,2023-07-01,1923,-
128898,500000.0,free transfer,1110,6699,2022-07-26,2022,-
128898,600000.0,free transfer,51828,1110,2022-01-31,2021,-
128898,600000.0,-,515,51828,2021-09-13,2021,-
128898,600000.0,-,631,515,2021-07-01,2021,-
128898,600000.0,-,1194,631,2021-05-31,2020,0
128898,400000.0,loan transfer,631,1194,2020-08-24,2020,0
128898,400000.0,-,2455,631,2020-05-31,2019,0
128898,500000.0,loan transfer,631,2455,2020-01-22,2019,0
128898,500000.0,-,499,631,2020-01-16,2019,0
128898,500000.0,loan transfer,631,499,2019-09-03,2019,0
128898,500000.0,-,399,631,2018-11-16,2018,0
128898,250000.0,loan transfer,631,399,2018-07-16,2018,0
128898,250000.0,-,350,631,2018-05-31,2017,0
128898,250000.0,loan transfer,631,350,2017-07-27,2017,0
128898,250000.0,-,2805,631,2017-05-31,2016,0
128898,250000.0,loan transfer,631,2805,2016-08-15,2016,0
128898,250000.0,-,9614,631,2016-06-12,2015,0
128898,250000.0,loan transfer,631,9614,2016-03-18,2015,0
128898,250000.0,-,641,631,2015-01-05,2014,0
128898,250000.0,loan transfer,631,641,2014-09-01,2014,0
128898,200000.0,-,9250,631,2014-07-01,2014,-
128898,-,-,6918,9250,2012-07-01,2012,-
157509,32000000.0,35000000.0,631,379,2021-08-28,2021,-
157509,20000000.0,-,29,631,2019-05-31,2018,0
157509,15000000.0,-,631,29,2018-08-09,2018,7900000.0
157509,15000000.0,-,512,631,2018-05-31,2017,0
157509,15000000.0,-,631,512,2017-07-21,2017,7800000.0
157509,10000000.0,-,618,631,2014-06-30,2013,0
157509,7500000.0,loan transfer,631,618,2014-02-01,2013,0
157509,7500000.0,14600000.0,618,631,2014-01-31,2013,-
177476,28000000.0,45300000.0,989,281,2020-08-05,2020,-
177476,8000000.0,22800000.0,631,989,2017-07-01,2017,-
177476,5000000.0,-,989,631,2017-01-08,2016,0
177476,4500000.0,loan transfer,631,989,2016-07-01,2016,0
177476,4500000.0,-,1010,631,2016-05-31,2015,0
177476,2000000.0,loan transfer,631,1010,2015-08-14,2015,0
177476,1500000.0,-,1032,631,2015-04-22,2014,0
177476,1500000.0,loan transfer,631,1032,2015-03-25,2014,0
177476,-,-,6918,631,2013-01-01,2012,-
177476,-,800000.0,51654,6918,2011-07-01,2011,-
177476,-,-,32798,51654,2010-07-01,2010,-
148657,4000000.0,9000000.0,631,698,2019-07-01,2019,-
148657,4000000.0,-,698,631,2019-05-31,2018,0
148657,5000000.0,loan transfer,631,698,2018-08-23,2018,0
148657,5000000.0,-,931,631,2018-05-31,2017,0
148657,4000000.0,loan transfer,631,931,2017-07-27,2017,0
148657,4000000.0,-,931,631,2017-05-31,2016,0
148657,3000000.0,loan transfer,631,931,2016-07-13,2016,0
148657,3000000.0,-,641,631,2016-05-31,2015,0
148657,3500000.0,loan transfer,631,641,2015-01-09,2014,0
148657,3500000.0,-,3,631,2015-01-04,2014,0
148657,6000000.0,-,631,3,2014-07-01,2014,200000.0
148657,6000000.0,-,499,631,2013-06-30,2012,0
148657,100000.0,loan transfer,631,499,2011-08-22,2011,0
148657,100000.0,-,2311,631,2010-12-31,2010,0
148657,-,loan transfer,631,2311,2010-07-08,2010,0
148657,-,6000000.0,2311,631,2010-07-01,2010,-
3160,1000000.0,-,405,123,2018-07-01,2018,-
3160,1000000.0,free transfer,631,405,2017-07-01,2017,-
3160,-,-,703,631,2000-05-31,1999,0
3160,-,loan transfer,631,703,2000-03-21,1999,0
3160,-,-,6918,631,2000-01-01,1999,-
3160,-,-,50677,6918,1997-07-01,1997,-
303254,28000000.0,31600000.0,631,5,2021-07-01,2021,-
303254,28000000.0,-,5,631,2021-06-30,2020,0
303254,17000000.0,-,631,5,2021-01-22,2020,600000.0
303254,7000000.0,-,22,631,2019-05-31,2018,0
303254,1000000.0,loan transfer,631,22,2018-08-06,2018,0
303254,1000000.0,-,3008,631,2018-05-31,2017,0
303254,250000.0,loan transfer,631,3008,2017-08-31,2017,0
303254,250000.0,-,9250,631,2017-07-01,2017,-
303254,250000.0,-,1237,9250,2017-05-31,2016,0
303254,-,loan transfer,9250,1237,2017-01-23,2016,0
303254,-,-,6918,9250,2015-07-01,2015,-
224884,1800000.0,-,1032,631,2023-05-31,2022,0
224884,2200000.0,loan transfer,631,1032,2022-08-31,2022,0
224884,2200000.0,-,1032,631,2022-05-31,2021,0
224884,2500000.0,loan transfer,631,1032,2021-08-27,2021,0
224884,2500000.0,-,1091,631,2021-06-30,2020,0
224884,2400000.0,loan transfer,631,1091,2021-01-30,2020,0
224884,2400000.0,-,237,631,2020-06-30,2019,0
224884,5000000.0,loan transfer,631,237,2019-09-02,2019,0
224884,5000000.0,-,1421,631,2019-06-30,2018,0
224884,5000000.0,loan transfer,631,1421,2019-01-29,2018,0
224884,5000000.0,-,33,631,2019-01-28,2018,0
224884,8000000.0,loan transfer,631,33,2018-01-29,2017,0
224884,8000000.0,-,33,631,2017-06-30,2016,0
224884,12000000.0,-,631,33,2016-08-02,2016,500000.0
224884,10000000.0,26000000.0,167,631,2015-08-16,2015,-
224884,1500000.0,2500000.0,65,167,2014-08-12,2014,-
224884,150000.0,free transfer,37487,65,2012-07-01,2012,-
224884,150000.0,-,502,37487,2012-06-30,2011,0
36827,500000.0,-,984,123,2021-07-01,2021,-
36827,1000000.0,free transfer,964,984,2020-09-15,2020,-
36827,10000000.0,free transfer,631,964,2017-02-01,2016,-
36827,12000000.0,12000000.0,932,631,2008-01-15,2007,-
36827,-,1000000.0,53,932,2006-02-01,2005,-
36827,-,free transfer,11046,53,2004-01-01,2003,-
74683,5000000.0,free transfer,985,12,2022-07-01,2022,-
74683,35000000.0,44700000.0,631,985,2017-07-31,2017,-
74683,27000000.0,25000000.0,294,631,2014-01-15,2013,-
74683,3000000.0,5000000.0,631,294,2011-07-01,2011,-
74683,3000000.0,-,499,631,2011-06-30,2010,0
74683,2000000.0,loan transfer,631,499,2010-08-23,2010,0
74683,1500000.0,1750000.0,779,631,2009-08-18,2009,-
74683,-,free transfer,12514,779,2007-01-01,2006,-
74683,-,free transfer,75551,12514,2005-07-01,2005,-
74683,-,free transfer,66822,75551,2004-09-01,2004,-
8806,2500000.0,free transfer,162,1047,2022-08-01,2022,-
8806,25000000.0,9000000.0,631,162,2019-01-11,2018,-
8806,50000000.0,33000000.0,131,631,2014-07-01,2014,-
8806,54000000.0,34000000.0,11,131,2011-08-15,2011,-
8806,-,-,5679,11,2004-07-01,2004,-
8806,-,3200000.0,14321,5679,2003-09-11,2003,-
202886,20000000.0,-,931,631,2021-05-31,2020,0
202886,24000000.0,loan transfer,631,931,2020-10-05,2020,0
202886,15000000.0,-,873,631,2018-05-31,2017,0
202886,5000000.0,loan transfer,631,873,2017-07-12,2017,0
202886,150000.0,-,9250,631,2015-01-01,2014,-
202886,150000.0,-,6918,9250,2014-07-01,2014,-
91970,25000000.0,20000000.0,631,506,2017-07-01,2017,-
91970,25000000.0,-,506,631,2017-06-30,2016,0
91970,25000000.0,-,631,506,2016-08-31,2016,5000000.0
91970,25000000.0,-,506,631,2016-06-30,2015,0
91970,30000000.0,-,631,506,2015-08-25,2015,1800000.0
91970,32000000.0,31000000.0,430,631,2015-02-02,2014,-
91970,15000000.0,20000000.0,410,430,2013-07-01,2013,-
91970,15000000.0,-,430,410,2013-06-30,2012,0
91970,4000000.0,-,410,430,2012-07-23,2012,1000000.0
91970,4000000.0,-,1005,410,2012-06-30,2011,0
91970,800000.0,loan transfer,410,1005,2011-08-03,2011,0
91970,-,-,10093,410,2009-07-02,2009,-
85314,35000000.0,60000000.0,631,27190,2017-01-01,2016,-
85314,20000000.0,32000000.0,6600,631,2012-07-25,2012,-
85314,500000.0,6000000.0,585,6600,2010-06-17,2009,-
258216,1000000.0,free transfer,698,990,2022-07-01,2022,-
258216,1200000.0,-,2288,698,2021-01-05,2020,0
258216,1200000.0,loan transfer,698,2288,2020-10-16,2020,0
258216,1500000.0,3800000.0,9250,698,2019-08-01,2019,-
258216,1500000.0,-,698,9250,2019-05-31,2018,0
258216,1500000.0,loan transfer,9250,698,2019-01-09,2018,0
258216,1500000.0,-,164,9250,2019-01-08,2018,0
258216,1500000.0,loan transfer,9250,164,2018-07-30,2018,0
258216,1500000.0,-,22,9250,2018-05-31,2017,0
258216,1500000.0,loan transfer,9250,22,2018-01-31,2017,0
258216,1500000.0,-,1110,9250,2018-01-02,2017,0
258216,750000.0,loan transfer,9250,1110,2017-07-04,2017,0
258216,750000.0,-,1110,9250,2017-05-31,2016,0
258216,-,loan transfer,9250,1110,2016-07-15,2016,0
258216,-,-,6918,9250,2015-01-01,2014,-
258216,-,-,50677,6918,2013-07-01,2013,-
52769,4000000.0,free transfer,199,931,2022-09-01,2022,-
52769,9000000.0,free transfer,11,199,2021-08-30,2021,-
52769,22500000.0,free transfer,631,11,2020-08-14,2020,-
52769,30000000.0,35500000.0,2700,631,2013-08-28,2013,-
52769,25000000.0,35000000.0,660,2700,2013-01-31,2012,-
52769,11000000.0,14000000.0,199,660,2007-08-24,2007,-
52769,-,-,14876,199,2006-01-01,2005,-
52769,-,-,33115,14876,2005-06-30,2004,0
65278,5000000.0,free transfer,12,398,2021-08-19,2021,-
65278,9500000.0,free transfer,631,12,2020-09-01,2020,-
65278,20000000.0,27000000.0,131,631,2015-08-20,2015,-
65278,-,-,2464,131,2008-01-01,2007,-
65278,-,-,63954,2464,2007-07-01,2007,-
65278,-,-,2470,63954,2006-07-01,2006,-
44779,4000000.0,-,515,543,2022-09-12,2022,-
44779,5000000.0,-,330,515,2022-01-07,2021,-
44779,6000000.0,free transfer,515,330,2021-08-14,2021,-
44779,10000000.0,-,13,515,2021-01-01,2020,-
44779,50000000.0,60000000.0,631,13,2018-01-01,2017,-
44779,35000000.0,38000000.0,13,631,2014-07-01,2014,-
44779,6500000.0,-,367,13,2012-06-30,2011,0
44779,5000000.0,loan transfer,13,367,2012-01-24,2011,0
44779,5000000.0,1000000.0,366,13,2010-07-01,2010,-
44779,1400000.0,free transfer,13,366,2009-07-01,2009,-
44779,1400000.0,-,1532,13,2009-06-30,2008,0
44779,1400000.0,loan transfer,13,1532,2008-08-23,2008,0
44779,1600000.0,-,940,13,2008-06-30,2007,0
44779,2500000.0,loan transfer,13,940,2007-08-25,2007,0
44779,800000.0,-,1075,13,2007-06-30,2006,0
44779,-,loan transfer,13,1075,2007-01-02,2006,0
44779,-,1500000.0,1075,13,2007-01-01,2006,-
44779,-,-,3327,1075,2006-12-31,2006,0
44779,-,loan transfer,1075,3327,2006-07-01,2006,0
37579,700000.0,-,515,585,2023-05-27,1923,-
37579,1000000.0,-,45604,515,2023-01-01,2022,-
37579,3500000.0,-,515,45604,2021-02-13,2020,-
37579,4800000.0,-,585,515,2020-08-21,2020,-
37579,9000000.0,free transfer,33714,585,2019-03-27,2018,-
37579,6000000.0,18000000.0,1050,33714,2017-01-30,2016,-
37579,11000000.0,3000000.0,199,1050,2016-07-26,2016,-
37579,11000000.0,-,631,199,2016-06-30,2015,0
37579,11000000.0,loan transfer,199,631,2016-01-29,2015,0
37579,11000000.0,-,585,199,2015-12-31,2014,0
37579,12000000.0,loan transfer,199,585,2014-02-14,2013,0
37579,28500000.0,15000000.0,5,199,2013-01-03,2012,-
37579,4000000.0,24000000.0,6600,5,2007-08-02,2007,-
183334,4000000.0,7900000.0,641,399,2018-07-31,2018,-
183334,5000000.0,6900000.0,631,641,2017-01-18,2016,-
183334,5000000.0,-,1132,631,2017-01-14,2016,0
183334,5000000.0,loan transfer,631,1132,2016-08-30,2016,0
183334,5000000.0,-,1123,631,2016-05-31,2015,0
183334,5000000.0,loan transfer,631,1123,2016-01-30,2015,0
183334,5000000.0,-,873,631,2016-01-04,2015,0
183334,5000000.0,loan transfer,631,873,2015-07-21,2015,0
183334,2500000.0,-,641,631,2015-05-31,2014,0
183334,1500000.0,loan transfer,631,641,2014-08-29,2014,0
183334,1500000.0,-,22,631,2014-05-31,2013,0
183334,500000.0,loan transfer,631,22,2014-01-06,2013,0
